gene	node	trajectory
AT5G57785	9	0,-0.0606285,-1.2538,0.00382774
AT5G58860	27	0,-1.2747,0.0662563,-0.120547
AT5G58900	18	0,-0.0606285,1.63183,0.0357698
AT5G59220	9	0,-0.0606285,-1.2538,0.00382774
AT5G59320	54	0,0.163101,0.0417034,0.766731
AT5G59510	9	0,-0.0606285,-1.2538,0.00382774
AT5G59570	9	0,-0.0606285,-1.2538,0.00382774
AT5G59730	54	0,0.163101,0.0417034,0.766731
AT5G59732	9	0,-0.0606285,-1.2538,0.00382774
AT5G60680	54	0,0.163101,0.0417034,0.766731
AT5G60850	27	0,-1.2747,0.0662563,-0.120547
AT5G61350	9	0,-0.0606285,-1.2538,0.00382774
AT5G61570	18	0,-0.0606285,1.63183,0.0357698
AT5G61590	54	0,0.163101,0.0417034,0.766731
AT5G61650	0	0,-0.0606285,1.14487,0.0313974
AT5G61820	9	0,-0.0606285,-1.2538,0.00382774
AT5G62220	27	0,-1.2747,0.0662563,-0.120547
AT5G62280	18	0,-0.0606285,1.63183,0.0357698
AT5G62920	18	0,-0.0606285,1.63183,0.0357698
AT5G63060	0	0,-0.0606285,1.14487,0.0313974
AT5G63160	54	0,0.163101,0.0417034,0.766731
AT5G63190	9	0,-0.0606285,-1.2538,0.00382774
AT5G63560	27	0,-1.2747,0.0662563,-0.120547
AT5G63600	9	0,-0.0606285,-1.2538,0.00382774
AT5G63850	18	0,-0.0606285,1.63183,0.0357698
AT5G64170	57	0,0.163101,0.0417034,-1.07882
AT5G64330	0	0,-0.0606285,1.14487,0.0313974
AT5G64700	27	0,-1.2747,0.0662563,-0.120547
AT5G64750	18	0,-0.0606285,1.63183,0.0357698
AT5G65207	54	0,0.163101,0.0417034,0.766731
AT5G65230	27	0,-1.2747,0.0662563,-0.120547
AT5G65390	18	0,-0.0606285,1.63183,0.0357698
AT5G65590	27	0,-1.2747,0.0662563,-0.120547
AT5G65790	27	0,-1.2747,0.0662563,-0.120547
AT5G65810	0	0,-0.0606285,1.14487,0.0313974
AT5G65900	0	0,-0.0606285,1.14487,0.0313974
AT5G66052	9	0,-0.0606285,-1.2538,0.00382774
AT5G66170	54	0,0.163101,0.0417034,0.766731
AT5G66310	0	0,-0.0606285,1.14487,0.0313974
AT5G66390	27	0,-1.2747,0.0662563,-0.120547
AT5G67190	54	0,0.163101,0.0417034,0.766731
AT5G67300	27	0,-1.2747,0.0662563,-0.120547
AT5G67370	18	0,-0.0606285,1.63183,0.0357698
AT5G67450	18	0,-0.0606285,1.63183,0.0357698
AT5G67520	54	0,0.163101,0.0417034,0.766731
ATCG00270	18	0,-0.0606285,1.63183,0.0357698
ATCG00420	0	0,-0.0606285,1.14487,0.0313974
ATCG00430	18	0,-0.0606285,1.63183,0.0357698
ATCG00440	18	0,-0.0606285,1.63183,0.0357698
ATCG00470	18	0,-0.0606285,1.63183,0.0357698
ATCG00480	18	0,-0.0606285,1.63183,0.0357698
ATCG00650	0	0,-0.0606285,1.14487,0.0313974
ATCG00740	18	0,-0.0606285,1.63183,0.0357698
ATCG00750	0	0,-0.0606285,1.14487,0.0313974
ATCG00770	0	0,-0.0606285,1.14487,0.0313974
ATCG00780	18	0,-0.0606285,1.63183,0.0357698
ATCG00790	18	0,-0.0606285,1.63183,0.0357698
ATCG00800	18	0,-0.0606285,1.63183,0.0357698
ATCG00810	18	0,-0.0606285,1.63183,0.0357698
ATCG00820	0	0,-0.0606285,1.14487,0.0313974
ATCG00830	0	0,-0.0606285,1.14487,0.0313974
ATCG00890	18	0,-0.0606285,1.63183,0.0357698
ATCG00900	18	0,-0.0606285,1.63183,0.0357698
ATCG01110	18	0,-0.0606285,1.63183,0.0357698
ATCG01130	54	0,0.163101,0.0417034,0.766731
ATCG01230	0	0,-0.0606285,1.14487,0.0313974
ATCG01240	18	0,-0.0606285,1.63183,0.0357698
ATCG01310	54	0,0.163101,0.0417034,0.766731
