gene	node	trajectory
AT2G30140	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G30250	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G30360	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G30362	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G30600	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G30615	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G30766	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G30820	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G31150	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G31320	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G31810	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G31870	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G31880	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G31945	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G32030	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G32150	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G32210	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G32290	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G32800	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G32930	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G32990	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G33400	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G33560	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G33580	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G33790	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G33793	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G33830	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G34190	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G34500	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G34920	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G34930	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G35710	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G35930	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G36200	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G36220	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G36780	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G36790	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G36870	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G36910	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G36970	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G37025	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G37240	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G37420	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G37430	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G37460	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G37470	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G37640	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G37770	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G38160	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G38250	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G38340	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G38400	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G38470	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G38530	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G38620	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G38750	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G38820	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G38940	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G39400	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G39570	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G39650	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G39800	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G39850	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G39980	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G40000	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G40140	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G40340	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G40435	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G40460	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G40610	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G40900	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G41010	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G41100	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G41180	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G41240	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G41410	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G41630	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G41640	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G42040	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G42110	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G42170	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G42530	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G42540	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G42620	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G42840	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G43100	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G43120	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G43140	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G43400	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G43620	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G44130	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G44190	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G44670	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G44840	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G44910	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G44940	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G45170	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G45460	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G45685	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G46180	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G46400	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G46450	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G46535	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G46600	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G46610	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G46650	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G46660	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G46790	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G46970	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G46980	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G47200	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G47670	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G47680	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G47780	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G47880	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G01175	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G01290	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G01513	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G01600	81	0,0.136497,0.501236,3.10954,3.60427,5.89663,5.3634,3.924,3.2079
AT3G01710	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G02020	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G02120	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G02400	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G02535	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G02640	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G02850	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G03130	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G03190	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G03470	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G03530	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G03780	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G03870	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G04060	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G04140	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G04210	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G04220	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G04615	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G04640	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G05330	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G05640	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G05727	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G06030	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G06850	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G07350	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G07800	81	0,0.136497,0.501236,3.10954,3.60427,5.89663,5.3634,3.924,3.2079
AT3G08170	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G09020	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G09275	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G09390	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G09405	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G09440	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G09450	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G09520	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G09830	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G10020	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G10190	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G10310	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G10500	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G10930	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G10985	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G11520	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G11820	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G12145	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G12320	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G12410	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G12510	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G12520	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G12580	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G12870	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G13080	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G13235	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G13380	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G13450	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G13610	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G13650	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G13960	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G14190	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G14210	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G14560	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G15180	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G15210	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G15240	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G15356	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15450	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15500	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15510	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15530	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G15550	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G15620	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15630	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G15650	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G15720	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G16240	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G16360	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G16530	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G16650	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G16720	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G17250	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G17360	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G17690	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G17790	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT3G17890	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G18000	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G18630	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G18773	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G19050	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G19150	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G19210	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G19430	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G19580	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G19710	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G20150	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G20340	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G20395	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G20490	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G20600	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G21150	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G21310	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G21330	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G21560	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G21720	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G21890	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G22120	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G22235	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G22550	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G22630	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G22740	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G22840	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G22910	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G22930	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G23150	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G23550	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G23670	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G23810	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT3G23890	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G24420	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G24450	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G24500	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT3G24770	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G25190	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT3G25250	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT3G25600	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT3G25980	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G26050	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT3G26220	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT3G26830	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G27010	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT3G27050	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT3G27060	81	0,0.136497,0.501236,3.10954,3.60427,5.89663,5.3634,3.924,3.2079
AT3G27070	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
