kind	split	from_time	from_value	to_time	to_value	TF	coeff	avg_branch	avg_other	diff	score
2way	3	-1.259	0.218			AT2G02070	-0.349	0.094	0.203	0.109	0.058
2way	3	-1.259	0.218			AT5G03790	-0.084	0.094	0.203	0.109	0.058
2way	3	-1.259	0.218			AT2G28920	0.368	0.071	0.0	-0.071	0.059
2way	3	-1.259	0.218			AT4G23550	-0.036	0.063	0.153	0.09	0.059
2way	3	-1.259	0.218			AT5G45580	0.475	0.126	0.034	-0.092	0.061
2way	3	-1.259	0.218			AT1G69780	-0.038	0.102	0.203	0.101	0.068
2way	3	-1.259	0.218			AT1G19000	0.119	0.189	0.085	-0.104	0.083
2way	3	-1.259	0.218			AT2G40260	0.571	0.142	0.051	-0.091	0.083
2way	3	-1.259	0.218			AT1G34370	0.0	0.008	0.051	0.043	0.095
2way	3	-1.259	0.218			AT3G01470	0.0	0.008	0.051	0.043	0.095
2way	3	-1.259	0.218			AT3G12730	0.0	0.11	0.034	-0.076	0.098
2way	3	-1.259	0.218			AT5G10140	0.0	0.0	0.034	0.034	0.099
2way	3	-1.259	0.218			AT1G12260	0.0	0.071	0.153	0.082	0.108
2way	3	-1.259	0.218			AT1G06280	1.022	0.228	0.119	-0.11	0.11
2way	3	-1.259	0.218			AT3G06490	0.0	0.024	0.085	0.061	0.112
2way	3	-1.259	0.218			AT1G25340	-0.351	0.047	0.119	0.071	0.118
2way	3	-1.259	0.218			AT5G05790	0.0	0.126	0.051	-0.075	0.129
2way	3	-1.259	0.218			AT4G01550	0.0	0.055	0.119	0.064	0.142
2way	3	-1.259	0.218			AT2G43000	0.0	0.142	0.237	0.096	0.143
2way	3	-1.259	0.218			AT2G23320	-0.656	0.094	0.169	0.075	0.15
2way	3	-1.259	0.218			AT5G29000	0.0	0.102	0.034	-0.068	0.15
2way	3	-1.259	0.218			AT5G41570	0.0	0.094	0.169	0.075	0.15
2way	3	-1.259	0.218			AT4G16750	0.0	0.11	0.186	0.076	0.171
2way	3	-1.259	0.218			AT2G01818	0.115	0.071	0.017	-0.054	0.174
2way	3	-1.259	0.218			AT3G26620	0.0	0.071	0.017	-0.054	0.174
2way	3	-1.259	0.218			AT1G76420	0.0	0.071	0.136	0.065	0.176
2way	3	-1.259	0.218			AT5G47220	0.0	0.047	0.0	-0.047	0.179
2way	3	-1.259	0.218			AT2G42590	0.0	0.039	0.0	-0.039	0.18
2way	3	-1.259	0.218			AT2G04038	0.019	0.244	0.153	-0.092	0.183
2way	3	-1.259	0.218			AT3G47500	0.0	0.118	0.051	-0.067	0.188
2way	3	-1.259	0.218			AT3G52440	0.88	0.118	0.051	-0.067	0.188
2way	3	-1.259	0.218			AT1G01720	0.0	0.126	0.203	0.077	0.189
2way	3	-1.259	0.218			AT1G12630	-0.788	0.126	0.203	0.077	0.189
2way	3	-1.259	0.218			AT5G62380	0.0	0.079	0.153	0.074	0.191
2way	3	-1.259	0.218			AT1G30490	-0.475	0.087	0.153	0.066	0.206
2way	3	-1.259	0.218			AT5G17800	0.0	0.087	0.153	0.066	0.206
2way	3	-1.259	0.218			AT5G44160	0.0	0.024	0.068	0.044	0.211
2way	3	-1.259	0.218			AT5G11260	0.0	0.205	0.119	-0.086	0.215
2way	3	-1.259	0.218			AT1G49010	0.242	0.197	0.119	-0.078	0.216
2way	3	-1.259	0.218			AT5G61620	0.0	0.197	0.119	-0.078	0.216
2way	3	-1.259	0.218			AT2G31230	0.0	0.134	0.068	-0.066	0.221
2way	3	-1.259	0.218			AT3G04030	0.0	0.134	0.068	-0.066	0.221
2way	3	-1.259	0.218			AT2G01060	0.0	0.087	0.034	-0.053	0.232
2way	3	-1.259	0.218			AT5G18450	0.0	0.087	0.034	-0.053	0.232
2way	3	-1.259	0.218			AT5G08520	0.0	0.213	0.136	-0.077	0.234
2way	3	-1.259	0.218			AT1G22070	0.0	0.008	0.034	0.026	0.237
2way	3	-1.259	0.218			AT5G07680	0.0	0.008	0.034	0.026	0.237
2way	3	-1.259	0.218			AT1G47655	-0.992	0.063	0.119	0.056	0.247
2way	3	-1.259	0.218			AT1G25580	-0.249	0.063	0.119	0.056	0.247
2way	3	-1.259	0.218			AT5G56840	0.0	0.173	0.102	-0.072	0.272
2way	3	-1.259	0.218			AT5G47390	0.0	0.165	0.102	-0.064	0.275
2way	3	-1.259	0.218			AT1G25550	0.0	0.063	0.017	-0.046	0.276
2way	3	-1.259	0.218			AT3G11280	0.0	0.063	0.017	-0.046	0.276
2way	3	-1.259	0.218			AT3G45610	0.0	0.11	0.051	-0.059	0.276
2way	3	-1.259	0.218			AT4G27950	0.0	0.11	0.051	-0.059	0.276
2way	3	-1.259	0.218			AT3G23240	0.0	0.102	0.051	-0.052	0.279
2way	3	-1.259	0.218			AT5G63260	0.0	0.102	0.051	-0.052	0.279
2way	3	-1.259	0.218			AT1G06180	0.0	0.055	0.017	-0.038	0.285
2way	3	-1.259	0.218			AT4G26030	0.0	0.055	0.017	-0.038	0.285
2way	3	-1.259	0.218			AT4G26640	0.013	0.055	0.017	-0.038	0.285
2way	3	-1.259	0.218			AT5G06960	-0.196	0.079	0.136	0.057	0.286
2way	3	-1.259	0.218			AT3G15170	0.0	0.039	0.085	0.045	0.293
2way	3	-1.259	0.218			AT3G49530	0.0	0.039	0.085	0.045	0.293
2way	3	-1.259	0.218			AT1G66370	0.0	0.031	0.0	-0.031	0.309
2way	3	-1.259	0.218			AT1G68670	0.0	0.031	0.0	-0.031	0.309
2way	3	-1.259	0.218			AT2G41690	0.0	0.031	0.0	-0.031	0.309
2way	3	-1.259	0.218			AT3G46590	0.0	0.031	0.0	-0.031	0.309
2way	3	-1.259	0.218			AT3G51470	0.0	0.031	0.0	-0.031	0.309
2way	3	-1.259	0.218			AT2G36270	0.0	0.205	0.136	-0.069	0.311
2way	3	-1.259	0.218			AT1G19040	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT1G32510	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT1G66420	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT1G76870	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT1G80840	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT2G24570	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT2G31460	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT2G38880	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT3G02150	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT3G07220	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT3G45170	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT4G38910	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT5G08070	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT5G10510	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT5G14340	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT5G67000	0.0	0.0	0.017	0.017	0.317
2way	3	-1.259	0.218			AT1G49560	0.0	0.118	0.068	-0.05	0.318
2way	3	-1.259	0.218			AT3G18990	0.0	0.118	0.068	-0.05	0.318
2way	3	-1.259	0.218			AT5G02840	0.057	0.118	0.068	-0.05	0.318
2way	3	-1.259	0.218			AT1G52150	0.0	0.094	0.153	0.058	0.319
2way	3	-1.259	0.218			AT1G65910	0.0	0.094	0.153	0.058	0.319
2way	3	-1.259	0.218			AT1G03800	0.0	0.181	0.254	0.073	0.328
2way	3	-1.259	0.218			AT1G21910	0.0	0.016	0.051	0.035	0.328
2way	3	-1.259	0.218			AT2G45650	0.0	0.016	0.051	0.035	0.328
2way	3	-1.259	0.218			AT5G03150	0.0	0.047	0.085	0.038	0.329
2way	3	-1.259	0.218			AT1G30650	0.0	0.102	0.153	0.05	0.337
2way	3	-1.259	0.218			AT4G36160	0.0	0.102	0.153	0.05	0.337
2way	3	-1.259	0.218			AT4G36740	0.0	0.102	0.153	0.05	0.337
2way	3	-1.259	0.218			AT3G62420	0.067	0.236	0.169	-0.067	0.343
2way	3	-1.259	0.218			AT5G06100	0.917	0.142	0.085	-0.057	0.343
2way	3	-1.259	0.218			AT5G56110	0.666	0.142	0.085	-0.057	0.343
2way	3	-1.259	0.218			AT4G05100	0.0	0.079	0.034	-0.045	0.344
2way	3	-1.259	0.218			AT1G76890	0.0	0.11	0.169	0.059	0.347
2way	3	-1.259	0.218			AT5G25190	0.0	0.205	0.271	0.066	0.348
2way	3	-1.259	0.218			AT1G75490	0.0	0.055	0.102	0.047	0.353
2way	3	-1.259	0.218			AT4G18170	0.0	0.055	0.102	0.047	0.353
2way	3	-1.259	0.218			AT2G35530	0.0	0.252	0.186	-0.066	0.356
2way	3	-1.259	0.218			AT3G01220	0.0	0.118	0.169	0.051	0.361
2way	3	-1.259	0.218			AT1G02230	0.0	0.063	0.102	0.039	0.378
2way	3	-1.259	0.218			AT3G10030	0.0	0.063	0.102	0.039	0.378
2way	3	-1.259	0.218			AT1G77200	0.0	0.134	0.186	0.053	0.382
2way	3	-1.259	0.218			AT5G13790	0.0	0.024	0.051	0.027	0.383
2way	3	-1.259	0.218			AT4G14770	0.0	0.173	0.119	-0.055	0.392
2way	3	-1.259	0.218			AT3G21890	0.0	0.094	0.051	-0.044	0.395
2way	3	-1.259	0.218			AT1G31140	0.0	0.071	0.119	0.048	0.399
2way	3	-1.259	0.218			AT1G68320	0.0	0.071	0.119	0.048	0.399
2way	3	-1.259	0.218			AT5G25830	0.0	0.071	0.119	0.048	0.399
2way	3	-1.259	0.218			AT5G10030	0.0	0.197	0.136	-0.061	0.41
2way	3	-1.259	0.218			AT3G02940	0.0	0.079	0.119	0.04	0.417
2way	3	-1.259	0.218			AT4G01250	0.0	0.079	0.119	0.04	0.417
2way	3	-1.259	0.218			AT5G61600	0.0	0.047	0.017	-0.03	0.434
2way	3	-1.259	0.218			AT1G74840	0.0	0.11	0.068	-0.042	0.435
2way	3	-1.259	0.218			AT3G27785	0.0	0.11	0.068	-0.042	0.435
2way	3	-1.259	0.218			AT2G22430	-0.432	0.087	0.136	0.049	0.436
2way	3	-1.259	0.218			AT1G29860	0.0	0.031	0.068	0.036	0.439
2way	3	-1.259	0.218			AT1G76110	0.0	0.031	0.068	0.036	0.439
2way	3	-1.259	0.218			AT5G39820	0.0	0.031	0.068	0.036	0.439
2way	3	-1.259	0.218			AT5G15830	0.0	0.228	0.169	-0.059	0.441
2way	3	-1.259	0.218			AT2G18160	0.0	0.22	0.169	-0.051	0.444
2way	3	-1.259	0.218			AT2G23290	0.0	0.094	0.136	0.041	0.448
2way	3	-1.259	0.218			AT2G46770	0.0	0.094	0.136	0.041	0.448
2way	3	-1.259	0.218			AT3G13810	0.0	0.094	0.136	0.041	0.448
2way	3	-1.259	0.218			AT3G53200	0.0	0.094	0.136	0.041	0.448
2way	3	-1.259	0.218			AT1G09540	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT1G16490	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT2G18380	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT3G44480	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT4G25490	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT5G66940	0.0	0.126	0.085	-0.041	0.467
2way	3	-1.259	0.218			AT5G67580	0.0	0.039	0.068	0.028	0.468
2way	3	-1.259	0.218			AT5G05550	0.0	0.236	0.288	0.052	0.472
2way	3	-1.259	0.218			AT2G45420	0.0	0.11	0.153	0.042	0.474
2way	3	-1.259	0.218			AT5G66730	0.0	0.11	0.153	0.042	0.474
2way	3	-1.259	0.218			AT5G51990	0.0	0.142	0.102	-0.04	0.493
2way	3	-1.259	0.218			AT2G35700	0.0	0.126	0.169	0.044	0.496
2way	3	-1.259	0.218			AT4G37260	0.0	0.126	0.169	0.044	0.496
2way	3	-1.259	0.218			AT3G06740	0.0	0.071	0.034	-0.037	0.507
2way	3	-1.259	0.218			AT3G08500	0.0	0.071	0.034	-0.037	0.507
2way	3	-1.259	0.218			AT3G23220	0.0	0.071	0.034	-0.037	0.507
2way	3	-1.259	0.218			AT5G62320	0.0	0.063	0.034	-0.029	0.508
2way	3	-1.259	0.218			AT5G62470	0.0	0.063	0.034	-0.029	0.508
2way	3	-1.259	0.218			AT5G63090	0.0	0.063	0.034	-0.029	0.508
2way	3	-1.259	0.218			AT1G45249	0.0	0.157	0.119	-0.039	0.515
2way	3	-1.259	0.218			AT1G71696	0.0	0.157	0.119	-0.039	0.515
2way	3	-1.259	0.218			AT2G22540	0.236	0.157	0.119	-0.039	0.515
2way	3	-1.259	0.218			AT3G10113	0.0	0.157	0.119	-0.039	0.515
2way	3	-1.259	0.218			AT2G33710	0.0	0.173	0.136	-0.038	0.534
2way	3	-1.259	0.218			AT3G10580	0.0	0.173	0.136	-0.038	0.534
2way	3	-1.259	0.218			AT5G64750	0.0	0.165	0.203	0.038	0.541
2way	3	-1.259	0.218			AT1G13300	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT1G28370	0.0	0.181	0.22	0.039	0.553
2way	3	-1.259	0.218			AT3G23250	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT3G58630	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT4G18450	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT4G28140	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT5G07100	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT5G42520	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT5G50570	0.0	0.024	0.0	-0.024	0.553
2way	3	-1.259	0.218			AT3G12720	0.0	0.087	0.051	-0.036	0.554
2way	3	-1.259	0.218			AT3G20770	0.0	0.087	0.051	-0.036	0.554
2way	3	-1.259	0.218			AT1G32240	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT1G72360	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT2G02820	0.0	0.197	0.237	0.04	0.564
2way	3	-1.259	0.218			AT2G15660	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT2G30340	0.0	0.071	0.102	0.031	0.564
2way	3	-1.259	0.218			AT3G01970	0.0	0.071	0.102	0.031	0.564
2way	3	-1.259	0.218			AT3G27010	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT3G49930	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT3G57600	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT4G24020	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT5G25390	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT5G43840	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT5G61270	0.0	0.016	0.0	-0.016	0.564
2way	3	-1.259	0.218			AT1G19210	0.0	0.205	0.254	0.05	0.569
2way	3	-1.259	0.218			AT1G32150	0.0	0.228	0.186	-0.042	0.57
2way	3	-1.259	0.218			AT2G38340	0.0	0.102	0.068	-0.035	0.588
2way	3	-1.259	0.218			AT4G00250	0.0	0.102	0.068	-0.035	0.588
2way	3	-1.259	0.218			AT4G37180	0.0	0.102	0.068	-0.035	0.588
2way	3	-1.259	0.218			AT1G69560	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT1G75390	0.0	0.094	0.068	-0.027	0.593
2way	3	-1.259	0.218			AT2G28810	0.0	0.094	0.068	-0.027	0.593
2way	3	-1.259	0.218			AT2G38470	0.0	0.094	0.068	-0.027	0.593
2way	3	-1.259	0.218			AT3G12820	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT3G26790	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT3G51080	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT4G27900	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT5G67300	0.0	0.016	0.034	0.018	0.593
2way	3	-1.259	0.218			AT2G42430	-0.184	0.087	0.119	0.032	0.595
2way	3	-1.259	0.218			AT5G09410	0.0	0.087	0.119	0.032	0.595
2way	3	-1.259	0.218			AT1G64620	0.0	0.118	0.085	-0.033	0.615
2way	3	-1.259	0.218			AT5G02460	0.0	0.118	0.085	-0.033	0.615
2way	3	-1.259	0.218			AT5G54230	0.0	0.118	0.085	-0.033	0.615
2way	3	-1.259	0.218			AT1G79580	0.0	0.102	0.136	0.033	0.619
2way	3	-1.259	0.218			AT3G03200	0.472	0.102	0.136	0.033	0.619
2way	3	-1.259	0.218			AT3G16280	0.0	0.102	0.136	0.033	0.619
2way	3	-1.259	0.218			AT1G51700	0.0	0.11	0.085	-0.025	0.621
2way	3	-1.259	0.218			AT2G26960	0.0	0.11	0.085	-0.025	0.621
2way	3	-1.259	0.218			AT5G62940	0.0	0.11	0.085	-0.025	0.621
2way	3	-1.259	0.218			AT1G33240	0.0	0.11	0.136	0.025	0.631
2way	3	-1.259	0.218			AT5G13080	0.0	0.11	0.136	0.025	0.631
2way	3	-1.259	0.218			AT1G50640	0.0	0.134	0.102	-0.032	0.637
2way	3	-1.259	0.218			AT1G69570	0.0	0.134	0.102	-0.032	0.637
2way	3	-1.259	0.218			AT2G44840	0.0	0.134	0.102	-0.032	0.637
2way	3	-1.259	0.218			AT1G29280	0.0	0.118	0.153	0.034	0.639
2way	3	-1.259	0.218			AT1G03840	0.0	0.126	0.153	0.027	0.648
2way	3	-1.259	0.218			AT2G15740	0.0	0.126	0.153	0.027	0.648
2way	3	-1.259	0.218			AT1G78700	0.0	0.142	0.169	0.028	0.662
2way	3	-1.259	0.218			AT3G50260	0.0	0.142	0.169	0.028	0.662
2way	3	-1.259	0.218			AT3G30530	0.0	0.039	0.017	-0.022	0.666
2way	3	-1.259	0.218			AT5G10280	0.0	0.039	0.017	-0.022	0.666
2way	3	-1.259	0.218			AT5G47230	0.0	0.039	0.017	-0.022	0.666
2way	3	-1.259	0.218			AT4G18770	0.0	0.15	0.186	0.037	0.669
2way	3	-1.259	0.218			AT1G08320	0.0	0.165	0.136	-0.03	0.67
2way	3	-1.259	0.218			AT4G36780	0.0	0.157	0.186	0.029	0.674
2way	3	-1.259	0.218			AT1G20980	0.0	0.031	0.017	-0.015	0.675
2way	3	-1.259	0.218			AT2G17950	0.0	0.031	0.017	-0.015	0.675
2way	3	-1.259	0.218			AT5G08130	0.0	0.031	0.017	-0.015	0.675
2way	3	-1.259	0.218			AT1G04880	0.0	0.031	0.051	0.019	0.681
2way	3	-1.259	0.218			AT3G25990	0.0	0.031	0.051	0.019	0.681
2way	3	-1.259	0.218			AT3G28910	0.0	0.031	0.051	0.019	0.681
2way	3	-1.259	0.218			AT4G18890	0.0	0.031	0.051	0.019	0.681
2way	3	-1.259	0.218			AT5G23930	0.0	0.189	0.153	-0.036	0.681
2way	3	-1.259	0.218			AT1G68550	0.0	0.181	0.153	-0.029	0.682
2way	3	-1.259	0.218			AT5G17300	0.0	0.213	0.186	-0.026	0.703
2way	3	-1.259	0.218			AT2G01930	0.0	0.236	0.203	-0.033	0.708
2way	3	-1.259	0.218			AT1G24250	0.0	0.055	0.034	-0.021	0.721
2way	3	-1.259	0.218			AT4G32800	0.0	0.055	0.034	-0.021	0.721
2way	3	-1.259	0.218			AT5G04390	0.237	0.055	0.034	-0.021	0.721
2way	3	-1.259	0.218			AT1G72010	0.0	0.047	0.034	-0.013	0.729
2way	3	-1.259	0.218			AT1G79180	0.0	0.047	0.034	-0.013	0.729
2way	3	-1.259	0.218			AT3G57920	0.0	0.047	0.034	-0.013	0.729
2way	3	-1.259	0.218			AT1G20910	0.0	0.055	0.068	0.013	0.745
2way	3	-1.259	0.218			AT3G12130	0.0	0.055	0.068	0.013	0.745
2way	3	-1.259	0.218			AT3G23210	-0.017	0.055	0.068	0.013	0.745
2way	3	-1.259	0.218			AT3G50700	0.0	0.055	0.068	0.013	0.745
2way	3	-1.259	0.218			AT5G62000	0.0	0.055	0.068	0.013	0.745
2way	3	-1.259	0.218			AT1G14580	0.0	0.071	0.051	-0.02	0.755
2way	3	-1.259	0.218			AT5G24110	0.0	0.071	0.051	-0.02	0.755
2way	3	-1.259	0.218			AT5G65130	0.0	0.071	0.051	-0.02	0.755
2way	3	-1.259	0.218			AT1G34670	0.0	0.063	0.085	0.022	0.758
2way	3	-1.259	0.218			AT1G72740	0.0	0.063	0.085	0.022	0.758
2way	3	-1.259	0.218			AT2G46680	0.0	0.063	0.085	0.022	0.758
2way	3	-1.259	0.218			AT5G46350	0.0	0.063	0.085	0.022	0.758
2way	3	-1.259	0.218			AT3G01530	0.0	0.071	0.085	0.014	0.769
2way	3	-1.259	0.218			AT4G06746	0.0	0.087	0.068	-0.019	0.778
2way	3	-1.259	0.218			AT1G36060	0.0	0.079	0.102	0.023	0.779
2way	3	-1.259	0.218			AT2G44940	0.0	0.079	0.102	0.023	0.779
2way	3	-1.259	0.218			AT4G11660	0.0	0.087	0.102	0.015	0.787
2way	3	-1.259	0.218			AT5G18560	0.0	0.087	0.102	0.015	0.787
2way	3	-1.259	0.218			AT5G52830	0.0	0.087	0.102	0.015	0.787
2way	3	-1.259	0.218			AT1G34190	0.0	0.094	0.119	0.024	0.796
2way	3	-1.259	0.218			AT2G01940	0.0	0.094	0.119	0.024	0.796
2way	3	-1.259	0.218			AT2G40740	0.0	0.102	0.085	-0.018	0.796
2way	3	-1.259	0.218			AT1G62300	0.0	0.102	0.119	0.016	0.801
2way	3	-1.259	0.218			AT3G09735	0.0	0.102	0.119	0.016	0.801
2way	3	-1.259	0.218			AT3G60490	0.0	0.102	0.119	0.016	0.801
2way	3	-1.259	0.218			AT5G47660	0.0	0.102	0.119	0.016	0.801
2way	3	-1.259	0.218			AT2G23340	0.02	0.126	0.102	-0.024	0.808
2way	3	-1.259	0.218			AT4G25470	0.0	0.126	0.102	-0.024	0.808
2way	3	-1.259	0.218			AT3G24520	0.0	0.118	0.102	-0.016	0.809
2way	3	-1.259	0.218			AT5G26170	0.0	0.118	0.102	-0.016	0.809
2way	3	-1.259	0.218			AT5G58900	0.0	0.118	0.102	-0.016	0.809
2way	3	-1.259	0.218			AT3G10800	0.0	0.118	0.136	0.017	0.812
2way	3	-1.259	0.218			AT2G02540	0.0	0.142	0.119	-0.023	0.818
2way	3	-1.259	0.218			AT3G55370	0.0	0.142	0.119	-0.023	0.818
2way	3	-1.259	0.218			AT1G08010	0.0	0.134	0.119	-0.015	0.82
2way	3	-1.259	0.218			AT2G02080	0.361	0.134	0.119	-0.015	0.82
2way	3	-1.259	0.218			AT4G01540	0.0	0.134	0.119	-0.015	0.82
2way	3	-1.259	0.218			AT4G31060	0.0	0.134	0.119	-0.015	0.82
2way	3	-1.259	0.218			AT5G16820	-0.048	0.134	0.153	0.019	0.821
2way	3	-1.259	0.218			AT4G34410	0.0	0.15	0.169	0.02	0.828
2way	3	-1.259	0.218			AT5G06950	0.0	0.15	0.169	0.02	0.828
2way	3	-1.259	0.218			AT2G20110	0.0	0.173	0.153	-0.021	0.834
2way	3	-1.259	0.218			AT5G65210	0.0	0.165	0.153	-0.013	0.836
2way	3	-1.259	0.218			AT4G01280	0.0	0.173	0.186	0.013	0.838
2way	3	-1.259	0.218			AT5G52660	0.0	0.181	0.203	0.022	0.84
2way	3	-1.259	0.218			AT5G58850	-0.381	0.189	0.203	0.014	0.843
2way	3	-1.259	0.218			AT3G12250	0.0	0.205	0.186	-0.018	0.845
2way	3	-1.259	0.218			AT3G15210	0.0	0.213	0.237	0.025	0.85
2way	3	-1.259	0.218			AT4G38170	0.0	0.244	0.22	-0.024	0.853
2way	3	-1.259	0.218			AT1G53170	0.026	0.276	0.254	-0.021	0.86
2way	3	-1.259	0.218			AT1G01060	0.0	0.181	0.186	0.005	1.0
2way	3	-1.259	0.218			AT1G01250	0.0	0.024	0.034	0.01	1.0
