accession	TF	name	n_levels	spearman_rho	p	q
OSD-251	AT3G12910		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT5G17300		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT3G13350		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G52880		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT4G37180		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT4G25490		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT3G27010		5	-0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT4G25480		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT4G18890		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT4G11660		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT3G12250		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G01060		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G69690		5	-0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G01720		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G20910		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G13300		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G33240		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G22070		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT2G06200		5	-0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G08320		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G18330		5	0.9	0.03738607346849875	0.44302497060171026
OSD-251	AT1G10720		5	0.9	0.03738607346849875	0.44302497060171026
OSD-346	AT1G13260		7	0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT4G18170		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT4G37260		7	0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT5G17800		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT5G40330		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT5G52660		7	0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT4G18450		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT3G51470		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT3G51080		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT1G72010		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT3G24050		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT1G27360		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT1G01060		7	0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT2G46130		7	-0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT2G22540		7	0.75	0.05218140045705776	0.5376953003618561
OSD-346	AT5G56110		7	0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT1G34180		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT1G52150		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT3G47600		7	0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT1G17950		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT3G01220		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT3G21175		7	0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT3G57230		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT3G53200		7	0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT2G17950		7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT2G20400		7	0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT1G25580	SOG1	7	-0.714	0.0713435614675376	0.5419221997190249
OSD-346	AT2G03340		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT4G26640		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT4G04450		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT4G01550		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT4G31800		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT1G25340		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT1G03840		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT1G70920		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT5G07100		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT1G14687		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT3G09230		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT1G10720		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT5G16820		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT4G17460		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT3G07220		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G26960		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT5G67000		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G38470		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G31460		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G01060		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT5G59990		7	0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G40740		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT5G64060		7	-0.679	0.0937502539598313	0.5419221997190249
OSD-346	AT2G23290		7	0.679	0.0937502539598313	0.5419221997190249
OSD-251	AT1G27730		5	-0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G26790		5	-0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G18270		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G04070		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G24120		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT2G24430		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G65210		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G45580		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT2G47070		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G50570		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT1G25550		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G51990		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G09735		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT2G41690		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G30210		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G39610		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G16820		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT3G22830		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G06960		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT2G01818		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT1G01250		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G08330		5	-0.8	0.10408803866182788	0.652052214764006
OSD-251	AT4G25470		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G03150		5	-0.8	0.10408803866182788	0.652052214764006
OSD-251	AT4G27900		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G08130		5	-0.8	0.10408803866182788	0.652052214764006
OSD-251	AT2G03500		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT5G10030		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT1G77200		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT4G36160		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT1G76420		5	0.8	0.10408803866182788	0.652052214764006
OSD-251	AT4G36620		5	0.8	0.10408803866182788	0.652052214764006
OSD-346	AT5G10140		7	-0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G09600		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G22780		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G16490		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT5G54230		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT5G56930		7	-0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT5G66730		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G73730		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G22830		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G13350		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G51220		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G27785		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G51700		7	-0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G69690		7	-0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G68670		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT4G11660		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT1G32150		7	0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT3G60530		7	-0.643	0.11939237342741094	0.5659198500459278
OSD-346	AT2G36270		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT2G35530		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT2G41835		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT4G30080		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT2G44840		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT1G75080		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT1G67260		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G46590		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT2G24570		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT1G34190		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G14340		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT3G10113		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT3G10800		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G08330		7	-0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT2G18160		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G67300		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G62000		7	0.607	0.1482311614811614	0.6005262439493205
OSD-346	AT5G58850		7	0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT1G21910		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT1G76870		7	0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT1G65910		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT4G36620		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT3G03200		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT1G69780		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT3G27010		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT2G39900		7	-0.571	0.1802019889115274	0.6725649034965667
OSD-346	AT1G32240		7	0.571	0.1802019889115274	0.6725649034965667
OSD-251	AT1G68320		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G68670		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G36060		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G43700		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT3G23220		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G67450		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT4G23550		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G28370		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G63090		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT4G29230		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G76870		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G06850		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT4G36780		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT4G01500		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G02840		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G09540		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G15740		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G11260		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G13910		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G12610		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G13400		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G18450		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G23930		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G25190		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G25390		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G51220		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G28920		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G50640		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT3G48160		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G45300		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G47220		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G59990		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT1G24250		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G42430		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G42590		5	-0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G44840		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT2G45410		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT5G60130		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT3G26620		5	0.7	0.18812040437418728	0.652052214764006
OSD-251	AT3G20310		5	0.7	0.18812040437418728	0.652052214764006
OSD-346	AT1G29860		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT4G24240		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT5G06100		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT2G30590		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT5G15830		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G42860		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT1G13300		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT2G04038		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G09735		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT1G80840		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G58630		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G61120		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G61250		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT1G62300		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT1G33240		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT3G62420		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT4G31550		7	-0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT4G26030		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT4G24020		7	0.536	0.21521745567801273	0.6987196848724523
OSD-346	AT4G34590		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT3G26790		7	-0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT3G24120		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT5G05790		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT4G18770		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT3G60580		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT1G13400		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT5G06839		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT3G01530		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT1G19040		7	-0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT1G24250		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT2G22430		7	-0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT5G48670		7	-0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT1G68320		7	0.5	0.2531699951003227	0.7453576253264158
OSD-346	AT2G21900		7	-0.5	0.2531699951003227	0.7453576253264158
OSD-251	AT4G24470		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G02230		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G28110		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G28140		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G07680		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G38000		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G37790		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G06950		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G05550		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G04390		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G06180		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G06280		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G53230		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G38620		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G04880		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G31060		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G14687		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G13180		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G34670		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G44830		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G67190		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G66700		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G65130		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G64060		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G63260		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G26960		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G61600		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G60850		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G25340		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G56110		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G54230		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G22810		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G47370		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G21910		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G46590		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G43840		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G19210		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G39820		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G16490		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G25475		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G12630		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT5G10280		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G18450		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G70920		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G04030		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G15270		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G04060		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G18350		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G06740		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G78700		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G63030		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G18380		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G23210		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G33810		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G00730		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G10500		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G03660		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G55370		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G30340		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G12130		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G21890		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G12730		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G01940		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G21175		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G60580		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G75490		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G18990		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G18400		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G76110		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G11020		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G03200		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G58630		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G18060		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G71450		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G41835		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G01060		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G45150		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G72010		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G02080		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G45680		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G02820		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G72360		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G69010		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G79580		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G23240		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G50260		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G28920		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G02940		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT2G15660		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G74370		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G02150		5	-0.6	0.28475697986529375	0.652052214764006
OSD-251	AT1G79180		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G01530		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT4G17785		5	0.6	0.28475697986529375	0.652052214764006
OSD-251	AT3G24050		5	0.6	0.28475697986529375	0.652052214764006
OSD-346	AT4G12670		7	-0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT5G14960		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT5G16600		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT4G32730	MYB3R1	7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT1G01720		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT5G11260		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT5G10280		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT4G05100		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT2G30250		7	-0.464	0.2939341076002517	0.8007170517386167
