accession	TF	name	n_levels	spearman_rho	p	q
OSD-346	AT1G72740		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G72360		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G76890		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G71450		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G67580		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT2G46770	ANAC043	7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G10350		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G38000		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G66370		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G13790		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G47220		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G53170		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G49300		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G04390		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G66300		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G22890		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G31140		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G43840		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G01500		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G22500		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G62165		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G61270		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G03150		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G03790		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G06960		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G10030		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT4G17980		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G38860		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G25475		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT5G18270		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT4G28500		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT4G38910		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G46590		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G15270		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT1G20980		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G57920		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT1G18960		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G13040		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G30340		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G10480		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT1G32870		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G12250		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G38880		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G04070		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G41690		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G15740		7	0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G47070		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT2G43000		7	-0.107	0.8191508555699912	0.926676624200897
OSD-346	AT3G02150		7	0.107	0.8191508555699912	0.926676624200897
OSD-251	AT1G29280		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G05790		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G11440		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G61150		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G07100		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G30650		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G08520		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G08750		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G11280		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G51470		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G10140		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G57920		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G13080		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G31460		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G32460		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G67000		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G30590		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G66940		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G00250		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G01970		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G71696		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G22070		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G24020		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G24240		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G14410		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G26640		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G12670		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G62300		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G30080		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G38880		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G74480		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G32730	MYB3R1	5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G46400		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G74840		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G01680		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G37260		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G01470		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT4G01250		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G31140		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G75390		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G50060		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G25580	SOG1	5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G17410		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G42860		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G58900		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G49010		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G69780		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G52170		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G04038		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G19000		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G61620		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G66370		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G48670		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G14580		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G30250		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G47390		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G21900		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G17950		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G80840		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G20110		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G41570		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G42520		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT3G46590		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT1G13260		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G46350		5	0.1	0.8728885715695383	0.911341812607844
OSD-251	AT5G44160		5	-0.1	0.8728885715695383	0.911341812607844
OSD-251	AT2G18160		5	-0.1	0.8728885715695383	0.911341812607844
OSD-346	AT3G45150		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT2G24430		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT1G60920		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT2G01940		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT4G29230		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT5G39820		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT5G39610		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT5G38800		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT1G69010		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT1G46264		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT3G49530		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT1G77200		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT5G60130		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT2G44940		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT3G17730		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT3G06740		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT3G04060		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT5G62320		7	0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT2G42430		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT1G23810		7	-0.071	0.8790481931481541	0.9491317620779613
OSD-346	AT3G01470		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT4G14410		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT3G04030		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT3G02990		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT1G04880		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT3G21890		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT2G06200		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT3G18400		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT5G18090		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT3G15170		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT4G37180		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT1G79580		7	0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT5G18450		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-346	AT1G54330		7	-0.036	0.9394082054712856	0.9829569302282326
OSD-251	AT2G45650		5	0.0	1.0	1.0
OSD-346	AT4G25490		7	0.0	1.0	1.0
OSD-346	AT5G67450		7	0.0	1.0	1.0
OSD-346	AT5G62940		7	0.0	1.0	1.0
OSD-346	AT4G25480		7	0.0	1.0	1.0
OSD-346	AT2G46680		7	0.0	1.0	1.0
OSD-251	AT5G38860		5	0.0	1.0	1.0
OSD-251	AT5G62470		5	0.0	1.0	1.0
OSD-251	AT5G66300		5	0.0	1.0	1.0
OSD-346	AT1G69560		7	0.0	1.0	1.0
OSD-251	AT5G18090		5	0.0	1.0	1.0
OSD-346	AT3G26620		7	0.0	1.0	1.0
OSD-251	AT1G69560		5	0.0	1.0	1.0
OSD-251	AT1G63040		5	0.0	1.0	1.0
OSD-251	AT1G32240		5	0.0	1.0	1.0
OSD-346	AT5G13180		7	0.0	1.0	1.0
OSD-346	AT1G65620		7	0.0	1.0	1.0
OSD-346	AT1G12260		7	0.0	1.0	1.0
OSD-251	AT3G07220		5	0.0	1.0	1.0
OSD-251	AT1G28470		5	0.0	1.0	1.0
OSD-251	AT3G15170		5	0.0	1.0	1.0
OSD-346	AT3G11280		7	0.0	1.0	1.0
OSD-251	AT2G23340		5	0.0	1.0	1.0
OSD-346	AT3G52440		7	0.0	1.0	1.0
OSD-346	AT5G50570		7	0.0	1.0	1.0
OSD-251	AT4G01540		5	0.0	1.0	1.0
OSD-346	AT5G52170		7	0.0	1.0	1.0
OSD-251	AT5G08070		5	0.0	1.0	1.0
OSD-346	AT2G28810		7	0.0	1.0	1.0
OSD-346	AT3G61150		7	0.0	1.0	1.0
OSD-251	AT2G22540		5	0.0	1.0	1.0
OSD-346	AT3G10030		7	0.0	1.0	1.0
OSD-346	AT1G12630		7	0.0	1.0	1.0
OSD-346	AT2G33810		7	0.0	1.0	1.0
OSD-346	AT1G12610		7	0.0	1.0	1.0
OSD-251	AT1G34180		5	0.0	1.0	1.0
OSD-346	AT1G36060		7	0.0	1.0	1.0
OSD-251	AT5G13790		5	0.0	1.0	1.0
OSD-251	AT5G62380		5	0.0	1.0	1.0
OSD-251	AT1G32510		5	0.0	1.0	1.0
OSD-251	AT5G40330		5	0.0	1.0	1.0
