Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT1G66160	1.6975	1.2336	1.8416	1.4689	1.7006	0.7366	1.3239	0.0989	0.1192	-0.3665	-0.3348	-0.4813	-0.2597	-0.7876	0.0059	-0.0151	2.2936	2.3292	0.5448	0.498	0.2728	0.1007	-0.3157	-0.3212	-0.1726	-0.0172	0.1902	0.2711
AT1G66180	-0.1939	-0.2422	-0.1463	-0.2761	0.7959	0.8333	-0.4827	0.1909	0.2692	-0.0211	-0.1991	-1.3629	-1.0943	-0.5271	-1.3304	-0.8914	1.3253	1.7188	-0.3523	-0.4251	-0.1524	-0.5567	-0.7962	-1.0302	-0.3744	-0.2447	0.1676	0.2912
AT1G66190	-0.1573	-0.2022	-0.0083	-0.1585	-0.4714	0.1224	-0.0536	-0.2831	0.1671	0.0901	0.0499	0.8192	0.4508	0.1786	-0.0197	0.3397	-0.2538	-0.5013	-0.1786	-0.0444	0.0595	-0.357	-0.6067	-0.319	-0.1408	0.0369	-0.1658	-0.2671
AT1G66200	0.5024	0.7574	0.6198	1.0438	-0.2228	0.0426	-0.2214	-0.1396	0.4536	0.9219	0.7807	0.7483	0.6574	0.661	0.7395	1.033	-0.2297	-0.4731	-0.3784	-0.5647	-0.3323	-0.1875	0.3156	0.383	0.3892	0.1524	0.4428	0.1654
AT1G66230	0.2681	0.8979	0.499	0.9617	0.0417	0.1804	-0.6341	-0.5423	-0.4134	0.1641	-0.2981	-0.503	-0.7299	-0.9127	-0.0272	-0.1936	0.3644	0.2154	-0.8468	-0.1831	0.4789	-0.1525	-0.4076	-0.1895	0.4459	0.2153	0.1175	-0.2979
AT1G66240	0.1019	-0.3129	0.2423	-0.3204	0.1325	-0.1996	0.2403	-0.1458	0.4029	-0.268	0.3782	1.3469	0.6143	0.2186	0.6717	0.1987	0.117	-0.2364	-0.0409	0.2405	-0.0838	-0.1163	-0.0173	0.0901	0.0159	0.1167	0.4108	0.4215
AT1G66250	-0.0996	0.4757	-0.1277	0.1257	-0.7991	-0.0065	-0.3014	-0.7236	-0.2128	0.0862	-0.2514	-0.4127	0.181	0.5251	0.2267	0.1267	-0.4233	-0.7999	-0.6555	-0.6377	-0.7267	-0.568	-0.4646	-0.4072	0.236	-0.0552	-0.3317	-0.089
AT1G66260	0.5444	0.3244	0.7438	0.5189	0.3275	0.2113	0.4697	-0.1432	0.4453	0.1475	0.2747	0.6458	0.2038	0.0743	0.0228	0.0526	0.4084	0.383	0.1223	0.1068	0.0002	0.0558	0.005	-0.1369	-0.009	-0.0283	-0.1191	0.0775
AT1G66270	-0.5031	0.1133	0.0313	-0.069	-0.4228	0.1822	-0.3655	-0.0089	-0.4145	-0.1771	0.1689	-0.6676	-0.125	0.2005	-0.0464	-0.2411	-0.2461	0.1035	0.3951	0.296	0.1426	0.0182	-0.1714	-0.3046	-0.2812	-0.6424	-1.12	-0.5243
AT1G66280	0.4208	0.9277	0.7666	0.8406	-0.1667	0.323	-0.1244	-0.1028	-0.5391	-0.2154	0.109	-0.8086	-0.0623	0.1175	-0.0308	-0.1741	-0.1487	0.1603	0.2926	0.0707	0.2054	-0.1313	0.2932	0.1284	-0.0808	-0.153	-0.2005	-0.1299
AT1G66330	0.1357	0.4394	-0.0109	0.3287	-0.262	-0.0905	0.6104	-0.1474	-0.3865	0.1865	0.5076	0.3114	-0.0948	-0.4007	-0.0198	0.0989	-0.6662	-0.5534	0.151	0.4681	0.3715	-0.0774	-0.007	-0.2264	0.2689	0.1164	-0.2132	-0.2655
AT1G66340	-0.4726	-0.116	-0.3564	-0.1744	0.1585	0.2006	0.4251	0.1646	-0.2384	-0.1986	-0.3641	-1.5535	-0.6272	-0.4892	-0.558	-0.2778	0.187	0.1787	0.4266	0.4599	-0.0153	0.1298	0.0026	-0.0734	-0.1273	0.0963	0.3444	0.384
AT1G66345	-0.1151	0.1392	-0.3054	-0.2639	-0.4672	0.2488	0.1559	-0.2151	0.1399	0.1029	0.4971	-1.208	0.0149	0.6739	0.0031	0.0212	0.0625	0.0561	-0.1135	0.0641	-0.1751	0.1495	-0.2134	0.0234	0.0775	-0.1805	-0.1522	-0.4062
AT1G66350	-0.6975	-0.3327	-0.7828	-0.7505	-1.2091	-0.2863	0.8139	-0.2388	0.4373	-0.4997	0.6981	0.5196	0.82	0.6892	0.3081	0.4768	-0.2407	-0.622	0.6291	0.4696	-0.8586	-0.2722	-0.446	-0.14	-0.5685	-0.4077	-0.0771	-0.5944
AT1G66400	1.8464	2.1065	1.3525	1.6142	-0.0419	-0.3537	0.4343	0.2135	0.6641	0.1462	0.6417	0.7245	0.0927	0.975	1.2797	0.7503	0.6181	0.9104	0.0342	0.2312	0.0129	-0.0151	0.0001	-0.2921	-0.013	-0.0192	0.4925	-0.0426
AT1G66410	0.0362	-0.0598	0.1514	0.01	-0.3534	-0.1434	-0.0823	-0.2778	0.1635	-0.0338	0.203	1.5283	0.3571	0.4373	0.7869	0.5561	-0.0948	-0.0503	0.1703	0.1919	-0.1119	-0.003	0.1703	0.2017	-0.0121	0.1086	0.0893	0.4306
AT1G66430	-0.3494	-0.2186	-0.2734	-0.3164	-0.5714	-0.1397	-0.4706	-0.5367	0.1653	0.2215	-0.0036	-0.4776	-0.0452	0.1728	0.3623	0.393	-0.0607	-0.2855	-0.1334	-0.2361	-0.2898	-0.1506	-0.2311	-0.118	0.108	0.0503	0.0081	0.1492
AT1G66450	-0.4735	-0.3004	-0.1825	-0.3712	-0.5144	-0.2373	0.0937	-0.0657	0.3399	-0.1816	-0.5051	-0.495	-0.15	-0.5641	0.0034	0.0909	-0.0106	0.1717	-0.4111	0.3995	-0.0517	-0.0082	0.1194	0.535	-0.0235	0.0716	0.2908	0.3442
AT1G66470	-0.3351	0.0169	0.0085	-0.5097	-0.5825	-0.1596	-0.0346	-0.2059	-0.5962	-0.2723	-0.182	-0.0306	0.106	-0.2038	0.1734	-0.1033	-0.661	-0.717	0.868	0.6095	0.3782	0.3768	0.1077	0.0355	-0.022	-0.0257	-0.6463	-0.2656
AT1G66480	0.0244	0.2437	0.3052	0.1921	-0.3238	0.2203	0.3681	-0.4493	-0.0386	-0.3377	0.0946	1.493	0.5659	0.202	0.7079	0.233	0.1866	0.1237	0.2687	0.5933	0.0804	0.1718	-0.3128	-0.0718	0.0486	0.3463	0.65	0.456
AT1G66500	0.9304	1.411	1.0407	0.8663	-0.0185	-0.1346	1.2044	-0.0334	0.1857	-0.7019	-0.5932	-0.6315	-0.0276	-0.6765	0.4359	-0.217	1.565	1.1661	0.4101	0.6067	0.3072	-0.1101	0.2218	0.1257	0.3091	0.7703	0.5821	0.4015
AT1G66510	-0.0048	0.3318	0.375	0.5101	0.0071	0.0942	0.6183	0.5132	0.5446	0.2397	0.11	-0.2248	-0.0471	-0.0895	0.0089	0.1584	0.0048	-0.0936	0.1489	0.3258	0.0635	0.0917	0.1747	-0.0328	0.0613	0.0211	-0.2409	-0.3053
AT1G66520	0.7783	0.5011	0.494	0.516	0.1965	-0.0282	0.1811	-0.0735	0.6437	0.8068	0.3733	0.4263	-0.0046	0.164	0.4688	0.4069	-0.1156	-0.3772	-0.3411	-0.3389	-0.2831	-0.262	0.1272	-0.0831	-0.1268	0.1249	-0.2435	-0.508
AT1G66530	0.1047	0.269	0.056	0.1449	-0.1938	-0.02	0.0338	-0.2753	0.3938	0.5462	-0.0463	-0.3361	-0.0138	0.0089	0.0779	-0.0007	-0.2763	-0.5441	-0.0554	-0.3107	-0.0996	0.0862	-0.0354	0.1037	-0.0178	0.0023	-0.2125	-0.1435
AT1G66540	-0.9455	-0.4914	-1.214	-0.5893	-1.0427	-1.1596	1.3317	-0.7358	-0.8587	-1.2125	0.3709	-0.4823	0.0185	-0.5027	-0.2109	-0.7227	-1.2292	-1.5293	1.1589	1.4972	0.7625	0.4932	0.3423	0.0976	0.3675	0.5151	-0.0762	0.1234
AT1G66580	0.4806	0.5701	0.6729	0.6133	0.231	0.2744	0.7479	0.4225	0.4362	0.5479	0.2786	0.7585	0.1097	0.2942	0.5716	0.4513	0.0165	-0.1293	0.1793	0.2797	0.1468	0.3757	0.0908	0.2445	0.0089	0.0774	0.1221	0.0035
AT1G66590	0.0115	0.3049	-0.1296	0.1894	0.4951	0.2797	0.6637	0.7228	0.9961	0.3241	0.4169	0.8248	0.4814	0.2681	0.9824	0.6905	0.2342	0.3188	0.4643	0.6106	0.0564	0.0638	-0.2581	0.1822	0.013	0.2003	0.772	1.0336
AT1G66620	0.3688	-0.0586	0.3878	0.5401	-0.4317	0.0335	-0.2667	0.0679	0.8426	0.7926	0.867	1.1045	0.9242	1.0789	1.1303	1.3768	-0.4411	-0.2502	0.0357	-0.1449	-0.0727	0.2275	-0.0969	0.3053	-0.0065	0.2278	0.2446	0.7308
AT1G66660	0.0657	0.1091	0.0594	-0.1229	0.4974	0.117	0.3054	0.0712	0.1975	-0.1164	-0.5997	0.5936	-0.2157	-0.1795	-0.0018	-0.0154	0.1972	-0.024	0.3854	0.3064	-0.1004	0.1906	-0.2546	-0.2222	-0.0298	0.0355	0.1652	0.4059
AT1G66670	-0.3064	-0.3248	-0.3529	-0.2877	-0.4468	-0.5604	-0.2129	-0.5227	0.2294	0.1912	-0.0689	-0.0972	-0.0242	-0.0572	-0.0388	0.1893	-0.1172	-0.2949	-0.1574	-0.0722	-0.2182	-0.1468	-0.1245	-0.1064	-0.1622	0.0264	-0.082	-0.0385
AT1G66680	-0.2499	-0.1946	-0.0405	-0.2563	0.1219	0.2771	0.2355	0.2424	0.2401	0.0504	-0.0951	-0.3236	-0.4126	-0.2636	-0.1993	-0.1331	0.2868	0.2303	0.4778	0.3586	0.0788	0.0699	-0.1483	0.0055	0.002	-0.1058	0.0857	0.1614
AT1G66725	-0.4451	0.1766	-0.4712	-0.1973	-0.7952	-1.1506	1.4093	-0.867	-1.598	-0.8844	-0.2011	1.0476	0.3006	-0.325	0.6632	-0.1267	-0.9429	-0.868	1.1378	1.372	1.0574	0.3437	0.1305	0.3624	-0.1716	0.0565	0.3501	0.3578
AT1G66730	-0.341	-0.1459	-0.0513	-0.3055	0.2354	0.5101	0.115	0.426	0.02	0.1119	-0.669	-2.2474	-1.0813	-0.9371	-0.5101	-0.5249	-0.0759	-0.2022	0.3294	0.2095	-0.05	0.2443	0.1911	-0.2953	0.1511	0.1091	-0.3701	-0.1973
AT1G66740	-0.0775	-0.0737	-0.1437	0.1626	0.1404	0.4644	0.2031	0.0776	0.0229	0.2874	-0.0702	0.4825	-0.2964	0.1584	0.2185	0.1983	0.1111	-0.2444	0.0307	0.4873	-0.0821	0.1505	-0.4537	-0.0455	-0.2698	0.2427	-0.0595	0.0076
AT1G66750	-0.1697	-0.2497	-0.4896	-0.0425	-0.2284	-0.0074	0.2858	0.1498	0.1789	0.1552	-0.0662	-0.8984	-0.284	-0.0039	0.0437	-0.2463	0.1246	-0.1236	0.141	0.3813	0.0818	0.3297	0.4045	0.1276	-0.0449	0.0166	0.2138	0.224
AT1G66760	-0.0454	0.1705	0.0129	-0.3204	0.807	1.3206	0.9441	1.0163	-0.6155	-0.3346	-0.7052	-1.3343	-0.9595	-0.7806	-0.1167	-1.2078	0.8745	1.3131	0.3685	0.2478	0.8082	0.0776	-0.2545	-0.5585	-0.3864	-0.5003	-0.2904	-0.1733
AT1G66800	0.8466	1.4448	1.2514	1.5094	0.4291	1.2385	0.0439	0.4292	-0.1876	0.0863	0.8173	0.6335	1.8272	1.411	1.0428	0.9537	0.4404	0.6676	0.0942	0.1214	1.1093	0.4939	1.354	0.6824	0.5113	0.5804	0.3313	0.9433
AT1G66810	-0.3401	0.1648	-0.2923	-0.3182	-0.4014	0.2488	-0.5582	-0.1496	0.072	0.1574	-0.0096	-0.1037	-0.2688	0.0525	0.4561	0.3566	-0.0028	-0.1775	0.5707	-0.3932	-0.0827	0.1489	0.01	-0.2139	0.3874	0.0078	0.08	0.5221
AT1G66820	0.2979	-0.1865	0.0996	-0.1817	-0.2133	-0.3859	0.1777	-0.3229	-0.0393	0.2184	1.0979	1.8006	1.8987	1.3116	0.7581	0.3353	-0.1985	-0.5201	0.0742	-0.2195	0.0659	0.0163	0.2415	0.2455	-0.1687	0.0658	-0.2178	-0.2545
AT1G66840	-0.5803	0.1309	-0.8286	-0.2735	-1.1737	-0.6303	0.3771	-0.6257	-1.2926	-0.0974	0.195	0.046	0.2078	0.2597	-0.0754	0.1289	-1.0165	-1.4568	0.0264	0.2118	0.3742	-0.0168	0.3855	0.1499	-0.1325	-0.1208	-0.3083	-0.1931
AT1G66880	0.1657	0.7758	0.4324	0.5898	-0.0341	0.3382	0.6152	0.1259	0.2421	0.174	0.2776	-0.0948	0.2719	0.165	1.4957	1.0629	0.3149	0.2715	0.1388	0.2266	-0.2302	0.1715	0.0858	0.2078	-0.011	0.287	2.0347	2.4625
AT1G66890	-0.2392	-0.2622	0.0073	-0.575	-0.0027	-0.2941	-0.0965	-0.0715	-0.356	-0.2629	0.4942	0.8961	0.5851	0.6035	0.4836	0.0272	0.1916	-0.2003	-0.0828	-0.1918	-0.3526	-0.1181	-0.1288	-0.1803	-0.0198	0.0471	-0.2087	-0.3175
AT1G66900	0.2707	0.2437	0.1641	0.4591	0.3253	0.3291	-0.0247	-0.051	0.1683	0.2417	0.2163	0.1597	0.0663	0.0039	0.234	0.2405	0.2128	0.314	-0.011	-0.1311	0.1039	0.1204	0.2278	-0.128	0.0274	0.2004	0.1667	0.5573
AT1G66910	-0.2684	0.0047	-0.097	0.0503	0.0597	-0.1922	0.4804	0.2499	-0.5892	-0.778	0.1197	-1.4669	0.1695	0.0571	-0.1799	0.0513	0.0594	0.1144	-0.0407	-0.516	0.2435	0.0667	0.0623	0.3032	0.0022	0.0499	0.3682	0.4066
AT1G66920	1.4774	1.8583	1.2173	1.6675	0.6703	-0.1068	1.6049	0.39	-0.1436	-0.2821	0.5637	-0.0589	0.229	0.8594	1.3298	0.6623	0.2279	0.208	0.7273	0.8062	0.7191	0.3061	-0.0548	0.0475	0.055	0.6744	1.9633	2.1163
AT1G66930	0.2177	0.0324	0.5803	0.7167	-0.2916	-0.261	-0.8087	-0.5289	0.1505	0.1056	-0.918	-1.1981	-1.006	-0.4957	-1.3434	-0.7057	0.1468	-0.1606	0.2717	0.5526	-0.3934	-0.3378	-0.1064	-0.4268	0.186	0.3541	-0.3724	0.1766
AT1G66940	-0.8618	-0.5024	-0.5894	-0.5084	-0.7398	-0.3555	-0.8253	-0.5869	0.6372	0.0414	-0.1391	-1.8786	-0.9584	-0.5689	-1.7045	0.0094	0.2081	-0.2654	0.2616	0.1463	-0.2827	-0.6422	-0.217	-0.2757	0.2532	0.4603	0.1864	0.4597
AT1G66970	0.0595	0.3696	0.0412	0.3002	0.2639	0.4161	0.2972	0.1499	0.0106	0.2318	0.6315	-0.9849	0.5829	0.5087	0.9875	1.0742	0.0492	0.1372	-0.1851	-0.4123	-0.2714	-0.5735	0.2094	0.0112	0.1597	0.3676	0.7899	1.3067
AT1G66980	0.411	0.432	0.0756	0.2773	-0.2814	-0.0825	0.222	-0.1399	0.0949	0.1393	0.677	-1.9076	0.3513	0.5311	0.7008	0.5249	-0.547	-0.7744	-0.1431	-0.0925	-0.0796	-0.0002	0.3786	0.3038	0.1394	0.4441	0.3966	0.7765
AT1G67030	-0.5827	-0.3012	-0.8981	-0.7051	-0.3816	-0.1357	0.6782	0.0644	-0.845	-0.6737	0.0843	-0.5174	0.0712	-0.3251	0.1461	-0.1866	-0.6947	-1.0765	0.6636	0.8369	0.4227	0.5067	-0.1639	0.2595	-0.2698	-0.1015	-0.2193	0.0489
AT1G67035	-0.3593	-0.0542	-0.259	0.2088	-0.7058	-0.3517	-1.3247	-0.9689	-1.4058	-1.2869	-0.559	-0.619	0.6362	0.4466	0.4784	0.6485	-0.3735	-0.9805	-1.1246	-0.8317	-1.3496	-1.7717	-0.5677	-0.6635	-0.09	-0.2717	-0.5959	-0.6322
AT1G67040	0.3579	0.5601	0.1764	0.2373	-0.5011	0.0796	-0.1001	-0.2272	0.4004	0.6307	0.0706	-1.0164	0.0681	0.4371	-0.0047	0.0496	-0.4631	-0.6378	-0.4954	-0.4009	-0.101	-0.2619	-0.0715	-0.3665	-0.346	-0.2405	-0.732	-0.8361
AT1G67050	0.4428	0.8021	0.4727	0.8393	0.205	0.6419	-0.2758	0.9801	0.8466	1.0457	0.8479	0.8994	0.3889	0.4969	0.4343	0.6183	0.0492	0.066	-0.2258	-0.1981	0.1825	0.16	-0.1343	-0.1364	0.1695	0.0453	0.4538	0.7005
AT1G67060	0.1906	0.3236	0.6896	0.6429	0.5215	0.7783	0.4377	0.202	0.4062	0.3412	0.0292	0.1814	0.0425	0.0144	0.455	-0.0481	0.9741	0.7346	-0.0719	0.2474	-0.0433	0.2376	-0.3101	-0.0671	0.2058	0.1743	0.2864	0.3115
AT1G67070	0.4134	0.5696	0.6162	0.6833	0.7812	0.1589	1.5153	0.4509	-0.8028	-0.2876	-0.4896	-0.8312	-0.3376	-0.2042	-0.5241	-0.521	0.205	0.5886	0.8212	1.094	0.8089	0.218	0.5522	0.3374	0.3391	-0.2772	0.2132	-0.1077
AT1G67080	0.2031	0.2701	0.0626	-0.1021	-0.2304	0.2219	0.0717	-0.0085	0.3557	0.3277	0.5008	0.4427	0.4142	0.3384	0.7114	0.4653	0.1113	-0.3856	-0.3324	-0.1711	0.0948	0.0945	0.1115	-0.0392	0.1029	0.3315	0.1698	-0.0679
AT1G67090	-0.2575	-0.4582	-0.3407	-0.4045	-0.0977	-0.4788	-0.2156	-0.3567	-0.1804	-0.1091	-0.3458	0.089	0.0698	-0.1747	-0.0986	-0.0283	-0.1332	0.2778	-0.0637	-0.1286	0.3918	-0.2038	0.2066	-0.3515	-0.0833	-0.1563	-0.1401	0.038
AT1G67105	0.7716	1.1898	-0.0167	1.3174	0.4242	1.9283	0.035	2.148	0.5399	1.2094	0.9466	1.736	1.277	1.8556	1.5825	1.9015	0.6121	0.6483	0.562	0.8265	1.0563	0.3721	-0.0045	0.1966	0.0935	0.2523	0.6295	0.5497
AT1G67110	1.5944	1.7381	1.7129	2.0106	-1.6231	0.1648	-1.5172	-1.6404	0.1313	0.6164	0.6695	0.0803	0.7642	0.8568	0.1651	0.9891	-0.0874	-0.4139	-0.5536	-0.5436	-1.0264	-0.0765	0.0675	0.5936	1.0084	0.698	0.3876	0.441
AT1G67120	1.1032	1.2765	1.1532	1.2311	0.3533	0.5215	0.1244	0.2242	1.2643	1.5213	-0.4454	-0.5835	-1.3856	-0.5051	0.4301	0.7847	-0.1007	-0.2524	-0.3486	-0.2618	0.2235	0.3771	0.1362	0.217	-0.1316	0.1009	0.5961	0.3142
AT1G67140	-0.1221	0.2308	0.0196	0.0351	0.0102	0.1881	-0.0381	-0.1372	0.2345	0.1502	-0.4472	-1.4168	-0.8557	-0.4616	-0.3619	-0.2997	-0.1371	-0.18	0.0626	0.016	-0.2898	-0.0138	0.06	0.1608	0.0248	0.0832	-0.158	0.0251
AT1G67170	-0.1769	-0.3076	-0.4616	-0.0987	-0.4169	-0.2413	0.3552	0.0411	-0.2782	-0.1752	-0.2227	-0.2809	-0.2762	-0.1957	0.0689	0.1872	-0.0659	-0.4966	0.4112	0.3347	-0.0519	-0.1094	-0.0425	0.0232	-0.1224	-0.0598	0.2934	0.1142
AT1G67180	0.1374	0.2776	0.0897	0.1708	-0.5227	-0.0556	-0.9524	-1.0528	0.2162	0.6778	0.4272	0.104	0.3575	0.3564	0.1154	0.3789	-0.0806	-0.3085	-0.4284	-0.3324	-0.263	-0.0594	0.1593	-0.0593	-0.2174	0.2754	-0.064	0.5079
AT1G67190	-0.3871	0.2552	0.0941	0.1754	0.2293	0.183	0.2724	0.0661	0.2207	-0.0811	-0.2902	-0.4824	-0.0714	0.2383	0.1323	0.1023	0.1416	0.1556	-0.0113	0.0962	-0.151	-0.062	0.2749	0.2311	0.1072	0.189	0.1841	0.4166
AT1G67195	0.5603	0.2196	0.5509	0.2151	0.2149	0.4867	0.6814	-0.2522	0.6938	-0.008	0.3588	0.5232	0.6334	0.0368	0.9011	0.4647	-0.0577	0.1743	-0.244	0.3965	0.2313	0.1934	0.4006	0.3874	0.0173	-0.1177	0.1753	0.2533
AT1G67210	0.1008	0.1868	0.1233	0.0062	-0.3189	-0.211	0.1958	-0.1272	0.3423	0.4667	0.1686	-0.0653	0.1113	0.2589	0.2779	0.1246	-0.3426	-0.4117	0.0794	0.8025	0.3422	0.1521	0.6313	0.3053	0.2113	0.3332	-0.2469	0.5853
AT1G67230	-0.2925	-0.0698	-0.1943	-0.1643	-0.1574	0.1806	-0.2268	-0.0324	-0.3644	-0.4092	-0.7703	-0.0529	-1.0395	-0.7192	-1.1893	-0.6243	0.1101	0.099	-0.2088	-0.1804	-0.2581	-0.3258	-0.3611	-0.3374	-0.3342	-0.3582	-0.4478	-0.3065
AT1G67250	-0.022	-0.3868	0.054	-0.0641	-0.197	-0.3161	-0.1386	-0.3519	0.4311	0.1769	0.4135	1.6534	0.5933	0.2742	0.7387	0.6011	0.1278	-0.0774	0.1661	0.2576	-0.0719	0.1681	0.0586	0.3276	0.1964	0.2319	0.537	0.49
AT1G67280	-0.4467	-0.5818	-0.3759	-0.5164	-0.0918	-0.0957	-0.1883	-0.1348	-0.0382	-0.1315	-0.2449	-0.7942	-0.0392	-0.1825	0.0639	-0.0087	0.0801	0.0781	-0.2327	-0.3057	-0.147	-0.2124	-0.1225	-0.1764	-0.0931	-0.0214	-0.2563	-0.1209
AT1G67300	-0.7103	-0.5994	-0.3691	-0.8105	-0.2762	-0.0245	-0.0105	-0.1418	-0.4622	-0.6349	-0.6248	-1.2782	-0.1804	-0.6148	0.2162	-0.4542	-0.0434	-0.3018	0.2985	0.0902	-0.1999	-0.3181	0.1773	-0.1409	0.1192	0.1982	0.0168	0.3062
AT1G67310	0.0331	0.1238	0.1331	-0.0059	0.7019	0.6217	0.2379	0.5133	0.0751	0.0211	-0.5677	-1.7761	-0.7541	-0.5671	-0.3598	-0.2907	0.6969	0.7839	0.0596	0.0762	0.0067	-0.0894	-0.0589	-0.1995	-0.1453	-0.1849	-0.0538	0.0307
AT1G67320	0.9195	0.7899	0.8535	1.038	-0.0181	0.1269	-0.3243	-0.6157	0.4938	1.0448	0.7688	0.9129	0.2876	0.8505	0.9825	1.0347	-0.4384	-0.5152	-0.3628	-0.4795	-0.0119	0.3102	-0.1818	-0.1302	-0.3235	-0.1539	-0.208	0.2509
AT1G67325	-0.5079	-0.6443	-0.1858	-0.6597	0.1348	-0.1412	-0.0067	0.0135	0.0819	-0.1288	-0.4748	-0.1214	-0.6702	-0.8081	-1.1208	-0.7449	0.252	0.144	0.1946	0.2736	0.0488	-0.046	-0.1418	-0.0489	-0.2098	-0.225	-0.1257	-0.2111
AT1G67328	-0.3931	-0.3732	0.5282	-0.0883	0.1024	0.0863	0.3506	-0.2335	-0.0245	-0.1134	0.4405	-3.0955	0.2532	0.738	-0.2847	-0.0274	0.4674	0.1773	-0.2689	0.6899	-0.4481	0.4979	-0.6742	0.0787	0.0797	0.0185	-0.2759	-0.0218
AT1G67330	-1.9867	-0.8793	-3.5862	-1.0635	-0.5628	0.1006	-2.6762	0.0292	-0.8538	-0.5462	-0.9551	0.6768	-1.1011	-1.6405	-0.8197	-0.7713	-3.2524	0.2548	1.0909	-3.2524	0.7113	-0.6663	0.8067	0.099	0.3886	-0.3171	-0.7868	0.3086
AT1G67340	-0.0238	0.1712	0.1557	0.0672	0.0948	0.3213	-0.0383	0.4945	0.0186	0.3708	-0.0472	0.0136	0.2426	-0.08	0.1728	0.0776	-0.0003	-0.1537	-0.1607	-0.0137	0.0607	0.2319	-0.0585	0.0352	0.0482	0.3174	0.4114	0.0163
AT1G67350	0.0485	-0.0684	0.2095	0.1201	-0.0345	0.1201	0.2835	-0.0256	0.3804	0.1095	0.3997	0.9939	0.3475	0.1914	0.5754	0.4486	0.0195	-0.0646	0.0653	0.1388	-0.2019	-0.0633	-0.1269	0.0648	0.0204	0.106	0.1305	0.0317
AT1G67360	1.3299	1.5925	1.5291	1.6118	-0.4645	-0.1085	0.2695	0.4169	0.1003	0.477	0.8254	1.4613	1.484	1.3482	2.0737	1.3917	-0.7602	-0.8335	-0.2638	-0.1516	0.2292	0.1297	0.5304	0.4506	0.2201	0.1521	-0.1032	0.6953
AT1G67365	-0.0676	-0.3065	-0.4498	-0.3505	-0.178	-0.3318	-0.0786	0.2757	0.1963	-0.3565	0.2474	0.3887	0.2288	-0.0783	0.5351	0.3508	0.3476	0.5805	-0.2483	0.4068	0.3553	-0.2004	-0.3726	-0.2349	-0.3158	-0.3097	-0.0893	-0.327
AT1G67400	-0.4222	-0.2623	-0.1423	-0.0877	0.1076	0.2761	-0.5103	-0.2338	0.5901	0.3222	-0.0671	-0.5616	-0.2136	-0.5943	-0.2831	-0.0962	0.6035	0.3572	-0.1025	-0.3044	-0.5471	0.008	-0.2374	-0.847	0.119	0.2834	-0.0337	-0.0966
AT1G67410	0.1491	0.1222	0.1421	0.1026	0.0833	0.1944	0.0428	0.0206	0.1931	-0.127	0.2299	-0.7681	-0.2435	0.0664	0.1039	0.0383	0.0182	0.1298	-0.0773	-0.0132	-0.2295	-0.0973	0.0623	0.0459	0.1246	-0.154	0.0608	-0.0054
AT1G67420	-0.4928	0.0515	-0.3277	0.0567	-0.4254	-0.2531	0.0037	0.0244	-0.0368	-0.1685	0.0174	-1.1729	-0.5693	-0.3068	-0.2713	-0.1554	-0.1642	-0.464	0.0175	0.0402	-0.2227	0.144	0.0113	-0.2069	0.0583	0.0616	-0.2083	-0.271
AT1G67430	0.269	0.03	0.3415	0.1664	-0.0519	-0.1954	-0.1086	-0.2802	0.3748	0.3344	0.1336	1.3932	0.1158	0.2457	0.3232	0.4146	-0.085	-0.3456	-0.0991	0.0727	-0.166	0.0812	-0.1082	0.0335	-0.095	0.0735	-0.1643	-0.3142
AT1G67440	0.1669	0.073	0.1584	0.1743	-0.0589	-0.3595	0.0534	0.1342	0.4284	0.0998	0.5166	0.5885	0.0738	0.2981	0.1791	-0.1203	-0.2023	-0.0391	-0.2426	-0.1585	0.1185	-0.2108	0.0562	0.2985	-0.0352	-0.1513	-0.1397	-0.0078
AT1G67470	0.5791	0.541	0.7371	0.9665	0.0036	0.0241	0.4782	-0.3445	-0.578	-0.9883	-0.3037	-0.3938	0.0924	-0.0466	0.1805	-0.1653	1.721	1.7032	0.0326	0.4406	-0.2138	0.3408	0.045	0.1829	0.3112	0.3661	0.2869	0.839
AT1G67480	-0.2446	-0.2738	-0.1461	-0.401	0.1383	0.0228	0.4602	0.1615	-0.0767	-0.2161	-0.1451	-0.6576	-0.2975	-0.2416	-0.6996	-0.527	0.2565	0.3526	0.2977	0.1404	0.3144	0.0456	-0.0299	0.1242	-0.0992	-0.0733	-0.0939	-0.1692
AT1G67490	-0.1649	-0.2156	-0.1211	-0.3048	-0.2209	-0.1105	0.0509	-0.3198	0.0846	-0.1674	-0.2093	-1.5087	-0.4335	-0.2504	-0.2645	-0.0752	-0.3037	-0.2885	0.1057	-0.0416	-0.3978	-0.1783	0.1518	-0.0098	0.0128	-0.0433	0.2386	0.4454
AT1G67500	-0.435	-0.1446	-0.0871	-0.2133	0.1138	0.2167	0.2507	0.1261	0.225	0.2129	-0.735	-1.6366	-1.225	-0.6451	-0.4625	-0.4084	-0.0346	-0.0563	0.1479	0.5242	0.0128	0.36	0.4719	0.3069	0.349	0.3883	0.5038	0.5384
