Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT2G41300	-0.1281	-0.0421	-0.0448	0.2526	-0.4753	-0.0594	0.1223	-0.0986	-0.0232	0.198	0.497	0.6326	0.2607	-0.1395	0.3269	0.4383	-0.2769	0.0483	0.3936	-0.063	-0.5406	0.1804	-0.5981	0.0795	0.076	0.0362	0.4307	-0.0458
AT2G41310	-0.5968	-0.1263	-0.4518	-0.352	-0.7693	-0.1811	0.1704	-0.2377	-0.2077	-0.0957	0.1261	-0.0608	0.0555	0.3275	0.6287	0.3607	-0.3002	-0.4681	-0.2692	-0.044	0.0714	-0.2617	0.1084	-0.0405	0.0214	-0.0919	0.0163	-0.2951
AT2G41312	0.6182	0.7907	0.3066	0.5535	-0.4874	-0.5905	-0.4857	-0.7596	-1.2566	-0.4677	0.5444	1.3619	0.9008	1.3475	0.9721	1.0636	-0.8456	-0.5379	-0.1592	-0.0019	0.1243	-0.2375	0.5392	-0.1554	0.2786	0.3502	-0.2822	0.214
AT2G41330	0.1101	0.4276	0.2292	0.4318	-0.108	0.2534	1.0495	-0.264	-0.3114	0.0392	0.6569	0.576	0.4881	0.5548	0.4343	0.4372	-0.6389	-0.3395	-0.3732	-0.186	0.0483	-0.1969	-0.6691	-0.2194	0.1517	-0.0169	-0.6288	-0.176
AT2G41340	-0.2591	-0.4291	-0.0885	-0.53	-0.0201	0.0946	0.0017	0.4203	-0.1329	-0.3349	-0.4676	-0.5598	-0.4602	-0.6719	-0.1468	-0.5193	-0.0333	-0.2678	0.1099	-0.2061	-0.2067	0.0918	-0.5501	-0.3197	-0.4745	0.3098	-0.4884	-1.2849
AT2G41350	-0.0079	-0.0282	0.0258	-0.0936	-0.2726	-0.229	0.0088	-0.2351	-0.0177	-0.1448	0.5416	0.2797	0.3218	0.3848	0.4118	0.0623	-0.154	-0.1651	-0.0328	0.0575	-0.1443	-0.0215	0.0778	-0.1998	0.0714	-0.0461	0.1932	0.0799
AT2G41370	-0.4192	-0.128	-0.5079	-0.5	-0.7719	-0.4973	0.4709	-0.4377	-0.458	-0.3466	0.1925	-1.5385	0.1127	0.1455	-0.267	-0.1702	-0.5763	-0.6806	0.4077	0.6128	0.1957	0.324	0.2534	0.2086	0.0054	-0.005	0.1778	0.1553
AT2G41380	-0.7978	-0.6073	-0.4147	-0.6038	-0.5888	-0.4146	0.6237	0.2063	-0.1559	-0.4117	0.0678	0.6319	0.1563	-0.4104	0.0416	-0.3462	-0.0549	-0.022	0.9582	0.5723	0.1828	0.4363	0.2425	0.4478	0.2793	0.0136	0.5608	0.4041
AT2G41410	1.4597	1.3791	1.3264	1.3007	0.8574	0.3821	0.5472	0.5484	0.0392	-0.1733	0.4697	0.3986	0.5462	0.3869	1.5945	1.1978	0.71	0.641	-0.0928	-0.0699	0.0067	0.0089	-0.1832	0.0214	0.2598	0.5073	1.2866	1.6201
AT2G41420	0.1718	0.0528	0.4188	0.3079	0.3175	0.4263	0.1688	0.1494	0.0093	-0.1701	-0.1908	0.0773	-0.3452	-0.0843	-0.1512	-0.2164	1.0475	0.9119	0.2578	0.3736	-0.4201	-0.4152	-0.5008	-0.2839	-0.0253	0.1039	-0.0293	0.1969
AT2G41430	0.4779	-0.2451	0.9571	0.3714	0.937	0.6897	-0.1659	0.2378	0.1993	-0.3876	-0.8073	-0.3013	-0.8146	-0.955	-0.7139	-0.95	2.0828	2.1954	-0.1802	-0.1141	-0.3323	-0.7711	-0.5375	-0.3766	-0.1676	0.2012	-0.1168	0.2348
AT2G41440	-0.0466	-0.2056	0.1999	-0.5418	0.4559	0.3003	0.4866	0.0228	0.2066	0.0496	0.0084	0.1003	-0.077	-0.1769	0.0457	-0.2874	0.2833	-0.0878	0.4342	0.4938	-0.3205	0.0505	-0.0947	-0.176	-0.0026	-0.0107	0.3891	-0.1113
AT2G41450	0.1764	0.6003	0.5597	0.6307	-0.2563	0.0771	-0.3652	-0.6239	0.8365	0.8399	0.134	0.3806	0.0461	0.6589	0.4398	0.5144	-0.6043	-0.5701	-0.3021	-0.3114	-0.303	0.2962	-0.4514	-0.0381	-0.399	-0.2503	-0.1108	0.2304
AT2G41460	0.1292	0.0277	0.0908	0.2317	0.0068	0.016	0.2809	0.4504	0.5736	0.7417	0.139	-0.0608	-0.1579	0.1708	0.2576	0.1669	0.0841	-0.1294	0.1904	0.2714	0.1609	0.4215	0.496	0.5136	0.2497	0.3345	0.1068	0.2831
AT2G41475	0.9028	1.1756	1.0467	1.1496	0.0028	0.3152	0.2412	0.0401	0.0971	0.0144	0.3963	0.956	0.6907	0.9763	1.1436	0.8922	0.1193	0.089	0.2769	0.0604	0.1969	-0.124	0.2331	0.2509	0.3384	0.1707	0.2548	0.1707
AT2G41480	0.1271	-0.06	0.4079	-0.3623	-0.7237	0.4933	-1.713	-1.7647	0.0415	0.2722	0.2187	1.4175	0.1651	0.828	0.8907	-0.0547	-0.861	-0.3686	0.1997	0.3751	-0.8075	-0.4443	-0.3085	-0.3747	-1.1274	-1.2139	-0.7562	-1.3314
AT2G41490	0.1686	0.1002	0.2215	-0.0451	0.1536	-0.0344	0.1236	0.2853	-0.1784	-0.3051	-0.2009	-1.1328	-0.2428	-0.2692	-0.4761	-0.518	0.2156	0.2952	0.1311	-0.2483	-0.371	-0.1913	-0.0485	-0.0655	-0.1242	0.0495	0.2745	0.3043
AT2G41500	-0.3689	-0.3441	-0.2624	-0.1178	0.4264	0.2975	0.2444	0.598	-0.0767	-0.1158	-0.8271	-1.0531	-0.8937	-0.7569	-0.6493	-0.403	0.0305	0.1338	0.1552	0.4614	-0.0968	0.1074	-0.4546	-0.2678	-0.1871	-0.2419	0.054	-0.2451
AT2G41510	-0.6459	-0.0234	-0.7479	-0.6044	-0.6974	-0.4773	-0.2555	-0.5625	0.8505	-0.6117	-0.3305	-0.6258	-1.0368	-0.7343	-0.4854	-0.0848	-0.4783	-0.4118	0.8677	0.4489	-0.2057	0.3254	0.2215	-0.0126	0.1593	-0.0366	0.0313	0.0217
AT2G41520	-0.1762	0.1508	-0.3524	-0.1193	-0.1535	0.1138	0.2918	-0.0809	-0.0487	0.1781	-0.331	-0.9263	-0.5983	-0.3172	-0.2895	-0.2603	-0.3456	-0.3642	0.0404	0.1237	-0.0402	0.2407	0.0293	-0.2498	-0.038	0.0338	0.152	0.1706
AT2G41530	0.0234	-0.0559	-0.0158	-0.0791	0.1663	0.0942	0.3244	0.2015	0.497	0.2021	0.3555	-0.3233	0.2881	0.3471	0.2942	0.249	-0.0633	-0.1992	0.0715	-0.2036	-0.1766	-0.0154	0.0442	0.2616	0.0546	0.0497	0.1678	0.2213
AT2G41540	0.3445	0.5219	0.3345	0.5307	-0.2282	-0.0142	0.0506	-0.3686	0.4431	0.1015	0.0585	-0.7972	-0.0727	0.3371	-0.0995	-0.1626	-0.1895	-0.2243	0.3842	0.2922	0.0378	0.1259	0.0548	0.1015	0.0323	0.0658	-0.0742	0.1912
AT2G41550	0.26	-0.2079	0.4192	0.0088	0.1996	0.1884	-0.3981	0.3189	0.2243	-0.1725	-0.4071	-1.1171	-0.3705	-0.2154	-0.671	-0.5686	0.4511	0.3627	-0.4144	-0.2069	-0.158	-0.0203	-0.0243	-0.3042	-0.566	-0.0215	-0.2629	-0.2861
AT2G41560	-0.0301	-0.2792	-0.284	-0.2759	0.477	0.5356	-0.1886	0.256	-0.2297	-0.479	-1.0144	-2.5225	-0.9785	-1.0	-0.9703	-1.0711	0.6663	0.7093	-0.0759	-0.4237	0.1351	-0.3011	-0.1891	-0.3507	-0.2691	-0.1256	-0.2024	-0.1976
AT2G41600	0.0579	-0.1734	-0.0453	-0.2661	-0.2241	-0.0116	0.299	-0.069	0.2494	0.1557	0.0901	0.1789	0.3817	-0.0032	0.1934	0.262	-0.1598	-0.1045	0.1493	0.2917	-0.0435	0.0831	0.0779	-0.184	-0.2159	0.1287	-0.1757	0.0794
AT2G41620	-0.1645	-0.0043	-0.0755	-0.0102	0.1887	0.2944	-0.0015	0.1545	0.3125	0.2115	-0.1173	-1.4535	-0.298	-0.374	-0.3492	-0.2568	0.0117	-0.0764	-0.053	-0.0852	-0.0726	-0.0141	-0.0815	0.0598	-0.0897	-0.0953	-0.0711	0.0225
AT2G41630	-0.0377	-0.0151	0.2325	-0.0421	0.4367	0.3576	0.3082	0.3552	0.4858	0.1695	-0.1173	-0.4685	-0.1574	-0.3027	0.2442	0.2267	0.2906	0.3528	0.4599	0.4625	0.1684	0.4166	0.0269	0.3138	0.138	0.1038	0.4242	0.6683
AT2G41640	1.8565	0.8502	1.6118	1.1687	1.2769	0.9476	0.7837	0.8358	0.4116	0.4515	-0.6942	-0.6825	-0.6875	-0.6081	-0.0067	-0.3134	2.198	2.474	0.3273	0.0361	0.0477	0.311	0.1328	0.2351	0.1363	0.1098	0.3063	0.2373
AT2G41650	0.2814	0.0557	0.3843	0.1698	0.2216	-0.2173	0.1947	-0.2724	0.5242	0.428	0.3084	1.4952	0.4841	0.2565	0.2145	0.3226	-0.0332	-0.1136	0.1949	0.3793	0.1391	0.2858	-0.1081	-0.0265	-0.2218	0.0107	-0.1716	0.049
AT2G41660	0.1128	0.8381	0.0347	0.5281	-0.6818	-0.7295	0.433	-0.0831	-0.3917	-0.1204	0.1667	-0.1973	0.1508	0.1556	0.1316	-0.3168	-0.4709	-0.4953	0.8422	0.8881	0.7986	0.5987	0.3527	0.6205	0.4855	0.0037	-0.1468	0.3172
AT2G41670	0.8251	0.4728	0.9439	0.5512	0.2034	0.3584	0.0617	-0.2497	0.9501	0.8363	-0.2257	0.5658	0.004	-0.0721	0.2635	0.4328	-0.2714	-0.6411	0.0306	0.0357	0.2581	0.3764	0.3695	0.1336	-0.1401	0.0884	0.2054	0.0623
AT2G41680	-0.1319	-0.2381	-0.2062	-0.2304	-0.2631	-0.4504	-0.1711	-0.541	-0.3847	-0.0966	-0.4557	-0.8305	-0.1408	-0.2375	-0.2264	-0.1923	-0.2036	-0.1413	-0.1897	-0.1442	-0.2379	-0.1655	-0.1239	-0.2814	-0.1285	-0.0309	-0.3126	-0.5698
AT2G41700	-0.3952	-0.0735	-0.5767	0.0541	-0.5516	-0.3527	-0.276	-0.3312	-0.3744	-0.3757	-0.9958	-2.7964	-1.2834	-1.3167	-0.8793	-0.8617	0.1868	-0.0188	0.4604	0.0733	-0.0463	-0.1986	0.041	-0.1686	-0.0987	-0.1598	0.2617	0.2959
AT2G41705	-0.3644	-0.2335	-0.2821	-0.4993	-0.3177	-0.1935	0.3089	0.159	-0.5175	-0.5133	-0.6217	-1.628	-0.919	-0.5647	-0.2955	-0.9072	0.1263	-0.0186	0.1251	0.4715	0.1743	0.173	-0.078	-0.0898	-0.2061	-0.0066	0.2206	0.118
AT2G41710	-0.4275	-0.4489	-0.3724	-0.7144	0.4975	0.5879	-0.2849	0.6493	0.1134	-0.1506	-0.5327	-1.4211	-0.4924	-0.5462	-0.3371	-0.4234	0.5067	0.4886	-0.2403	-0.3489	-0.3874	-0.2007	-0.3711	-0.5225	-0.0142	0.1238	0.4361	0.4048
AT2G41720	0.1069	0.122	0.1232	0.2176	0.0161	-0.0046	0.0503	0.0007	0.6265	0.6368	0.2454	-0.4403	0.0311	0.1883	-0.2627	0.1075	-0.1011	-0.3052	0.023	-0.1697	0.1833	0.2752	0.2124	0.0958	-0.2085	-0.028	-0.144	-0.5067
AT2G41730	-0.4067	0.5783	0.3281	0.0915	0.594	0.1085	0.5692	-0.2057	0.1434	-0.4351	0.1604	-0.2943	0.2842	-0.7805	1.3695	0.9168	0.6899	1.0432	1.0698	0.9748	0.4823	0.69	0.2317	0.0333	0.1199	0.3945	1.3261	1.5756
AT2G41740	-0.1669	0.1702	-0.154	-0.0096	-0.0182	0.2055	0.204	0.0118	0.1332	-0.1374	-0.1008	-0.8797	-0.3234	-0.0453	-0.3524	-0.1379	-0.253	-0.0629	0.2314	0.0473	-0.0866	-0.0822	0.1799	0.1525	0.1273	-0.0264	-0.0685	0.1978
AT2G41760	-0.2746	-0.4867	0.0417	-0.2185	0.2991	0.5122	0.4367	0.702	0.7343	-0.0607	-0.1451	-0.6846	-0.2086	-0.2614	-0.426	-0.5332	0.2548	0.3285	0.2893	0.3059	-0.4573	0.0956	-0.1898	-0.1857	-0.3358	0.0062	-0.1969	-0.4476
AT2G41770	-0.1192	0.4122	-0.1582	0.3256	-0.5386	-0.1516	0.0194	-0.1112	-0.0633	0.0345	0.1611	-1.1206	-0.1888	0.1451	-0.0205	0.2691	-0.2919	-0.1945	0.1032	0.2507	0.0131	0.0558	0.1929	0.1889	0.2153	0.0076	0.0571	0.409
AT2G41780	-0.1268	-0.3572	-0.293	-0.2752	0.0144	0.022	0.1152	-0.2266	-0.2123	-0.0855	0.0531	-0.1605	-0.0015	-0.07	-0.1332	-0.1753	0.1131	0.1067	0.2638	0.5032	-0.0931	0.1591	-0.2601	0.2455	-0.2307	-0.0672	0.0006	0.2002
AT2G41790	-0.1648	0.0988	-0.1923	-0.0087	-0.1173	0.0021	0.1101	0.0161	0.1067	0.2071	-0.3091	-1.0794	-0.5811	-0.4761	-0.2607	-0.2	-0.1748	-0.1277	0.2558	-0.0282	0.0144	-0.0732	0.0743	0.0588	0.0996	0.0072	0.0059	0.3205
AT2G41800	1.8824	2.2024	2.1453	2.3321	0.3777	0.8687	0.5629	0.4026	-0.1009	0.8975	0.8642	1.0878	0.9177	0.9433	0.8157	0.9485	-0.1975	0.0833	0.6794	0.8276	0.4275	0.6017	0.8438	1.168	0.6082	0.1328	0.1257	0.1432
AT2G41820	-0.1759	0.4779	-0.1503	-0.0315	-0.5419	-0.1428	-0.004	-0.0731	1.0352	0.1401	0.4404	-0.5714	0.0187	0.4149	0.0257	0.5021	-0.3735	-0.5433	0.1517	0.1179	-0.214	0.1062	0.0044	0.0692	-0.1514	-0.0036	-0.0798	-0.279
AT2G41830	-0.3197	-0.0991	-0.1831	-0.2505	-0.3973	-0.0957	0.0086	-0.1777	-0.2831	-0.3879	-0.5719	-2.2867	-0.5901	-0.5517	-0.9364	-0.5802	0.0101	-0.1038	0.4385	0.4484	-0.5364	-0.1002	-0.0132	-0.1593	0.0049	-0.0774	-0.1841	0.0432
AT2G41835	0.0618	0.2959	0.3865	0.1011	0.3637	-0.0349	0.4252	0.3815	-0.0695	-0.0509	-0.2651	-0.3395	-0.223	-0.1649	0.3789	-0.1489	0.4937	0.4539	0.3075	0.4044	-0.2964	-0.02	-0.371	-0.0011	0.1448	0.2685	1.185	1.1728
AT2G41840	0.2746	-0.0105	0.2958	0.1692	0.0743	0.0657	0.0244	0.0783	0.287	0.2508	0.113	0.0609	0.2904	0.3655	0.2211	0.2846	-0.0428	-0.1991	-0.0733	0.0055	-0.1526	-0.0102	-0.1814	-0.038	-0.209	-0.1158	-0.3269	-0.4307
AT2G41850	2.0529	2.6038	1.2649	2.9865	1.2385	0.1968	0.7871	0.386	-0.3158	-0.3645	-0.8385	-0.8615	-1.3877	-0.5908	-1.2079	-0.9779	0.9393	1.1143	0.544	1.0006	1.3001	0.1639	0.074	0.4999	0.2427	-0.0462	-0.2972	-0.5496
AT2G41870	1.0886	1.6233	0.6837	1.0701	0.6391	0.8306	0.3721	0.8927	0.1678	0.5612	1.1347	2.0208	0.9982	0.7035	2.7196	1.221	-0.1061	-0.0729	-0.4558	-0.6405	0.4835	-0.0848	-0.4905	-0.3912	-0.0727	0.2461	-0.0949	-0.2421
AT2G41880	0.3802	0.5079	0.6979	0.6778	0.2005	0.5688	0.6199	-0.1318	0.3419	-0.0865	0.1477	-0.1152	0.0051	-0.1228	0.3875	0.3711	0.66	0.2986	0.1438	0.1761	0.0535	-0.274	-0.0031	0.0741	0.2821	0.4043	0.616	0.6994
AT2G41890	0.4648	0.763	0.4211	0.7297	-0.1536	0.0048	0.2382	0.2178	-0.0111	0.091	0.2167	-0.4557	-0.1006	0.3247	0.111	0.5367	0.3046	0.07	-0.1073	0.0331	0.1589	0.1164	0.1868	-0.0962	0.0697	0.3271	0.25	0.1881
AT2G41900	-0.6101	-0.0799	-0.7715	-0.3626	-0.9748	-0.322	0.575	-0.274	-0.5908	-0.4061	-0.4044	-1.7059	-0.4922	-0.3709	0.1091	-0.3128	-0.3603	-0.5492	0.2473	0.2634	-0.0693	0.1474	-0.0181	0.078	-0.1376	-0.0547	0.0816	0.0683
AT2G41905	0.2069	0.2467	-0.0504	-0.091	0.4632	-0.2939	0.2119	-0.5093	-0.412	-0.2372	-0.5407	1.7694	0.3667	-0.0848	-0.3217	-0.2009	-0.1285	-0.4491	-0.4967	-0.1694	-0.0423	-0.1728	-0.0363	-0.1321	-0.1328	0.0025	0.1354	-0.1009
AT2G41940	-0.6253	-0.2203	-1.103	-0.5596	-1.1021	-0.1269	1.2427	0.0473	-0.263	-0.1158	0.7629	0.0035	-0.0864	0.2259	-0.2966	0.0769	-1.6246	-1.7408	0.2083	0.2875	-0.1039	-0.1623	-0.173	0.0543	-0.4313	-0.4961	-0.0468	0.3561
AT2G41945	0.1366	-0.375	0.0635	-0.0794	0.5517	0.0243	0.4219	0.3211	0.5212	0.0234	0.0752	-0.345	0.102	-0.2317	-0.0805	-0.1075	0.2577	0.0082	0.0356	0.2972	-0.1525	0.1501	-0.3078	0.1621	-0.1021	0.0451	0.063	0.2787
AT2G41950	0.3678	0.6523	0.2942	0.5545	-0.8029	-0.425	-0.13	-0.1316	0.6293	1.118	0.5448	0.8954	0.2767	0.7105	0.6109	0.7661	-0.4562	-0.8646	-0.3236	-0.1227	-0.1104	0.0594	-0.0714	0.0909	-0.2898	-0.0913	-0.1007	-0.6327
AT2G41960	-0.16	0.1379	-0.1052	0.0838	-0.1864	0.1047	0.189	0.0329	-0.064	-0.0856	-0.7329	-0.3472	-0.8642	-0.5229	-0.6524	-0.4039	0.0965	0.0649	0.1824	0.3522	0.0006	0.2493	-0.0574	0.0187	-0.0427	0.0236	-0.0376	0.14
AT2G41970	-0.5532	-0.3203	0.0581	-0.3587	0.0743	0.0428	-0.1076	0.2443	-0.4483	-0.1336	-0.2849	-0.4545	-0.286	-0.0321	-0.6117	-0.9782	0.3092	0.0108	0.6536	0.2966	0.371	0.5168	0.3182	0.1511	0.5747	-0.1245	-0.4765	0.135
AT2G41980	-0.538	-0.28	-0.527	-0.5213	-0.6397	-0.3543	-0.1621	-0.1886	-0.5035	-0.202	-0.5204	-0.1779	-0.3951	-0.2094	-0.4654	-0.2457	-0.0669	-0.4087	0.0957	0.4124	0.0174	-0.1917	-0.0545	-0.1304	-0.1644	0.0546	-0.5598	-0.4266
AT2G41990	-0.6675	-1.2674	-0.8456	-1.0305	-0.8328	-0.5609	-1.0777	-0.8022	0.1927	-0.1015	-0.3924	-0.7831	-0.6654	-0.1496	-1.127	-0.4071	0.2701	0.7253	0.4231	0.146	-0.1001	-0.3807	-0.2522	-0.5605	-0.1604	-0.1799	-0.6864	-1.2301
AT2G42010	-0.3336	-0.0016	-0.1101	0.0068	-0.2487	0.0695	0.2975	0.1948	-0.0322	-0.4657	-0.594	-1.2701	-0.8939	-0.6654	-0.6893	-0.6551	0.1566	0.2546	0.2974	0.3883	0.0705	0.0497	-0.1247	0.0151	0.0387	0.0019	-0.0275	0.0878
AT2G42030	0.3863	-0.0588	0.5599	0.4143	0.6278	0.4525	-0.0391	0.2681	0.1089	0.3785	-0.0708	-0.37	-0.3921	-0.4841	-0.4876	-0.1955	0.2675	0.2669	-0.1474	-0.0276	-0.043	-0.1572	-0.1485	-0.1357	-0.329	-0.1619	-0.1024	0.085
AT2G42040	-1.0733	-1.6957	-0.8022	-1.7193	-0.4641	-0.2412	-0.6457	-0.1777	-0.1576	-0.4946	-1.2071	-0.893	-1.2904	-1.5453	-1.7108	-1.2445	0.9144	1.0116	0.4463	0.1073	-0.1794	-0.4662	-0.3831	-0.8741	-0.3122	-0.5058	-0.27	-0.1501
AT2G42060	1.6164	1.8714	1.8229	1.8316	0.5429	-0.0109	0.5001	0.2665	0.3848	0.5062	0.1193	0.722	-0.4703	-0.7198	-0.0005	-0.1934	0.0448	-0.3728	0.4648	0.5116	-0.0324	0.2888	0.0929	0.1031	0.2243	0.015	-0.3157	-0.2328
AT2G42070	0.0835	0.0455	0.1654	0.0862	0.2076	0.1147	0.1421	0.2397	0.4854	0.3374	0.246	-0.2399	0.1486	0.1683	0.4711	0.2105	0.1565	-0.2289	0.067	0.2668	0.0018	0.0795	0.0997	0.1559	-0.0597	0.1483	-0.2667	0.1855
AT2G42080	0.0535	0.0554	-0.0831	0.0563	-0.3669	-0.1446	0.0521	-0.2448	0.1747	0.1481	-0.0679	-0.225	-0.0224	-0.2129	-0.0943	-0.0354	-0.0163	-0.0724	-0.0466	0.0312	-0.2264	0.1871	-0.2072	-0.0447	-0.0793	0.0934	-0.3071	0.045
AT2G42110	-0.1186	0.1782	-0.0915	-0.1791	-1.0866	-0.7206	-1.3606	-1.5242	-1.4411	-1.7344	-0.5903	-1.261	0.531	0.4229	0.109	0.4013	-0.3879	-0.9509	-1.9164	-1.6531	-2.3569	-2.0695	-1.456	-1.1371	-0.2501	-0.1581	-0.642	-0.4037
AT2G42120	0.1246	0.391	0.4133	0.5764	0.0896	0.1742	-0.0391	-0.1835	0.8076	1.0352	0.6362	0.0936	0.1364	0.3232	0.5291	0.5479	-0.3175	-0.1486	-0.086	-0.0609	-0.0841	0.335	0.4118	0.1443	0.114	0.1262	0.0479	-0.0598
AT2G42130	-0.1864	-0.1708	-0.1836	-0.2661	-0.4347	-0.3865	-0.4817	-0.5975	0.1434	0.2628	0.1498	-0.6118	0.3233	0.2658	0.3619	0.4702	0.1276	-0.0361	-0.1243	-0.1209	-0.2045	-0.0704	0.0224	-0.0473	0.0042	0.1048	-0.108	-0.1272
