Gene	5760|1	5760|2	5760|3	5760|4	5760|5	5760|6	5760|7	5760|8	11520|1	11520|2	11520|3	11520|4	11520|5	11520|6	11520|7	11520|8	11520|9	11520|10	11520|11	11520|12	5760|9	5760|10	5760|11	5760|12	5760|13	5760|14	5760|15	5760|16	11520|13	11520|14	11520|15	11520|16	11520|17	11520|18	11520|19	11520|20	11520|21	11520|22	11520|23	11520|24	5760|17	5760|18	5760|19	5760|20	5760|21	5760|22	5760|23	5760|24	5760|25	5760|26	5760|27	5760|28	8640|1	8640|2	8640|3	8640|4	5760|29	5760|30	5760|31	5760|32	8640|5	8640|6	8640|7	8640|8
AT3G21720	0.7051	2.4555	3.3468	1.1985	1.9424	4.0041	1.9769	0.7541	-0.3464	0.1923	-0.3932	0.2373	-0.4589	0.365	0.4268	0.4246	-0.1196	-0.7501	-0.1646	-0.7033	6.576	3.6249	2.559	5.8142	0.8416	2.9899	2.0986	0.3482	0.1085	1.5237	2.0054	1.0026	-0.4595	0.9556	0.4346	1.4374	-0.4232	3.3983	3.705	0.0744	6.008	3.0569	6.5413	1.991	5.2462	1.8286	6.5859	6.9802	2.9526	4.438	3.2138	1.6346	-2.0299	-1.9474	1.7136	-0.4865	4.9905	2.9121	0.0876	5.097	4.7312	0.2657	-0.081	2.9576
AT3G21740	0.2823	0.3733	0.3307	0.1586	0.1723	-0.4348	-0.0185	0.0976	0.4195	-0.0311	0.592	0.3332	0.3877	-0.3904	0.1757	0.5055	0.3066	0.5654	-0.0576	0.393	0.1008	-0.0487	0.2665	0.3781	0.132	0.3041	0.3467	0.2557	0.3271	0.3416	0.0681	0.212	0.3423	0.3567	0.2273	0.0834	0.5082	-0.0485	0.3839	0.1914	0.1161	-0.0335	0.5286	0.2817	0.3934	0.2082	0.2816	0.2279	-1.0145	-1.1222	-1.2111	-1.1378	-0.9111	-1.5086	-1.0591	-0.5409	-0.5814	-1.1621	-1.1009	-1.1895	-0.915	-0.7225	-0.0041	-0.7801
AT3G21750	-0.4879	-0.343	-0.1833	0.4716	-0.3274	-0.4068	-0.1042	-0.2248	-0.2747	0.4569	0.5006	0.146	0.331	0.1285	0.1122	-0.2468	0.3598	0.7143	0.6706	-0.061	-0.458	-0.2077	-0.4236	-0.0844	0.6853	0.0305	-0.1293	-0.2742	0.573	0.2115	-0.1061	0.615	0.5694	0.2078	0.6114	-0.1097	0.0512	0.1115	0.4711	0.7089	-0.4616	-0.2113	-0.5569	-0.4272	-0.088	-0.1733	-0.2479	-0.2383	0.1464	-0.9733	-0.7361	-0.0759	-0.1511	-1.0397	-0.7484	0.241	-0.3004	0.0098	0.0045	-0.7419	-0.3534	-0.6746	0.0263	-0.3658
AT3G21770	-0.767	-0.5872	-0.8173	-1.0108	-1.0466	-1.0736	-1.1273	-1.3375	-0.2076	-0.3401	-0.3901	-0.2152	0.1016	-0.0938	-0.3203	-0.2656	-0.0636	-0.2385	-0.1885	-0.0559	-1.2786	-0.7918	-1.1175	-1.5253	-0.8591	-0.6656	-0.4356	-0.6154	-1.0838	-0.891	-0.5886	-1.0764	-0.9759	-0.7832	-0.9685	-0.4807	0.0556	0.3661	-0.0587	-0.0781	-1.1707	-0.6839	-0.8007	-1.0096	-1.4174	-0.4641	-0.5002	-0.8314	0.8431	1.0466	0.8736	0.1309	-0.5176	0.829	0.4424	-0.4114	1.7204	0.6962	0.0317	1.5426	1.2443	0.3082	0.3692	1.4392
AT3G21810	-0.0508	0.01	-0.2614	-0.0762	-0.0959	0.3169	-0.0147	-0.1433	0.5015	0.8812	0.1516	0.1599	-0.0331	0.3823	-0.6078	-0.6294	0.4431	0.4348	1.1644	0.7847	0.0002	0.2018	-0.2085	0.1377	0.207	0.0218	0.2932	0.2324	0.1539	0.1043	0.7347	0.3583	-0.0497	-0.0993	0.1548	0.5311	0.6888	0.5349	0.4697	0.7578	-0.2033	-0.0018	0.5966	-0.412	-0.0659	0.2405	0.4746	0.165	0.0716	0.2386	-0.1722	-0.6296	0.0645	0.1778	-0.351	-0.1721	-0.2154	-0.4844	-0.2974	0.2361	0.4754	-0.3583	-0.185	0.4555
AT3G21820	0.0346	0.329	0.1267	0.2491	0.3052	0.0099	0.1731	-0.0611	0.4157	0.4263	0.4675	0.2078	-0.0482	-0.132	-0.0333	0.2423	0.3146	0.5742	0.533	0.5224	-0.821	-0.0425	-0.0863	0.1752	0.3558	0.2334	0.4357	0.1413	-0.1255	0.1833	-0.3312	0.0775	-0.0234	0.2853	0.1796	-0.2291	0.4983	0.6412	0.8827	0.2094	-0.7189	0.0596	-0.0198	0.0157	0.2773	0.0356	0.3658	-0.0521	0.2881	0.077	-0.3472	-0.0999	0.5124	0.19	0.4334	0.4342	0.0148	-0.2131	-0.0849	0.3197	-0.1591	-0.0968	0.3927	0.2387
AT3G21865	-0.0728	0.0146	0.0893	-0.0181	-0.1231	-0.103	0.0041	0.3323	-0.0585	0.0035	0.1753	0.1074	-0.0715	-0.114	0.1783	0.1879	0.2012	0.2691	0.0972	0.0353	-0.2693	-0.3237	-0.1651	-0.1357	0.0756	0.1831	0.1084	0.021	0.1514	0.0493	0.1005	0.0721	0.1933	0.0911	0.114	0.1424	0.3811	0.274	0.0597	0.4479	-0.2274	-0.2819	0.3366	-0.1232	-0.0939	0.1387	0.1247	0.2065	-0.2519	-0.3852	-0.2547	-0.3158	-0.0204	0.0408	-0.1494	-0.0946	0.1444	-0.1806	-0.4358	-0.1701	-0.1246	-0.0648	0.0008	0.0134
AT3G21890	-1.4674	-1.2641	-1.7625	-1.3944	-1.4461	-0.773	-1.8608	-1.3413	-0.7891	-1.7811	-1.2653	-1.5722	-0.9189	-1.4053	-1.053	-1.5976	-1.1147	-0.8078	-1.3236	-0.3316	-1.4754	-0.8782	-1.4999	-0.8547	-0.9369	-1.305	-0.8066	-1.0099	-0.7232	-1.1896	-0.5227	-0.5682	-0.6969	-1.1634	-0.5419	-0.4965	-1.0607	-1.1543	-1.1987	-1.7749	-1.4491	-0.852	-0.7741	-1.4737	-0.8285	-1.0253	-1.1756	-1.315	1.7188	1.9651	2.214	1.6178	1.3983	1.6652	0.8208	1.2534	1.4876	1.3379	0.8552	1.7054	1.3464	-0.057	0.4232	1.41
AT3G22060	-0.6395	-0.3381	-0.3618	-0.5267	-0.7313	-0.2062	0.1409	-0.8653	-0.2833	-0.1305	0.0846	-0.7667	0.2788	0.1806	-0.3092	0.1479	-0.2918	0.5596	0.3444	0.1916	-1.2618	-0.1557	0.9018	0.3598	-0.0517	0.1131	0.1368	-0.1646	0.6867	0.1615	0.5168	-0.3122	0.9755	0.4503	-0.0233	0.8057	0.8175	0.1722	1.0182	0.56	-0.973	0.1332	-1.2185	1.1907	0.6487	-0.2296	0.0436	-0.4582	-0.3619	-0.813	-0.4255	0.7786	0.0119	-0.8101	-1.476	-0.3807	-2.0323	-1.4792	-2.3307	-1.6206	-1.99	-1.9487	-1.9653	-2.4565
AT3G22070	-0.4761	0.2407	0.1523	0.1929	-0.8144	-0.2368	-0.2797	-0.1369	0.349	-0.0677	-0.203	0.1347	-0.3167	-0.1325	-0.1063	-0.4135	0.1317	-0.206	-0.0707	0.346	-0.0113	-0.207	0.1997	-0.0447	0.1899	0.1493	0.2377	-0.4791	-0.6579	0.2467	0.0863	-0.7664	-0.3837	0.5208	-0.4922	0.3606	-0.2686	-0.9529	-0.1006	-0.3441	0.2629	0.0673	-2.4904	0.474	0.2295	-0.2559	0.1407	-0.0434	0.8858	-0.6175	-0.3634	1.1549	-0.1443	0.3816	-0.7112	0.9918	-0.3182	0.4536	-0.3176	0.3817	0.5914	-0.6295	-0.2578	0.676
AT3G22072	0.4527	-1.0026	-0.3655	-0.4716	-0.8133	-0.5643	0.4504	0.4136	-0.1758	0.5006	0.4274	0.511	-0.0621	0.0698	-0.7136	0.1485	0.3219	0.2383	0.3115	-0.3649	-0.9056	-0.9149	-1.6994	-0.8278	-0.6607	-0.5547	-1.1917	0.2636	0.3571	-0.3875	-0.7263	0.6026	0.5441	-0.2006	0.7896	-0.5393	-1.0204	0.7738	-0.1402	0.6937	-0.7186	-0.728	1.3055	-1.5124	-0.6408	0.0531	-1.5124	0.1101	0.1982	1.5549	1.4842	0.2925	-0.0147	-0.2532	0.6421	-0.2278	1.1069	0.3374	0.4195	0.2016	0.3134	1.1718	0.9067	-0.3405
AT3G22104	-0.2758	-0.1826	-0.769	-0.6256	-0.4373	-0.8419	-1.0878	-0.721	0.3037	-0.2336	-0.1233	-0.3325	0.0025	-0.4961	-0.3712	0.0241	-0.1834	0.0257	-0.0846	0.4528	-0.9603	-0.5036	-0.9275	-0.4159	-0.4765	-0.6199	-0.0336	-0.1268	-0.1353	-0.284	-0.2429	-0.1009	-0.1749	-0.3238	-0.1405	-0.2825	0.2021	-0.0021	-0.2784	-0.1417	-0.9999	-0.5432	-0.2105	-0.9671	-0.4556	-0.1922	-0.0972	-0.3611	-0.0	-0.386	-0.3253	0.0054	-0.0449	-1.194	-0.5718	-0.3149	-0.3258	-0.157	-0.356	-0.2509	-0.519	-0.7286	-0.2959	-0.5677
AT3G22110	0.0711	0.0788	-0.0171	0.2201	0.0107	-0.1322	0.0847	0.4235	-0.0324	-0.1509	-0.0883	-0.1097	-0.1733	-0.1178	-0.1572	-0.2265	-0.1778	-0.1564	-0.219	-0.1005	0.0916	-0.2432	0.0183	0.0356	0.152	-0.0851	0.0107	0.003	-0.126	0.0155	-0.1674	-0.0078	-0.1583	-0.0176	-0.0402	-0.1998	-0.0242	-0.1049	-0.1553	-0.0571	0.0592	-0.2756	-0.2671	-0.0141	0.0032	-0.127	-0.4638	-0.2299	-0.0029	0.0202	-0.2181	-0.0193	0.1389	0.1593	0.3333	0.3467	0.2751	0.0716	0.1504	0.3067	0.1434	0.4172	0.6365	0.4126
AT3G22120	-1.334	-0.2436	-1.334	-1.3025	2.3843	0.1194	0.8597	-1.334	1.5969	0.5688	1.5452	1.5418	-1.334	1.7879	-1.334	1.6559	1.3179	1.3213	0.3449	1.3731	-1.2525	0.5373	2.8221	-0.0679	-1.5264	-1.5578	-0.4674	-1.5578	2.0182	2.918	2.7428	2.0744	1.0835	1.9832	1.1396	1.808	-2.3072	-2.3673	1.975	-1.8084	-2.1873	-0.3975	0.1823	1.8874	-1.0027	-1.7121	1.6228	-2.4926	0.6407	-0.0369	-0.3365	0.5143	0.7783	-0.2778	0.2664	1.3565	-1.3152	-0.5715	-0.8731	0.2799	-0.6483	-0.2724	1.035	-0.0372
AT3G22121	0.8095	0.5495	1.023	0.3954	-0.9021	0.477	-0.2455	-0.3051	-0.5689	-0.3639	-0.761	-2.7933	-0.9542	-3.4233	-0.703	-2.8262	-3.4407	-1.4084	-1.0113	-1.2163	1.1621	2.1137	1.1755	1.2398	-0.252	0.3757	-0.0978	0.1621	-2.5162	-1.5553	-2.2825	0.4097	-2.2083	-1.2476	0.7177	-1.9745	0.5799	0.9625	-3.0282	0.6188	1.4701	2.4217	0.7058	1.4835	1.5477	1.5684	1.2214	1.7205	0.5553	-0.1848	0.1716	-0.1675	1.2756	-0.8354	-0.4536	-1.173	1.3144	-1.3031	-1.2336	0.6577	-1.6041	0.1453	-0.2071	-0.1682
AT3G22150	-0.6185	0.2246	0.6706	0.6256	-0.4347	0.3231	0.7366	0.1578	0.0927	-0.0617	0.2015	0.0494	-0.7245	0.9107	-0.2499	-0.5639	-0.0411	0.1111	-0.1522	0.0022	2.1659	0.2346	-0.3285	0.3167	0.5352	0.5801	0.1341	-0.709	-0.4378	-0.4322	-0.3386	0.2677	-0.3279	-0.3224	0.3776	-0.2288	-0.2532	1.2415	0.6282	0.8289	2.2757	0.3445	1.7139	-0.2187	0.4265	0.054	1.099	2.1802	0.4701	-0.1926	-0.125	0.2681	-0.4028	-0.9303	-0.6852	-0.2967	-0.858	-0.2668	-0.0746	0.0186	-0.9634	-0.9474	-0.7477	-1.3696
AT3G22160	-0.0573	0.0218	0.1698	-0.407	0.1975	0.6521	0.4295	-0.3857	-0.4778	-0.089	-0.049	-0.3853	-0.0127	0.0463	-0.2447	0.3442	-0.2714	0.0648	0.0249	-0.3639	-0.1282	0.6148	0.2545	0.4135	-0.2932	0.2837	0.1357	0.0566	-0.1287	-0.4629	0.1836	0.1768	-0.2563	-0.5907	0.0492	0.056	-0.1764	-0.2404	-0.3439	-0.24	-0.2558	0.4872	-0.3364	0.1269	0.2859	0.2395	-0.0654	-0.0392	0.7709	0.3439	0.4203	0.1607	0.9267	1.0072	0.5726	1.0404	0.8948	0.3955	0.1792	0.7225	0.8657	0.1456	0.9321	1.0666
AT3G22170	-0.0512	0.0295	-0.3708	-0.586	0.0794	0.0205	0.0328	-0.5003	0.2264	-0.0116	0.0566	-0.1979	0.038	-0.0608	0.0457	0.1329	0.0142	0.2687	0.2005	0.4385	-0.4077	0.4014	0.2878	0.0831	-0.3739	-0.1587	0.2416	0.1609	0.1482	0.078	0.1109	0.0216	0.0827	0.0124	-0.0439	0.0454	0.208	0.5179	0.7402	0.3216	-0.4732	0.3359	0.7235	0.2223	0.0176	-0.0491	0.8578	0.8093	-0.3018	-0.3416	-0.317	-0.4499	-0.4511	-0.2665	-0.1925	-0.2633	-0.1476	-0.4832	-0.3271	-0.2497	0.0021	-0.0966	0.2968	-0.1271
AT3G22180	0.1605	-0.3831	-0.1964	-0.2618	-0.313	-0.3405	-0.2133	0.0178	0.1951	-0.1721	0.135	0.3663	0.2534	-0.2687	-0.0465	0.6081	0.2597	0.0284	-0.2788	0.0885	-0.502	0.3569	-0.2616	-0.5362	-0.3685	-0.3031	-0.4898	0.0539	0.3567	0.2135	0.3125	-0.508	0.4825	0.3392	-0.3823	0.4383	0.495	0.7093	1.161	0.851	-0.3762	0.4827	-0.4387	-0.1358	-0.4105	-0.0949	0.3601	-0.4174	-0.4112	-0.6065	-0.3408	-1.3847	-0.5493	-0.538	-0.1889	0.1818	0.1766	-0.9034	-0.4216	-0.2816	-0.0613	-0.1227	0.1713	0.4102
AT3G22190	-0.5091	-0.4905	-0.6873	-0.4288	-0.6249	-0.1993	-0.2396	-0.2853	-0.0048	-0.1973	0.2578	0.0558	0.0057	0.0731	0.2902	-0.1016	0.2192	0.4212	-0.0339	0.1586	-0.4206	-0.6816	-0.5846	-0.1808	-0.2654	-0.524	-0.3272	-0.3457	-0.0137	0.0537	-0.0233	-0.1276	0.0421	0.1094	-0.0718	0.0325	0.1644	0.6019	0.0544	0.5181	-0.3648	-0.6258	-0.4677	-0.5288	-0.125	-0.2245	-0.1691	-0.6017	0.1668	-0.1177	0.0269	-0.4076	-0.2911	-0.5015	-0.1926	0.043	0.0112	-0.2185	-0.1763	0.2271	0.2225	0.1511	0.1429	0.5313
AT3G22200	0.1703	-0.2244	-0.2559	-0.6153	0.1758	0.1319	-0.102	-0.5888	-0.2002	-0.0997	0.0694	-0.3384	0.0975	0.1449	-0.0943	0.1816	-0.1737	0.2341	0.065	-0.0355	-0.9336	-0.4836	-0.8424	-0.7579	-0.4506	-0.0912	-0.0597	0.335	0.0809	-0.0191	-0.0746	-0.0317	-0.0021	-0.1022	-0.1147	-0.1576	0.622	0.6926	0.47	0.6276	-1.0166	-0.5666	-0.2435	-0.9254	-0.8409	-0.2249	-0.6943	-0.3392	1.4173	0.9871	0.7967	0.4593	0.0543	0.1369	0.0005	0.0527	0.8758	0.1225	-0.2018	1.3624	1.0021	-0.3523	0.0015	0.4347
AT3G22210	-0.2707	0.0031	-0.4693	0.5362	0.4869	0.9764	1.4192	0.8994	-0.0887	0.6936	0.2868	0.0168	0.4078	0.7279	0.5882	0.9186	0.0386	0.3087	0.7154	-0.0669	-0.3669	-0.6744	-0.3064	-0.2108	0.558	-0.4475	0.0249	-0.2489	1.2421	0.8353	0.8289	0.6613	0.7507	0.3565	0.1699	0.3375	-0.2608	-0.9355	-0.2219	-0.4069	-0.8583	-1.1658	0.1351	-0.7978	-0.7022	-0.0085	0.7711	-0.3197	-0.8248	-1.318	-0.8954	-0.393	0.0502	-0.2864	-0.182	0.3008	-1.5959	-0.6878	-0.1764	-1.665	-1.7644	-0.8374	-0.321	-1.6275
AT3G22220	-0.1754	-0.0239	-0.0869	-0.0741	-0.351	-0.3965	-0.2559	-0.1264	0.3065	0.4494	0.2423	-0.267	0.1825	-0.1003	0.399	-0.055	-0.0129	0.4964	0.7035	0.5606	0.0091	-0.1603	0.156	0.228	0.1799	0.1671	0.2301	0.0787	0.0409	0.0457	0.0485	-0.051	0.0338	0.0386	-0.058	0.0415	0.4104	0.7855	0.8755	0.2387	0.002	-0.1673	0.5248	0.1489	0.221	0.0566	0.2203	0.0163	-0.2828	-0.6779	-0.1293	-0.6697	-0.2878	-0.2527	-0.2179	-0.2021	0.2003	-0.5613	-0.3391	-0.3099	-0.3453	-0.1619	0.2856	0.2797
AT3G22230	-0.1236	0.1296	0.1476	0.2326	-0.2132	-0.3194	-0.0753	0.2847	-0.2938	-0.1832	-0.2576	-0.1561	-0.4032	-0.0159	0.3628	0.1498	-0.3828	-0.4844	-0.4099	-0.5205	0.3848	0.2071	0.1167	0.3172	0.0058	-0.0792	-0.0971	-0.3504	0.1901	0.3877	0.4935	0.3927	-0.2216	-0.0239	-0.0189	0.0818	-0.4503	-1.0644	-0.8257	-0.5401	-0.0268	-0.2045	-0.3142	-0.2949	-0.0944	-0.0547	-0.4126	-0.7179	-1.2347	-0.828	-0.8762	-1.3865	-0.0591	-0.1515	0.3974	0.1561	-0.3528	-0.5711	-0.2475	-0.9459	-0.7842	0.2129	0.5385	0.0042
AT3G22240	-0.1513	-0.3752	-0.4977	-0.6066	0.4135	0.5576	0.1771	-0.1112	-0.2128	0.3146	-0.1543	-0.1097	0.323	0.1869	0.0436	0.3876	-0.2106	-0.2552	0.2137	-0.3137	-0.2049	-0.145	-0.407	-0.9567	-0.7075	-0.5986	-0.4761	-0.2522	-0.1173	0.0215	0.3756	0.064	-0.5164	-0.3772	-0.335	-0.0235	-0.3831	-0.2585	-0.5546	-0.4959	-0.6039	-0.544	-0.6833	-0.806	-1.3558	-0.144	-0.8085	-0.8577	0.8339	-0.81	-0.0967	-0.3652	-0.6117	0.3898	-0.5193	-0.84	1.1676	0.0217	0.047	1.4925	-0.5033	-1.2038	0.1523	0.1223
AT3G22260	-0.1742	-0.3395	-0.2836	-0.616	0.5689	0.2539	0.0383	-0.4802	-0.0714	-0.0311	-0.1675	-0.2505	0.0151	0.2828	0.0682	-0.0223	-0.1135	-0.0305	0.1059	0.0656	-0.8765	-0.8653	-0.6939	-1.0706	-0.479	-0.1465	-0.2025	-0.0372	0.017	-0.1935	-0.1863	-0.1522	-0.0587	-0.2693	-0.2279	-0.262	0.1021	0.3892	0.1474	0.2143	-0.9522	-0.9411	-0.3477	-0.7696	-1.1464	0.345	0.186	-0.0522	0.9276	0.4864	0.7687	0.2806	0.5834	0.6777	0.2166	0.3592	0.6634	-0.02	-0.7865	1.0019	1.2034	0.431	0.473	0.9772
AT3G22270	0.1071	0.081	0.383	0.0042	-0.6958	-0.6447	-0.8166	-0.0618	0.2565	0.2063	0.3956	0.0178	0.1881	0.2603	-0.0192	-0.4593	-0.051	0.3268	0.1375	0.1877	-0.1312	-0.4325	-0.317	0.0288	-0.0646	0.3142	0.0122	0.0383	-0.0101	-0.1126	0.0867	-0.1094	0.152	0.0495	0.0528	0.2489	-0.1501	0.2506	0.7076	0.5951	0.031	-0.2704	0.5946	-0.1549	0.1909	-0.4565	0.6845	0.7319	-0.1338	0.0109	-0.2914	-0.2261	-0.5355	-0.6608	-0.4748	-0.1614	-0.2483	-0.262	-0.279	-0.1123	-0.237	-0.2169	0.1542	-0.031
AT3G22290	0.159	0.0024	0.1188	0.0272	-0.1188	-0.0586	-0.0685	-0.1052	0.0935	0.0423	0.1044	0.1872	0.2358	0.136	-0.0414	-0.0741	0.4232	0.3404	0.2783	0.3295	-0.9305	-0.8806	-0.781	-0.424	0.2632	0.3548	0.2384	0.395	0.2031	0.1034	0.1966	0.3532	0.3617	0.262	0.5118	0.3552	0.5963	0.3899	0.7289	0.6079	-0.7718	-0.722	0.2007	-0.6223	-0.2654	0.4842	0.1999	0.3591	-0.379	-0.2865	-0.322	-0.3969	-0.2648	-0.4833	-0.5764	-0.2954	0.22	-0.2847	-0.5394	0.0626	0.1158	0.1121	0.0964	0.2314
AT3G22300	0.3007	0.1547	0.2503	0.6163	0.1132	-0.1176	-0.0083	0.3383	0.4044	0.3172	0.3497	0.3582	0.2121	0.1958	-0.0066	0.04	0.3926	0.3841	0.3516	0.4387	0.0113	0.1713	0.0253	0.359	0.6507	0.2847	0.1891	0.3351	0.1057	-0.0654	-0.1159	0.2729	0.2319	0.0582	0.399	0.0103	0.2545	0.1516	0.2235	0.2887	0.1375	0.2975	-0.2899	0.1515	0.4852	0.1929	-0.0787	-0.3321	-0.6229	-0.9438	-0.8963	-1.3429	0.2116	0.2827	0.4881	0.36	0.2246	-0.7179	-0.6367	-0.4848	-0.2563	0.3656	0.674	0.6195
AT3G22310	0.1434	0.1258	0.2694	0.9002	0.1246	-0.2876	0.0811	0.4784	0.253	0.0617	0.533	0.2678	-0.1223	-0.119	0.1268	0.0453	0.2975	0.5627	0.0914	0.2828	0.3703	0.1302	0.5549	0.5577	0.9299	0.2991	0.1555	0.1731	0.1393	0.0921	0.1953	0.3333	0.2424	0.1952	0.4365	0.2984	0.7271	0.3953	0.459	0.5344	0.4734	0.2333	0.3626	0.658	0.6608	-0.1248	0.3648	0.2773	-1.7397	-1.2919	-1.6021	-1.9927	-0.2919	-0.4144	0.4174	0.0968	0.4796	-0.523	-0.8189	-0.7318	-0.3043	0.6404	0.9393	0.9521
AT3G22320	0.0502	0.0448	-0.0813	-0.3853	0.2234	0.0305	0.0224	-0.3055	0.007	0.0208	-0.0969	-0.2671	0.0636	0.0506	0.1718	0.0157	-0.0948	0.0754	0.1931	0.1793	-0.7296	-0.5412	-0.6797	-0.3507	-0.213	0.0909	0.2171	0.2225	0.3069	-0.0755	0.3371	0.2339	0.1956	-0.1861	0.1226	0.2259	0.2367	-0.0477	-0.0865	0.1411	-0.8409	-0.6524	-0.2155	-0.791	-0.4619	-0.0768	-0.5096	-0.456	-0.5826	-0.3518	-0.3453	-0.6589	0.1271	0.2481	0.0385	-0.0695	0.1137	-0.2935	-0.2715	-0.4535	0.0684	-0.0301	0.1986	0.3065
AT3G22330	-0.6287	-0.239	0.0094	0.4028	0.0877	-0.6137	0.1768	-0.1965	-0.0691	0.0511	0.2743	0.0422	-0.1967	0.2009	-0.234	0.0136	0.0461	0.2782	0.0549	-0.0653	-0.2789	0.0322	0.4307	0.4178	0.4066	0.0132	-0.2352	-0.6249	-0.2762	-0.2152	-0.1239	-0.2348	-0.2512	-0.1903	-0.2098	-0.099	0.2679	0.666	0.8409	0.5373	-0.2539	0.0572	0.4806	0.4556	0.4427	-0.1927	0.7405	0.627	-0.8553	-0.3476	-0.4468	-1.1796	0.2678	0.2636	0.6796	0.4914	0.2501	-0.3441	-0.2585	-0.2196	0.3481	0.6323	0.9118	0.9349
AT3G22370	-0.2347	-0.3016	-0.2201	-1.1389	-0.1411	-0.1759	-0.3352	-0.3104	-0.709	-0.8533	-0.4288	-0.8051	-0.2529	-0.7758	-0.6918	-0.7405	-0.8559	-0.4795	-0.9041	-0.7598	-0.4047	-0.3142	-0.371	-0.1008	-1.1896	-0.2709	-0.3524	-0.2854	-0.0653	-0.2269	0.1892	-0.1712	-0.35	-0.5117	-0.456	-0.0956	-0.4088	-0.4681	-0.7003	-0.327	-0.6894	-0.5989	-0.1009	-0.6558	-0.3855	-0.3919	-0.6919	-0.7766	1.294	0.3516	0.288	0.8291	0.4565	0.176	0.2124	0.1617	0.1399	-0.4426	-0.5534	0.7034	0.0231	-0.7168	-0.2564	-0.3632
AT3G22380	-0.4346	-0.1222	-0.0919	-0.2696	-0.1954	-0.3553	-0.3145	-0.6951	-0.324	-0.193	-0.2791	-0.2831	-0.4005	-0.1622	-0.783	0.0638	-0.0976	-0.0935	-0.0075	-0.1385	-0.1027	0.3511	0.2877	0.3785	-0.0841	0.0936	0.0633	-0.2491	-0.1414	0.1566	-0.0379	-0.0509	-0.2168	0.0812	-0.1262	-0.1133	-0.3204	0.1846	-0.0546	-0.0232	-0.178	0.2758	0.0873	0.2123	0.3032	-0.2786	0.5389	0.8473	-0.0295	-0.1943	-0.1305	-0.1233	-0.5981	-0.5105	-0.5643	-0.4406	0.2211	0.2134	0.0586	-0.0435	0.5082	0.2164	0.145	0.3964
AT3G22400	0.2109	-0.4365	-0.4459	-0.392	-0.6802	-0.3586	-0.4905	-0.8926	-0.0485	0.1184	0.049	0.5242	0.0513	-0.0071	-0.8778	-0.1213	0.5984	0.1231	0.1925	0.0256	-0.7546	-0.5618	-0.0847	-0.5041	-0.3179	-0.3718	-0.3624	0.285	-0.3583	0.4142	-0.3869	-0.0633	-0.153	0.6194	0.142	-0.1816	0.3828	0.5266	0.709	0.3873	-0.5493	-0.3565	-0.215	0.1206	-0.2988	-0.1663	-0.0821	-0.3058	-0.0202	-0.1846	0.4963	0.2617	-0.0376	0.2035	0.1556	-0.4235	0.3164	0.4337	-0.2685	0.7225	-0.1499	-0.294	0.2657	0.1453
AT3G22410	0.1392	-0.4781	0.1321	0.0966	-0.3435	-0.2936	0.7704	-0.3228	0.38	0.5963	0.9774	0.8376	0.2779	1.1112	0.6055	0.6671	0.7222	0.862	0.4809	0.2646	0.548	-0.8189	-0.1059	-0.4654	-0.0188	0.0167	-0.5935	0.0238	0.9595	0.5607	1.1156	0.4356	0.8419	0.4431	0.318	0.9981	0.4183	0.2346	0.6513	1.1999	0.4304	-0.9364	-1.0037	-0.2235	-0.5829	-0.2757	-0.5852	-0.539	0.2348	-0.1885	0.2689	-0.0551	0.1339	-0.49	-0.2804	0.0926	-0.7653	-0.1198	-0.489	-0.225	-0.2515	-0.0025	0.6931	-0.1152
AT3G22420	0.9675	0.4913	-0.3087	-0.5724	-0.0267	-0.1007	-0.1101	-0.1753	-0.0169	-0.0037	-0.0538	-0.1198	0.7371	0.6372	0.1061	-0.1028	-0.0955	-0.0295	0.0207	0.0074	-0.5136	-0.6559	0.2199	0.2444	-0.5481	-0.2843	0.5156	0.9918	0.1451	-0.2085	-0.184	-0.0803	0.1244	-0.2292	-0.1011	-0.2048	0.081	1.2674	0.8263	0.3012	-0.5343	-0.6766	-0.547	0.1992	0.2237	0.0997	-0.0023	0.4712	0.8253	1.3382	1.4821	1.0356	0.6171	0.7922	0.4846	0.4324	0.4593	1.1957	0.8905	0.9995	1.3839	0.5912	0.6062	0.874
AT3G22425	0.1907	-0.1119	-0.1167	0.0281	-0.3754	-0.5981	-0.4377	0.0113	0.0606	0.1878	-0.0018	0.1143	-0.0908	-0.0463	-0.217	-0.2354	0.0763	-0.0399	0.1497	0.0226	-0.2511	-0.1695	-0.1772	0.3115	-0.01	-0.1547	-0.15	0.1527	0.098	-0.1857	0.1641	0.1653	0.1974	-0.0864	0.2647	0.2635	0.1679	0.2564	0.189	0.0884	-0.1517	-0.0702	-0.2919	-0.0778	0.4108	0.2121	0.0848	-0.3699	0.5839	0.3471	0.4717	0.707	0.678	0.6597	0.5986	0.6986	0.3212	0.0947	0.4236	0.3455	0.505	0.4405	0.5941	0.6556
