"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_wo_WT_GC_Rep1","Atha_Col-0_wo_WT_GC_Rep2","Atha_Col-0_wo_WT_GC_Rep3","Atha_Col-0_wo_WT_FLT_Rep1","Atha_Col-0_wo_WT_FLT_Rep2","Atha_Col-0_wo_WT_FLT_Rep3","Atha_Col-0_wo_act2-3_GC_Rep1","Atha_Col-0_wo_act2-3_GC_Rep2","Atha_Col-0_wo_act2-3_GC_Rep3","Atha_Col-0_wo_act2-3_FLT_Rep1","Atha_Col-0_wo_act2-3_FLT_Rep2","Atha_Col-0_wo_act2-3_FLT_Rep3"
"AT3G62430",NA,NA,"NM_116108|NP_191802",825416,"3702.AT3G62430.1",NA,"251238_at",1,2.69446856405641,2.94482567751662,2.66273361166783,3.2866110351566,2.97557535220974,3.08966693222987,2.66739240578416,2.9645059101647,2.82946094460943,3.02138823465079,2.85575366119891,2.93432919774384
"AT3G62440","SAF1",NA,"NM_116109|NP_191803",825417,"3702.AT3G62440.1",NA,"251239_at",1,2.41546833526491,2.32595050242154,2.32547575576357,2.4790873966617,2.5552356280713,2.39862190410834,2.60228029543052,2.76903030278675,2.40428729562853,2.49252726730747,2.45347670125925,2.53728347371764
"AT3G62450",NA,NA,"NM_116110|NP_191804",825418,"3702.AT3G62450.1",NA,"251240_at",1,7.62169331630021,7.72709198330167,7.59191473334708,7.91518396729626,7.88015804737776,7.71794907622809,7.21212389164332,7.52044247707261,7.57282054677113,7.85110325482894,7.87069920326015,7.83338729466171
"AT3G62460|AT3G62530",NA,NA,NA,NA,NA,NA,"251241_s_at",2,8.2246438552879,8.1850698458528,8.09164962746232,8.56832446344021,8.2574626940017,8.10404378845861,8.32677783962479,8.30486754852993,8.18367918666172,8.27287187269911,8.31491023737152,8.43041601340897
"AT3G62500",NA,NA,"NM_001340158|NM_116115|NP_001326690|NP_191809",825424,"3702.AT3G62500.1","GO:0032501|GO:0061458|GO:0048731|GO:0048856|GO:0007275|GO:0032502|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","251214_at",1,2.78055599618303,2.44924512093106,2.71306259721501,2.37190989984184,2.57471826020697,2.73525784284243,2.48408382008392,2.71019140123242,2.18462534184024,2.55188108279301,2.41005733716559,2.6034035479361
"AT3G62510",NA,NA,"NM_001340159|NM_116116|NP_001327881|NP_191810",825425,"3702.AT3G62510.1","GO:0050896|GO:0051716|GO:0034976|GO:0006950|GO:0009987|GO:0033554|GO:0006457|GO:0016853|GO:0140096|GO:0003824|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0043227|GO:0005773|GO:0110165|GO:0071944|GO:0016020|GO:0005783|GO:0043226|GO:0043229|GO:0005886","251215_at",1,2.55937866519345,2.58347685225481,2.42421966652793,2.60151488396222,2.49581848113175,2.4268402078392,2.78146842002936,2.57726970378893,2.66550151304725,2.72160356052349,2.82219572834597,2.57135093553832
"AT3G62540|AT5G14820|AT3G62470",NA,NA,NA,NA,NA,NA,"251211_s_at",3,4.1368113851313,3.89407982781762,4.37825736640578,3.99276319367214,4.18118869089114,4.15029911422954,4.11603872848917,3.9463710952974,4.36460196218905,4.02915042712347,4.11881545946854,4.15225583147643
"AT3G62550",NA,NA,"NM_116120|NP_191814",825429,"3702.AT3G62550.1",NA,"251221_at",1,4.62253254155341,4.11476098302218,4.41997745321142,5.64005447586291,5.21083686808387,4.98683661387406,4.70630297525264,5.1180965453487,4.40556497883159,5.14972948029418,5.25977331189134,5.09222148561375
"AT3G62560",NA,NA,"NM_116121|NP_191815",825430,"3702.AT3G62560.1","GO:0048199|GO:0006888|GO:0044085|GO:0051641|GO:0051640|GO:0033036|GO:0061024|GO:0034613|GO:0048194|GO:0006810|GO:0065003|GO:0071705|GO:0032879|GO:0051128|GO:0045184|GO:0060627|GO:0050789|GO:0042886|GO:0071702|GO:0051049|GO:0043254|GO:0051234|GO:0044087|GO:0051650|GO:0016050|GO:0051223|GO:0048518|GO:0051656|GO:0032880|GO:0043933|GO:0022607|GO:0051648|GO:0033043|GO:0016192|GO:0051050|GO:0016043|GO:0009987|GO:0015833|GO:0048193|GO:0006903|GO:0060341|GO:0008104|GO:0048522|GO:0051179|GO:0071840|GO:0070727|GO:0006900|GO:0006996|GO:0050794|GO:0015031|GO:0065007|GO:0090114|GO:0051649|GO:0006886|GO:0046907|GO:0070201|GO:0090087|GO:0016462|GO:0016787|GO:0003924|GO:0016818|GO:0016817|GO:0017111|GO:0003824|GO:0098588|GO:0030134|GO:0070971|GO:0043231|GO:0005773|GO:0031090|GO:0012506|GO:0110165|GO:0043226|GO:0031982|GO:0043229|GO:0030658|GO:0005622|GO:0030117|GO:0048475|GO:0030659|GO:0098796|GO:0012507|GO:0097708|GO:0071944|GO:0016020|GO:0030135|GO:0030120|GO:0098805|GO:0005737|GO:0030660|GO:0032991|GO:0012505|GO:0030662|GO:0005798|GO:0043227|GO:0031410|GO:0030133|GO:0005783|GO:0005886","251217_at",1,9.36186184719491,9.44240150304494,9.27035924632406,9.29252101653766,9.49081447951571,9.69114168011676,9.23757413680872,9.35549039674177,9.13794791868645,9.41611559285239,9.32617510581614,9.50253576084357
"AT3G62580",NA,NA,"NM_116123|NP_567130",825432,"3702.AT3G62580.1",NA,"251222_at",1,8.38394953847294,8.43508030963394,8.43167295483837,8.61767275236182,8.39538273333651,8.76153150380516,8.37581502600283,8.03716716301932,8.3975870730784,8.38462327772854,8.55125660226273,8.68538846458428
"AT3G62590","PLIP3",NA,"NM_116124|NP_567131",825433,"3702.AT3G62590.1",NA,"251191_at",1,3.70337123399755,3.77568233504183,3.66357884454866,4.04988047793381,4.22893288645646,4.12065263301942,3.69028045583632,3.79001885648411,3.86086630450177,4.36460196218905,4.2984140499495,4.12091747720937
"AT3G62600","ATERDJ3B|ERDJ3B","J domain protein localized in ER lumen. Can partially compensate for the growth defect in jem1 scj1 mutant yeast. Forms a complex SDF2-ERdj3B-BiP that is required for the proper accumulation of the surface-exposed leucine-rich repeat receptor kinases EFR.  EFR is involved in PAMP (pathogen associated molecular patterns) triggered immunity.","NM_116125|NP_191819",825434,"3702.AT3G62600.1",NA,"251182_at",1,8.19615737193877,8.10899847893258,8.34724874676955,8.06778939351847,8.06374102412005,8.03448154566081,8.14235310914188,8.27874962250688,8.41113434876552,7.9742776780456,8.03674163699921,8.26178802400002
"AT3G62610","ATMYB11|MYB11|PFG2","Member of the R2R3 factor gene family.","NM_116126|NP_191820",825435,"3702.AT3G62610.1",NA,"251223_at",1,2.90163277967847,2.94392618082434,2.98057956302818,3.22996306212164,2.75715489149789,3.2685816939228,2.76970978270314,3.16551729852997,3.01771268907276,3.1295374089695,3.24318689294888,3.02396093691974
"AT3G62620",NA,NA,"NM_001084861|NM_001203235|NM_001340161|NM_001340162|NM_001340163|NM_001340164|NM_001340165|NM_001340166|NM_001340167|NM_116127|NP_001078330|NP_001190164|NP_001326931|NP_001326932|NP_001326933|NP_001326934|NP_001326935|NP_001326936|NP_001326937|NP_191821",825436,"3702.AT3G62620.1",NA,"251224_at",1,5.15519805723492,5.40052397308896,5.44954099079265,5.59972167110738,5.41698717849411,5.29047600479998,5.2576699354705,5.32890512224515,5.39051439350222,5.30223534023725,5.1647507018566,5.55975766457609
"AT3G62630",NA,NA,"NM_116128|NP_191822",825437,"3702.AT3G62630.1",NA,"251183_at",1,3.94070681110084,4.1519864222497,4.00391962467902,4.93465237804646,4.45414617189042,4.54612868265741,4.7586109302467,4.3127587413683,4.03456306744176,4.94162053607627,4.96017724873758,4.8357594332356
"AT3G62640",NA,NA,"NM_116129|NP_191823",825438,"3702.AT3G62640.1",NA,"251180_at",1,2.97888629890752,2.86067456867876,2.97888629890752,3.13670575906259,3.43230669058249,3.05493630016015,2.94070441282777,2.71990944586022,2.95206716108729,3.04708936775216,3.22770877748984,3.11673005622151
"AT3G62650",NA,NA,"NM_116130|NM_202749|NP_191824|NP_974478",825439,"3702.AT3G62650.2",NA,"251189_at",1,10.4598776668894,10.4592966439339,10.4226704880585,11.0054507141677,10.9091362034268,10.7181728908492,10.4487845990832,10.5739695185195,10.3947065281469,10.8385723204839,10.9178583763371,10.7442133895755
"AT3G62660","GATL7","Encodes a protein with  putative galacturonosyltransferase activity.","NM_116131|NP_191825",825440,"3702.AT3G62660.1","GO:0005737|GO:0012505|GO:0043231|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0110165|GO:0071944|GO:0016020|GO:0043226|GO:0043229|GO:0005886","251225_at",1,7.36986169854688,7.3178591923789,7.35546082198973,7.39498897288323,7.60660126716617,7.82428209946036,7.42304350577274,7.47216507293073,7.13073653017136,7.49450076061358,7.68386102391906,7.49404226884568
"AT3G62680","ATPRP3|PRP3","Proline-rich protein","NM_116133|NP_191827",825442,"3702.AT3G62680.1","GO:0071944|GO:0110165","251226_at",1,8.3301817730996,7.99248715725649,7.39664088850672,3.21966286376317,2.77352114402798,3.18107411675418,7.27739675501675,7.24720798634842,7.08695929872162,2.89944201351488,2.76077271003023,2.63711624409898
"AT3G62690","ATL5","Encodes a RING-H2 zinc finger protein related to ATL2. The ATL gene family is represented by fifteen sequences that contain, in addition to the RING, a transmembrane domain which is located in most of them towards the N-terminal end.","NM_116134|NP_191828",825443,"3702.AT3G62690.1","GO:0016567|GO:0070647|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0009987|GO:0006464|GO:0044238|GO:0006807|GO:0044267|GO:0019538|GO:0032446|GO:0008152|GO:0071704|GO:0019899|GO:0005515|GO:0031625|GO:0005488|GO:0044389","251190_at",1,5.26184701226605,4.92527237739422,5.25850191444338,5.11727611619856,4.90807787410908,5.0527188240205,5.16050448027532,5.16495732040672,4.99783405270409,4.81005892882524,4.87560200520388,4.74818436380711
"AT3G62700","ABCC14|ATMRP10|MRP10","member of MRP subfamily","NM_116135|NP_191829",825444,"3702.AT3G62700.1","GO:0051179|GO:0009987|GO:0055085|GO:0051234|GO:0006810|GO:0016462|GO:0022857|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0017111|GO:0005215|GO:0022804|GO:0016887|GO:0005737|GO:0098588|GO:0043231|GO:0005622|GO:0005774|GO:0043227|GO:0005773|GO:0031090|GO:0000325|GO:0110165|GO:0016020|GO:0043226|GO:0043229|GO:0098805","251227_at",1,7.89932257302088,7.90234461223125,8.06022607951359,7.36728168774583,7.79649068034051,7.74644073899565,7.85574372147156,7.53539802274609,7.8921178927287,7.64979246982591,7.73987087310589,7.41254154695984
"AT3G62710",NA,NA,"NM_116136|NP_191830",825445,"3702.AT3G62710.1","GO:0005976|GO:0044042|GO:0009057|GO:0043170|GO:0016052|GO:0009056|GO:1901575|GO:0005975|GO:0044238|GO:0071704|GO:0008152|GO:0016787|GO:0015926|GO:0016798|GO:0004553|GO:0003824","251228_at",1,2.7915516852859,2.68266998122238,2.8029456329578,2.82596715301877,2.8176200354901,2.94051836023156,2.63741717136133,3.12074546756895,2.96523675789948,2.66499204066773,2.73678275954036,2.85910167955549
"AT3G62720","ATXT1|AtXXT1|XT1|XXT1","Encodes a protein with xylosyltransferase activity, which is specific for UDP-xylose as donor substrate and for oligosaccharides with a degree of polymerization >4. Although the enzyme utilizes either cellopentaose or cellohexaose, its activity is four-fold higher with cellohexaose as an acceptor compared to cellopentaose. The enzyme is able to add several xylosyl residues to the acceptor forming mono-, di- and trixylosylated polysaccharides.","NM_001035840|NM_116137|NP_001030917|NP_191831",825446,"3702.AT3G62720.1","GO:0044042|GO:0044085|GO:0044260|GO:0042546|GO:0009058|GO:0071554|GO:0006073|GO:0009250|GO:0005975|GO:0071704|GO:0008152|GO:0010383|GO:0016051|GO:0070589|GO:0010410|GO:0034645|GO:0009059|GO:0000271|GO:0043170|GO:0044036|GO:0034637|GO:0044237|GO:0044249|GO:1901576|GO:0009987|GO:0044038|GO:0044238|GO:0005976|GO:0071840|GO:0044262|GO:0033692|GO:0044264|GO:0016758|GO:0016740|GO:0003824|GO:0008194|GO:0035252|GO:0016763|GO:0016757|GO:0042285|GO:0005802|GO:0005768|GO:0043231|GO:0097708|GO:0005794|GO:0005773|GO:0031984|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0005737|GO:0012505|GO:0005622|GO:0031410|GO:0043227|GO:0098791|GO:0005886","251192_at",1,8.21358741353942,7.55726104510177,8.15338819506985,8.06731467957726,7.88682341143967,8.07045051547995,8.15659763535367,8.18170579615377,8.04570147198675,8.24904415227947,8.12920768841315,8.16254570842267
"AT3G62730",NA,NA,"NM_001340170|NM_116138|NP_001327071|NP_191832",825448,"3702.AT3G62730.1",NA,"251188_at",1,3.15293083625224,3.08415122756394,2.97740328443879,3.16537976773895,3.15440972239365,3.22855635921467,3.23759792101235,3.20594887191866,3.10240370427233,3.23394847807047,3.3062008826951,3.24588000750142
"AT3G62740","BGLU7",NA,"NM_001340171|NM_116139|NP_001327167|NP_191833",825449,"3702.AT3G62740.1","GO:0016787|GO:0016798|GO:0015926|GO:0004553|GO:0003824","251229_at",1,2.23468087321927,2.3642659988592,2.26072758298087,2.23795245526138,2.31803216349376,2.33692774623459,2.47192256687428,2.39200323028091,2.35847663666067,2.53123255396114,2.27976677594211,2.65838531888056
"AT3G62750","BGLU8",NA,"NM_001340172|NM_001340173|NM_001340174|NM_001340175|NM_001340176|NM_001340177|NM_001340178|NM_116140|NP_001327937|NP_001327938|NP_001327939|NP_001327940|NP_001327941|NP_001327942|NP_001327943|NP_191834",825450,"3702.AT3G62750.1","GO:0016787|GO:0016798|GO:0015926|GO:0004553|GO:0003824","251230_at",1,2.88991901141858,2.56462660568907,2.65936057095625,2.89856805867266,3.07172638221342,2.90182051519968,2.6403186542318,2.52039249340797,2.57938985211468,3.10044609636448,3.14102805605231,3.03002410317861
"AT3G62760","ATGSTF13","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","NM_116141|NP_191835",825451,"3702.AT3G62760.1","GO:0016740|GO:0005488|GO:0003824|GO:0033218|GO:0042277|GO:0043167|GO:0043168|GO:0016765|GO:0005737|GO:0110165|GO:0005622","251231_at",1,2.41652646478482,2.4197624718168,2.34412651206617,2.53847921815283,2.41409925908326,2.46464289788286,2.36880263712216,2.47055561699417,2.51680341436019,2.22897031088135,2.60294154896202,2.70344467848505
"AT3G62770","AtATG18a|ATG18a|PEUP2","Required for autophagosome formation during nutrient deprivation and senescence.","NM_001035841|NM_116142|NP_001030918|NP_567132",825452,"3702.AT3G62770.1","GO:0044085|GO:0051641|GO:0016236|GO:0033036|GO:0043412|GO:0034613|GO:0044260|GO:0036211|GO:0000422|GO:0009058|GO:0061919|GO:0007033|GO:0022411|GO:0006807|GO:0006508|GO:0009056|GO:0007005|GO:0044267|GO:0019538|GO:0006497|GO:0044248|GO:0071704|GO:0008152|GO:0022607|GO:0034645|GO:0009059|GO:0043170|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:0016043|GO:1901576|GO:0009987|GO:1903008|GO:0042158|GO:0044238|GO:0008104|GO:0006464|GO:0051179|GO:0070925|GO:0071840|GO:0070727|GO:0006996|GO:1905037|GO:0000045|GO:0042157|GO:0006914|GO:0044804|GO:0032266|GO:1902936|GO:0005488|GO:0008289|GO:0035091|GO:0043168|GO:0043167|GO:1901981|GO:0005543|GO:0005737|GO:0000407|GO:0005622|GO:0005829|GO:0110165|GO:0016020|GO:0019898|GO:0098805","251187_at",1,6.89550555240191,6.9429035538531,7.00469708931945,6.25469881468963,6.49297954637442,6.64792669438887,6.80010383918392,6.96473132835832,6.87340835766911,6.57512745921518,6.62740029635787,6.49860029861089
"AT3G62780",NA,NA,"NM_116143|NP_191837",825453,"3702.AT3G62780.1",NA,"251232_at",1,4.71924109019836,5.05023891198976,5.36012616327593,4.50833462167337,4.44514438411121,4.2057954650541,4.83589885843932,5.06107522928855,4.85808378858473,4.61579991854066,4.41794550344466,4.24012576325512
"AT3G62790",NA,NA,"NM_116144|NP_191838",825454,"3702.AT3G62790.1","GO:0071840|GO:0022607|GO:0044085|GO:0034622|GO:0033108|GO:0032981|GO:0006996|GO:0065003|GO:0016043|GO:0007005|GO:0009987|GO:0043933|GO:0031975|GO:0098798|GO:0098796|GO:0031966|GO:0098803|GO:0005743|GO:0043231|GO:1902494|GO:1990204|GO:0019866|GO:0031090|GO:0005739|GO:0110165|GO:0043226|GO:0016020|GO:0031967|GO:0043229|GO:0005737|GO:0070469|GO:0005747|GO:0032991|GO:0005622|GO:0005740|GO:0005746|GO:0098800|GO:0043227|GO:0045271|GO:0030964","251186_at",1,8.63519839235511,8.81767754864499,8.60786401546955,8.91935759034297,8.76506228055453,8.79019176742276,8.54515004518277,8.57783438118831,8.84740915577498,8.77286177232702,8.95032704781103,8.84207754680163
"AT3G62800","ATTIF3K1|DRB4","Encodes a nuclear dsRNA-binding protein that interacts specifically with DCL4.  May regulate DCL4 function and thereby affect miRNA biogenesis. DRB4 interacts with the P6 viral protein from Cauliflower mosaic virus and may be a target of viral silencing suppression.","NM_001161214|NM_116145|NM_202751|NP_001154686|NP_191839|NP_974480",825455,"3702.AT3G62800.1",NA,"251233_at",1,6.6467214804822,6.66442992391317,6.87085707943106,6.85020446981806,6.85163509047718,6.97938475185321,6.65319206289069,6.86854278206747,6.67363082638488,6.6177619587281,6.65934812280066,6.5626797719864
"AT3G62810","LYRM7|mzm1",NA,"NM_001340179|NM_116146|NP_001325829|NP_567133",825456,"3702.AT3G62810.1",NA,"251210_at",1,7.82521429856116,7.859048659588,7.76781388245805,8.07261180663918,7.9907269045048,7.93741819781996,7.78462853028396,7.99909666577051,7.79500628900709,7.92216786864756,7.88676219207045,8.16350628140091
"AT3G62820",NA,NA,"NM_116147|NP_191841",825457,"3702.AT3G62820.1","GO:0065007|GO:0050790|GO:0043086|GO:0065009|GO:0044092|GO:0098772|GO:0004857|GO:0003824|GO:0030234","251181_at",1,2.81678947051591,2.53317482693624,2.77300649739803,2.78717452574612,2.59475676358552,2.67908019227074,2.72526305002758,2.42459629916436,2.60003540933221,2.64570962647488,2.60718838686562,2.55181536249404
"AT3G62840",NA,NA,"NM_001084862|NM_116149|NP_001078331|NP_567134",825459,"3702.AT3G62840.1|3702.AT2G47640.1","GO:0006725|GO:0044085|GO:0016070|GO:0071826|GO:0006396|GO:0065003|GO:0010467|GO:0006139|GO:0016071|GO:1901360|GO:0006807|GO:0000387|GO:0022618|GO:0043933|GO:0000398|GO:0071704|GO:0008152|GO:0046483|GO:0022607|GO:0034622|GO:0043170|GO:0044237|GO:0016043|GO:0034641|GO:0009987|GO:0008380|GO:0044238|GO:0071840|GO:0090304|GO:0000377|GO:0022613|GO:0006397|GO:0000375|GO:0071013|GO:0005688|GO:0005634|GO:0043231|GO:1902494|GO:0046540|GO:0005685|GO:0110165|GO:0043226|GO:0005687|GO:0005681|GO:0043229|GO:0005682|GO:1990904|GO:0097525|GO:0030532|GO:0032991|GO:0005686|GO:0120115|GO:0097526|GO:0005622|GO:0071011|GO:0043227|GO:0120114|GO:0000974","251184_at",1,9.6891534570742,9.67068994928048,9.81948827623583,9.79264606248582,9.71457529926567,9.72137181466054,9.70265044786167,9.60742656381532,9.79978878717134,9.76594396654295,9.62588149410309,9.98820125687106
"AT3G62860","MAGL12",NA,"NM_001340180|NM_116151|NP_001327461|NP_191845",825461,"3702.AT3G62860.1","GO:0016787|GO:0016788|GO:0016298|GO:0003824|GO:0110165|GO:0016020","251235_at",1,8.352068129119,8.28703051714321,8.37607871018641,8.62902871063386,8.39008407291125,8.09715390336637,8.43548707576137,8.29306312417449,8.60651725053413,8.43407269381494,8.5131015529975,8.3953816913371
"AT3G62870",NA,NA,"NM_116152|NP_191846",825462,"3702.AT3G62870.1","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0042273|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0000470|GO:0008152|GO:0071704|GO:0003676|GO:0003723|GO:1901363|GO:0005488|GO:0097159|GO:0043232|GO:0005737|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0022625|GO:0005622|GO:0015934|GO:0005829|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","251185_at",1,12.0279999364759,11.7886092727681,11.9290975719376,12.0739376447104,11.81797309699,11.8351963152952,12.0500044140798,11.9007746022347,12.0650752646724,11.9367909836825,11.9284261103438,12.0367305251479
"AT3G62880","ATOEP16-4","Homologous to pea OEP16 and barley pPORA (OEP16), a member of Arabidopsis OEP16 family.","NM_001340181|NM_116153|NP_001319822|NP_191847",825463,"3702.AT3G62880.2","GO:0051641|GO:0045039|GO:0033036|GO:0061024|GO:0034613|GO:0006810|GO:0071705|GO:0045184|GO:0042886|GO:0071702|GO:0090150|GO:0006626|GO:0051234|GO:0007005|GO:0033365|GO:0051205|GO:0072657|GO:0006605|GO:0072594|GO:0016043|GO:0015833|GO:0009987|GO:0070585|GO:0008104|GO:0007007|GO:0051179|GO:0006839|GO:0071840|GO:0070727|GO:0072655|GO:0006996|GO:0015031|GO:0051649|GO:0006886|GO:0046907|GO:0007006|GO:0005048|GO:0022857|GO:0005488|GO:0042277|GO:0033218|GO:0042887|GO:0008320|GO:1904680|GO:0005215|GO:0098798|GO:0031975|GO:0098796|GO:0031966|GO:0005743|GO:0043231|GO:0019866|GO:0031090|GO:0005739|GO:0110165|GO:0043226|GO:0016020|GO:0031967|GO:0043229|GO:0005737|GO:0032991|GO:0005622|GO:0005740|GO:0098800|GO:0043227","251208_at",1,7.32179818608857,7.39916434782121,7.55625683620591,7.59626082775185,7.47759817405273,7.48158370205784,7.18144030623282,7.46348725321468,7.41351856647066,7.36128336075097,7.31744169647359,7.37672841014175
"AT3G62890",NA,NA,"NM_116154|NP_191848",825464,"3702.AT3G62890.1",NA,"251209_at",1,2.83773696175033,3.16470445499016,3.1901340106416,3.13742432248679,3.05826139011586,3.0550512285349,3.14984917208378,3.49939885854314,3.01890629465547,2.96724938257814,3.09382992932494,3.27810157839406
"AT3G62910","APG3|AtcpRF1|cpRF1","Isolated in a screen for chloroplast development mutants. Pale green, albino seedlings arrest early in seedling development.","NM_116156|NP_191850",825466,"3702.AT3G62910.1","GO:0043624|GO:0006518|GO:0044260|GO:0010467|GO:0009058|GO:0006412|GO:0006415|GO:0022411|GO:0006807|GO:0044271|GO:0044267|GO:0019538|GO:0043933|GO:0008152|GO:0071704|GO:0034645|GO:0009059|GO:0032984|GO:0043170|GO:1901566|GO:0044237|GO:1901564|GO:0016043|GO:0044249|GO:0034641|GO:1901576|GO:0009987|GO:0044238|GO:0043604|GO:0071840|GO:0043043|GO:0006414|GO:0043603","251193_at",1,3.67870195652237,3.40123157067587,3.70864974591917,3.73909115100033,3.87428586779751,3.71367792066931,3.5401295285728,3.52194501653346,3.48880095290494,3.58629923776125,3.61458406798014,3.74832535062717
"AT3G62920",NA,NA,"NM_116157|NP_191851",825467,"3702.AT3G62920.1",NA,"251194_at",1,6.24712136836599,6.46385797495607,6.31427759215405,6.22769756587194,6.39531983635966,6.3962881601675,5.79163450162971,6.04883435110213,6.10874926430991,6.28735779819431,6.44752530187481,6.24656042938687
"AT3G62930","GRXS6|ROXY17",NA,"NM_116158|NP_191852",825468,"3702.AT3G62930.1",NA,"251195_at",1,3.4648801116638,3.57985271279202,3.64510745527982,3.19396774069418,3.07627316877932,2.90866753121877,3.58256282954603,3.81734965093518,3.63240021440494,3.34554898240841,3.03868705381852,2.97266325805614
"AT3G62940","OTU5",NA,"NM_001203236|NM_001340185|NM_001340186|NM_116159|NM_180408|NP_001190165|NP_001325819|NP_001325820|NP_191853|NP_850739",825469,"3702.AT3G62940.3","GO:0070647|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0009987|GO:0006464|GO:0044238|GO:0006807|GO:0070646|GO:0006508|GO:0016579|GO:0044267|GO:0019538|GO:0071704|GO:0008152|GO:0016787|GO:0004843|GO:0101005|GO:0008242|GO:0008233|GO:0140096|GO:0003824","251149_at",1,7.09946256042417,7.11301611427375,7.23434922269321,6.97029943610916,6.99056780017832,7.24130038973625,7.04640005551609,7.47553265361086,7.1138247090224,7.11740038669651,7.35914936304606,7.05229675318853
"AT3G62950","GRXC11|ROXY4",NA,"NM_116160|NP_191854",825470,"3702.AT3G62950.1",NA,"251196_at",1,3.11965893260707,3.58590408876731,3.48799064907257,3.07963452017357,3.10832660800083,2.80478616995667,3.42439896133728,3.68515101698731,3.35287554331666,3.40667249097523,3.51847524634471,2.8715583576317
"AT3G62960","ROXY8",NA,"NM_116161|NP_191855",825471,"3702.AT3G62960.1","GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","251197_at",1,2.90633684396746,2.92485483690973,2.79308631227471,2.80068207118661,2.64935968731365,2.99320105203704,2.8539571578143,2.8870997793004,2.73073360638036,2.98934032566258,2.78882184941021,3.05013510953305
"AT3G62970",NA,NA,"NM_001340187|NM_001340188|NM_116162|NP_001325834|NP_001325835|NP_191856",825472,"3702.AT3G62970.1","GO:0009057|GO:0019941|GO:0016567|GO:0070647|GO:0043412|GO:0043170|GO:0044260|GO:0030163|GO:1901564|GO:0036211|GO:1901565|GO:0044237|GO:0009987|GO:0006464|GO:0044238|GO:0006511|GO:0043632|GO:0044257|GO:0006807|GO:0006508|GO:0009056|GO:1901575|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0032446|GO:0044248|GO:0008152|GO:0071704|GO:0061659|GO:0016740|GO:0004842|GO:0140096|GO:0019787|GO:0003824|GO:0061630|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","251198_at",1,7.18694071415371,7.14251196819815,7.2244877707803,7.25326853596862,7.30006835806936,7.00088355312047,7.25409774698447,7.29074809077079,7.23917933598344,7.34618124012827,7.30849233539005,7.45604039971197
"AT3G62980","AtTIR1|TIR1","Encodes an auxin receptor that mediates auxin-regulated transcription.  It contains leucine-rich repeats and an F-box and interacts with ASK1, ASK2 and AtCUL1 to form SCF-TIR1, an SCF ubiquitin ligase complex. Related to yeast Grr1p and human SKP2 proteins, involved in ubiquitin-mediated processes. Required for normal response to auxin and repressed in response to flagellin.    As part of the SCF complex and in the presence of auxin, TIR1 interacts with Aux/IAA transcriptional repressor proteins and mediates their degradation.","NM_116163|NP_567135",825473,"3702.AT3G62980.1","GO:0009057|GO:0019941|GO:0043170|GO:0043161|GO:0044260|GO:0030163|GO:1901564|GO:1901565|GO:0044237|GO:0009987|GO:0044238|GO:0006511|GO:0043632|GO:0006807|GO:0044257|GO:0006508|GO:0031146|GO:0009056|GO:1901575|GO:0010498|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0044248|GO:0008152|GO:0071704|GO:0019005|GO:0032991|GO:0000151|GO:0031461|GO:0005622|GO:1902494|GO:1990234","251199_at",1,7.5828342036134,7.46148715159385,7.55837389752139,7.50484720901148,7.37022796797219,7.34702374575705,7.66006572661913,7.95773359180236,7.73070965786654,7.42037469900585,7.5246846023891,7.20001436808675
