"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_sl_FLT_BA1","Atha_Col-0_sl_FLT_BA2","Atha_Col-0_sl_FLT_BA3","Atha_Col-0_sl_FLT_BA4","Atha_Col-0_sl_FLT_BA5","Atha_Col-0_sl_FLT_BG1","Atha_Col-0_sl_GC_BA1","Atha_Col-0_sl_GC_BA2","Atha_Col-0_sl_GC_BA3","Atha_Col-0_sl_GC_BA4","Atha_Col-0_sl_GC_BA5","Atha_Col-0_sl_GC_BG1","Atha_Col-0_UdCC_FLT_BB2","Atha_Col-0_UdCC_FLT_BB3","Atha_Col-0_UdCC_FLT_BB4","Atha_Col-0_UdCC_FLT_BB5","Atha_Col-0_UdCC_FLT_BG2","Atha_Col-0_UdCC_FLT_BG3","Atha_Col-0_UdCC_GC_BB2","Atha_Col-0_UdCC_GC_BB3","Atha_Col-0_UdCC_GC_BB4","Atha_Col-0_UdCC_GC_BB5","Atha_Col-0_UdCC_GC_BG2","Atha_Col-0_UdCC_GC_BG3"
"AT1G02575",NA,NA,"NM_001197962|NP_001184891",10723100,"3702.AT1G02575.1",NA,"260907_at",1,2.50205720894659,2.47203637268618,1.74554586203012,2.19678967400502,2.97417153492456,1.93597163966457,1.96906585452431,1.46058930535005,2.27409124063639,1.59843061801591,2.20003570682353,1.60120335760464,1.12641527509975,1.07571004193702,1.42181056731671,1.51647674856634,1.2706726167125,1.16670641893945,1.63913862133573,1.41148596490074,1.61595653489068,1.25295409682951,1.44685902433548,1.12884098035362
"AT1G02580","EMB173|FIS1|MEA|SDG5","Encodes a putative transcription factor MEDEA (MEA) that negatively regulates seed development in the absence of fertilization. Mutations in this locus result in embryo lethality.  MEA is a Polycomb group gene that is imprinted in the endosperm.  The maternal allele is expressed and the paternal allele is silent.  MEA is controlled by DEMETER (DME), a DNA glycosylase required to activate MEA expression, and METHYLTRANSFERASE I (MET1), which maintains CG methylation at the MEA locus. MEA is  involved in the negative regulation of its own imprinted gene expression; the effect is not only allele-specific but also  dynamically regulated during seed development. In the ovule, the MEA transcripts  are accumulated at their highest level before fertilization  and gradually decrease after fertilization","NM_001331345|NM_100139|NP_001322965|NP_563658",839422,"3702.AT1G02580.1",NA,"260908_at",1,1.05882235103102,1.20607805741734,1.26149742431485,2.39384952638199,1.95246885554615,1.29471383216514,2.3554719397268,1.72795684622058,1.26010954945265,2.0636181393037,1.08529841378547,1.14047025678289,0.856696033034339,1.10139260880609,0.948098293802686,0.974782756583436,1.3800619236898,0.745618096395933,1.0663867215653,0.745889143924106,1.0416891761929,0.747622903868501,1.25572901713437,0.740947773662909
"AT1G02590|AT1G04580",NA,NA,NA,NA,NA,NA,"264614_s_at",2,1.65610324395433,1.08939087609259,2.24294662982507,0.645272881601147,0.651325791576061,1.41449474808495,1.28811028144672,0.770241789890505,1.48007080877931,1.3053736671724,0.936562669558468,1.0243815868255,0.638414549555591,0.465295651428109,0.979245247492099,0.624883239144285,0.291394468874805,0.706458337349808,1.03425887053816,0.617465533043656,0.552925965305588,0.506292989481794,0.504550214467732,0.787602407244675
"AT1G02620",NA,NA,"NM_001331348|NP_001318907",839269,"3702.AT1G02620.1",NA,"260930_at",1,0.982473467759498,1.68174076266912,1.44689257243758,1.34881267279869,1.58196061345263,3.29908327590859,1.48192198220035,1.06927108152236,1.20605340533118,1.05414892472976,1.95760147999266,1.4804658512918,1.03458251809509,0.881868196770307,1.0027313300481,0.858609139742288,1.08335990355848,0.757346787915262,0.785320453072321,0.787557511304699,1.09054936459868,1.09962549895275,0.925631105652995,1.02177816826494
"AT1G02640","ATBXL2|BXL2","encodes a protein similar to a beta-xylosidase located in the extracellular matrix. This is a member of glycosyl hydrolase family 3 and has six other closely related members.","NM_100144|NP_563659",837940,"3702.AT1G02640.1","GO:0010383|GO:0010410|GO:0009057|GO:0043170|GO:0044260|GO:0044036|GO:0044237|GO:0009987|GO:0071554|GO:0044238|GO:0005976|GO:0045491|GO:0044262|GO:0016052|GO:0009056|GO:1901575|GO:0044265|GO:0005975|GO:0008152|GO:0071704|GO:0044264|GO:0044248|GO:0016787|GO:0016798|GO:0004553|GO:0003824|GO:0009505|GO:0030312|GO:0005618|GO:0110165|GO:0071944","260914_at",1,1.93530257681571,3.02266885537242,3.30067786343503,2.14855254998057,1.42777045451057,2.08309799670846,1.96134973799377,2.14828133313491,1.68778378656906,1.66372360128497,1.87441863033663,1.68433235980474,2.89414074460544,2.32013309159211,2.55448925386103,2.73729732886408,2.43268604715539,3.34496953203208,1.61080140584358,2.7140607595826,2.3509698899579,2.1500987307849,2.18874457323553,2.6471991007653
"AT1G02660","PLIP2",NA,"NM_100146|NP_563660",839544,"3702.AT1G02660.1",NA,"260915_at",1,1.31303745981364,1.54267519803905,2.61326153899163,1.26572558488702,0.978724959942737,2.20813696170795,1.15415818916436,1.41212789315818,1.62813157655092,1.21020271547406,1.83663935936766,2.32197042186701,1.54128679106143,0.827891411727212,0.953766766718286,1.51766065601517,1.01397379806085,1.13215356785283,2.03166540974459,1.01397379806085,1.55435437126377,1.51753751839517,1.14334804592845,1.26527972392242
"AT1G02670",NA,NA,"NM_001331350|NM_001331351|NM_001331352|NM_001331353|NM_001331354|NM_001331355|NM_100147|NP_001321902|NP_001321903|NP_001321904|NP_001321905|NP_001321906|NP_001321907|NP_171767",839532,"3702.AT1G02670.1",NA,"260909_at",1,2.02912998402915,2.16358946076678,2.06643907158575,1.44154586648446,1.25884431607306,2.27135383105908,1.11560568750923,1.4214532019422,0.91906161425908,1.66636888137344,1.29516632733983,2.07754521500495,0.914795108510206,0.808758420040155,1.00120507362955,0.695725951655718,0.794045668244378,0.621843932051936,1.40543929097597,0.725482864842602,1.03557897523379,0.573022044478691,0.842628096888919,0.888688074335307
"AT1G02680","TAF13",NA,"NM_100148|NP_171768",837962,"3702.AT1G02680.1","GO:0097659|GO:0006725|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0016070|GO:0044260|GO:0010467|GO:0044237|GO:0032774|GO:0044249|GO:0034641|GO:1901576|GO:0009058|GO:1901362|GO:0009987|GO:0006139|GO:0044238|GO:0018130|GO:0006351|GO:0090304|GO:0034654|GO:1901360|GO:0006807|GO:0044271|GO:0019438|GO:0006366|GO:0071704|GO:0008152","260929_at",1,0.986146662249442,1.21705514032495,1.05729197214176,1.52042371945076,1.48963467841495,1.20141997625844,1.27801858011735,1.01896140631703,1.13701763600484,0.920983818636567,1.43540473488403,1.20605340533118,1.56742422806241,1.46736169777346,1.4061054015799,1.49338837864432,2.30171912954125,2.26274298973589,2.62307693764774,1.49352679702415,1.62025301722776,1.91951615241684,1.4322916413584,1.95823067281982
"AT1G02690","IMPA-6","Putative importin alpha isoform. When overexpressed can rescue the impa-4 decreased transformation susceptibility phenotype.","NM_100149|NM_202014|NP_171769|NP_973743",839517,"3702.AT1G02690.2","GO:0051641|GO:0033036|GO:0034613|GO:0006810|GO:0034504|GO:0071705|GO:0072594|GO:0015833|GO:0009987|GO:0045184|GO:0008104|GO:0051179|GO:0042886|GO:0006606|GO:0071702|GO:0070727|GO:0051234|GO:0006913|GO:0015031|GO:0006886|GO:0051649|GO:0046907|GO:0033365|GO:0017038|GO:0051169|GO:0051170|GO:0005048|GO:0005215|GO:0005488|GO:0033218|GO:0042277|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","260910_at",1,1.56019103719022,1.38278600498259,1.72382437748064,1.16490448097158,1.2373191636379,1.23100328536658,2.13653290726517,1.17037345980694,1.42175470958711,1.85719897296929,1.83512176499444,1.97722540799287,1.31115497495314,1.04878947947712,1.00415931811526,1.01134168069278,1.42694038796792,1.83227988131463,1.29639863221399,1.21042224121129,1.2310359295488,1.1568003172009,0.840011968012335,1.39262702609364
"AT1G02700",NA,NA,"NM_100150|NP_563661",839492,"3702.AT1G02700.1",NA,"260917_at",1,2.44506820874779,1.86061045284859,2.87707228919186,1.61143064531931,1.2220670210944,1.39570500717828,2.52613176367805,1.96351516123541,1.32085904823573,1.65767513508388,1.66672805801347,1.57492798782145,1.02361723902871,0.881755411114294,1.31510873340765,1.16252755668805,1.13179935677958,0.949324521405179,1.39874901744981,0.895587200326834,1.40874761303275,0.911223320960011,1.0338614548525,0.851840169287452
"AT1G02710",NA,NA,"NM_100151|NP_171771",839483,"3702.AT1G02710.1",NA,"260905_at",1,5.39093012002191,6.39044421037993,7.00208199644673,5.51752385436209,5.06941397153365,5.71266774512126,5.65516440493322,5.5292724711645,6.67967941667151,7.33232093346469,6.89353100460498,5.20939320807419,4.52243880422801,4.3667415683708,4.88917624625727,4.57383421136126,4.12296216143248,4.17930332252666,4.83887181580286,4.72682110694133,5.12683960319599,4.61579410394163,5.08699689270554,4.36228095778584
"AT1G02720","AtGATL5|GATL5","Encodes a protein with  putative galacturonosyltransferase activity.","NM_100152|NM_202015|NP_171772|NP_973744",839475,"3702.AT1G02720.1","GO:0005737|GO:0012505|GO:0043231|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0110165|GO:0071944|GO:0016020|GO:0043226|GO:0043229|GO:0005886","260928_at",1,1.36526268982509,1.16169699941917,1.18117423560344,0.917996366618393,1.1790807666316,1.21439064345372,1.37427796141884,1.09826680872753,0.923643786679368,1.14920282346473,1.27354984720038,1.33163953446267,1.17678976439903,0.94239342259268,1.23417578607152,1.36222400737402,1.22682636222198,1.47214505551822,0.948125208663324,1.17747974751613,1.05863918189543,0.995058723715715,0.909225863432222,1.07717892856229
"AT1G02730","ATCSLD5|CSLD5|SOS6","Encodes a gene similar to cellulose synthase. Knock-out mutant has reduced growth, reduced xylan level and reduced xylan synthase activity in stems.","NM_100153|NP_171773",839467,"3702.AT1G02730.1","GO:0044085|GO:0051301|GO:0090148|GO:0061024|GO:0000280|GO:0042546|GO:0022402|GO:0016043|GO:0009832|GO:0009987|GO:1903047|GO:0071554|GO:0071840|GO:0000281|GO:0000278|GO:0071669|GO:0006996|GO:0061640|GO:0007049|GO:0140014|GO:0048285|GO:0000910|GO:0016758|GO:0000030|GO:0016757|GO:0016740|GO:0003824|GO:0005802|GO:0043231|GO:0005794|GO:0005773|GO:0031984|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005737|GO:0012505|GO:0005622|GO:0043227|GO:0098791|GO:0005886","262109_at",1,1.2478409478565,1.24269234317307,0.719065332931475,0.882270423141991,1.42444071116139,0.864252206509725,1.0793589143535,1.12082550160608,0.818844498486118,1.09149080391893,0.735922959608506,0.929596084776603,0.957093485070851,0.690749718858185,0.830075832601532,0.884672180533773,0.628647659866399,1.027552258951,0.757516962870864,0.716661153147871,1.06183256726053,1.13402512929927,0.761721611107502,0.643050718524238
"AT1G02740","MRG2",NA,"NM_100154|NP_171774",839455,"3702.AT1G02740.1","GO:0018394|GO:0018205|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0016570|GO:0044237|GO:0018193|GO:0016043|GO:0016569|GO:0043543|GO:0009987|GO:0018393|GO:0006464|GO:0044238|GO:0071840|GO:0006996|GO:0051276|GO:0006807|GO:0016573|GO:0006325|GO:0044267|GO:0019538|GO:0006473|GO:0008152|GO:0071704|GO:0006475|GO:0031974|GO:0043233|GO:0000123|GO:0005634|GO:0043231|GO:1902493|GO:0005654|GO:1902494|GO:1990234|GO:0070013|GO:0110165|GO:0043226|GO:0043229|GO:0031248|GO:0032991|GO:0005622|GO:0043227|GO:0031981","262108_at",1,1.03895290649557,1.96593348330465,1.17413319128761,1.29096116508336,0.978141316831912,1.20008001947312,1.08627912497269,1.03109790941413,1.20605340533118,1.08841080137872,1.22477901333566,1.64923714434458,1.05908520608005,0.982877364985473,1.16462263877121,1.32805477427309,1.10377029186261,0.977692174416369,1.02496839799666,0.937805851318541,0.968202497609185,0.979099147678071,1.20008001947312,0.963030126648187
"AT1G02750",NA,NA,"NM_001197963|NM_100155|NP_001184892|NP_171775",839432,"3702.AT1G02750.1",NA,"262107_at",1,0.884274050256034,2.24871628136428,2.05732631913544,1.19809057716547,0.72388667964155,1.09869789604608,1.37605736301472,0.820018980756958,1.00046802886469,1.24400897899258,1.8418577163996,0.822015112709597,1.2143143294823,0.950961160913186,1.52282149557086,0.965112243904901,1.30178314322586,1.29905891068989,3.426887434302,1.29685470535178,1.10038561997661,1.01119527324797,1.35548960603948,1.14818004692543
"AT1G02780","emb2386",NA,"NM_100157|NP_171777",839407,"3702.AT1G02780.1","GO:0003735|GO:0003676|GO:1901363|GO:0003723|GO:0005198|GO:0005488|GO:0097159|GO:0005737|GO:0043232|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0005622|GO:0022625|GO:0015934|GO:0005829|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","262117_at",1,7.01679066173058,7.05974824498688,6.17331588220947,7.79759316840528,4.92376650979051,7.06496892532097,6.25293611828043,7.71711066371342,6.80447677455539,6.31357265904991,6.26153023787735,6.75699493162233,8.75055428561137,8.43019626002706,8.42187120809617,8.33457296562897,8.30858362520462,8.31088016234068,6.95038698391738,8.18831033219558,8.39074205342239,8.24687163234327,8.25563733675127,8.3563079447487
"AT1G02790","PGA4","encodes a exopolygalacturonase.","NM_100158|NP_171778",839391,"3702.AT1G02790.1",NA,"262122_at",1,2.40186238071459,1.86887764050196,1.27196784627215,1.21902986531359,0.783277643378942,1.51749014514022,1.03662137929252,1.96407539914626,1.64330385509426,0.95472618559612,1.0059025428468,1.54897286989845,0.902186446375239,1.11572761999249,0.947837508970687,0.758475480832858,0.788723913136885,0.951570340487382,0.877575465226037,0.821420097152081,0.989741762314156,0.822015338981227,0.795365530961547,0.796466937500207
"AT1G02800","ATCEL2|CEL2","Encodes a protein with similarity to endo-1,4-b-glucanases and is a   member of Glycoside Hydrolase Family 9. CEL2 is induced by nemotodes and is expressed in syncitia induced by  Heterodera schachtii.May be involved in the development and function of syncitia.","NM_100159|NP_171779",839385,"3702.AT1G02800.1",NA,"262121_at",1,2.09188046362456,1.20517293410738,2.1583212544082,1.06907750037277,0.745623848406544,1.16930431097501,0.946177148049375,1.63482213848749,1.76668175501358,1.24400897899258,1.10870400884997,0.855356892420519,0.919446512629743,0.985298654712637,1.11298308837846,0.650230866339193,1.05599615834674,0.918611936413813,1.26295975521129,1.03649592877054,1.04131695411239,1.21356153869567,1.11069875541624,1.10888645858272
"AT1G02810",NA,NA,"NM_100160|NP_563662",838078,"3702.AT1G02810.1","GO:0016787|GO:0052689|GO:0016788|GO:0098772|GO:0004857|GO:0003824|GO:0030234","262105_at",1,1.98019335662913,1.30503019167397,1.93657120680002,1.42868323397864,1.36114845402618,1.32544195682706,2.12563952878702,2.02012196527784,2.36249692221458,1.25169664116445,1.67420083973906,1.49724246530678,3.48980197705228,2.33668972164913,2.10910162674934,2.60855398092495,3.00482805338633,3.77539922485456,1.33998266483508,2.83404654732854,2.69927983009029,2.65643310508864,3.69927232969083,3.11768139953035
"AT1G02813",NA,NA,"NM_100161|NP_563663",839360,"3702.AT1G02813.1",NA,"262115_at",1,0.859289043747222,1.43839139762478,1.43448564203106,1.28867416885755,1.29871212964028,0.956184540169858,1.35878449855213,1.4343161897475,1.70602891770643,1.24820480424384,0.896030994495715,1.09019913255227,0.755394564939663,0.829805021341478,0.772162598193737,0.923515979854402,0.791984083101891,0.812479733964104,1.46929144016165,0.981557543223127,1.05052713757891,1.04592139532089,1.03688709151455,0.714995381846377
"AT1G02816",NA,NA,"NM_100162|NP_563664",839308,"3702.AT1G02816.1",NA,"262116_at",1,1.78543921388582,0.988142619575709,1.21041049568651,1.29256324391929,1.06701962228173,0.852821402152586,1.43064946011782,3.07518258834613,1.12919724080718,1.24943526682717,1.04605063381468,1.65680422854472,1.23394146778121,1.6974468837107,1.21636523312132,1.43943061404989,1.68452789735458,1.49923318610695,1.4557868632195,1.62497848448838,1.15086302275332,0.976931077192646,1.5266042446736,1.02339776479219
"AT1G02820","AtLEA3|LEA2|LEA3",NA,"NM_100163|NP_171781",839304,"3702.AT1G02820.1","GO:0050896|GO:0006950|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0005739|GO:0043226|GO:0043229","262113_at",1,2.44455609107419,2.01540933299315,2.1554245776321,1.91532181603568,1.63662684007402,2.39566420268853,2.54843433436563,2.89391887466198,3.16960718861452,1.74785104083772,1.97117244910853,1.90220780647463,1.74815078867504,1.56193878592712,2.12201475642383,1.44437338960213,1.49414581559402,1.56410526060583,2.69629485126496,1.4863725307763,2.06610524029828,1.49573870967641,1.35527787559842,1.70190926585722
"AT1G02830",NA,NA,"NM_100164|NP_171782",838098,"3702.AT1G02830.1","GO:0034645|GO:0009059|GO:0043170|GO:0006518|GO:0044260|GO:1901566|GO:1901564|GO:0010467|GO:0044237|GO:0002181|GO:0044249|GO:1901576|GO:0034641|GO:0009058|GO:0009987|GO:0044238|GO:0006412|GO:0043604|GO:0043043|GO:0006807|GO:0044271|GO:0044267|GO:0019538|GO:0006414|GO:0043603|GO:0008152|GO:0071704|GO:0003735|GO:0003676|GO:0003723|GO:1901363|GO:0005198|GO:0005488|GO:0097159","262132_at",1,1.52106036577074,1.26001948596316,1.14027379176704,1.41786213994242,1.13694272316404,1.07781646653221,1.49097202849876,0.828073650790643,1.81221012561289,0.977374933258314,1.34955255038428,1.6945888629682,0.957564723674742,1.32002522134602,0.85461873362856,0.965513796198257,0.828736970968127,0.862748672432689,1.17726031440188,1.0211118828504,1.17372097345265,0.754445667440418,0.933787990516996,0.706221773508912
"AT1G02840","At-SR34|ATSRP34|SR1|SR34|SRP34","SR1 is a plant homologue of the human general/alternative splicing factor SF2/ASF.","NM_001331357|NM_001331358|NM_001331359|NM_180602|NM_180603|NP_001318908|NP_001321307|NP_001321308|NP_850933|NP_850934",839262,"3702.AT1G02840.1","GO:0006725|GO:0016070|GO:0051171|GO:0006396|GO:0010467|GO:0006139|GO:0045292|GO:0050789|GO:0016071|GO:1901360|GO:0006807|GO:0000380|GO:0050684|GO:0010468|GO:0071704|GO:0000398|GO:0008152|GO:0046483|GO:0043170|GO:0044237|GO:0034641|GO:0009987|GO:0008380|GO:0051252|GO:0044238|GO:0080090|GO:0043484|GO:0090304|GO:0060255|GO:0019219|GO:0050794|GO:0000377|GO:0065007|GO:0006397|GO:0000375|GO:0048024|GO:0019222|GO:0000381|GO:1903311|GO:0031323|GO:0003676|GO:0003723|GO:1901363|GO:0005488|GO:0097159|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0005622|GO:0005654|GO:0070013|GO:0043227|GO:0031981|GO:0110165|GO:0016607|GO:0043226|GO:0016604|GO:0043229","262110_at",1,2.06279857069834,3.86192406339567,3.93817929889549,4.63257980679115,2.42621337690142,2.5933445685213,2.59177521406766,3.31648904057269,2.52099739602402,4.77944179404501,3.56747519226783,1.4094476132416,6.19682982239305,6.21359355274393,5.35604064463471,6.42794731399136,6.25332318722583,6.44815053287746,6.46405592407432,5.7641542127533,5.36221883376899,5.98317193296798,5.2017460435711,5.94468048017303
"AT1G02850","BGLU11",NA,"NM_001123745|NM_001331360|NM_100166|NM_179247|NM_202017|NP_001117217|NP_001318909|NP_563666|NP_849578|NP_973746",839435,"3702.AT1G02850.4","GO:0016787|GO:0016798|GO:0015926|GO:0004553|GO:0003824","262118_at",1,0.985455498959791,1.2725368864764,0.856388578548121,1.55296427631097,0.934604530292402,1.11130106161177,1.25730872644687,2.07396362126236,1.095804286825,1.24400897899258,1.32786398229107,1.40521765812437,2.06747003867464,2.29000119779924,2.1780077325314,1.93017957496987,2.7025682479148,2.86798821705796,2.53191856660614,2.71931677722094,3.11851279821754,2.64202385043281,1.99510797719518,3.17282268828392
"AT1G02860","BAH1|NLA|SYG1","Encodes a likely ubiquitin E3 ligase with RING and SPX domains that is involved in mediating immune responses.  Targeted by MIR827.","NM_001123746|NM_001331361|NM_100167|NP_001117218|NP_001321448|NP_563667",839559,"3702.AT1G02860.1",NA,"262114_at",1,1.74637112995325,1.78552620187729,2.44353262642026,2.86803974600304,1.67009458104424,2.69338589367071,2.22368250221955,4.2429762297287,2.00603891680121,3.09554563169416,2.13359001475187,2.60644931155107,3.49363493274085,4.06251707987048,3.47663576778225,3.6837953682128,4.00081030330219,4.0870720926116,4.83462120079117,4.414116782811,4.61387266758441,3.85349854654071,3.57634544045381,3.93417557082412
"AT1G02870",NA,NA,"NM_100168|NP_563668",839496,"3702.AT1G02870.1","GO:0071840|GO:0044085|GO:0042254|GO:0009987|GO:0042273|GO:0022613|GO:0031974|GO:0043232|GO:0043228|GO:0043233|GO:0005634|GO:0043231|GO:0005622|GO:0070013|GO:0043227|GO:0005730|GO:0031981|GO:0110165|GO:0043226|GO:0043229","262112_at",1,1.13123684363425,1.49974860473557,1.29860048151246,1.32875979226041,0.875653768024377,1.80970467601008,1.14782567975498,1.79587155484501,1.40659580341071,1.43916257379969,1.52662629244265,1.78700008111508,2.21815028290331,1.56711727204149,2.04647078798268,1.24019498047378,1.81737320158387,1.65665463557807,1.5105419796754,1.5093746499267,1.72665404126645,1.74562617468679,1.83496534800143,2.07622318928346
"AT1G02890",NA,NA,"NM_001123748|NM_100170|NP_001117220|NP_171788",839507,"3702.AT1G02890.1",NA,"262130_at",1,3.43606664066939,3.46173544625839,2.64596313504103,3.79230168899542,3.06738124570043,2.83312717449346,3.19343865444819,4.25082304861966,3.01343741466395,2.59967029035303,4.12949589205306,3.72911824948956,4.96765474507508,4.83901620137439,4.28515168914674,4.92228722322648,5.39331826630316,4.97946651605261,6.74836870602832,4.32635364742941,4.21933493007861,4.8485897913563,4.71024820064454,5.30698130505488
"AT1G02900","ATRALF1|RALF1|RALFL1","Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide. Mediates  Ca2+-dependent signaling.","NM_100171|NP_171789",839389,"3702.AT1G02900.1","GO:0050789|GO:0050896|GO:0007165|GO:0051716|GO:0019932|GO:0019722|GO:0050794|GO:0065007|GO:0007154|GO:0035556|GO:0009987|GO:0023052|GO:0030054|GO:0110165|GO:0009506|GO:0005911|GO:0070161","262131_at",1,2.08754680351403,3.76276358983422,2.42776647531249,2.17033671447867,1.41964164651097,2.99764113097982,3.76288716519773,2.72701606084748,4.004534182773,3.37997571154785,2.86899883744984,2.84938308209312,4.73126732294004,4.88530458293506,4.70692623219233,5.47303060079553,5.38111781020539,4.67669838154091,2.83576127469203,5.62792627769037,4.79908790846913,5.07669237757506,4.01116342521681,5.82476938674198
"AT1G02910","LPA1","Mutants defective in this gene were shown to have a reduced PSII content (overall reduction in the levels of several PSII subunits) and a disrupted grana stack structure. The N-terminal half of the protein contains two tetratricopeptide repeat (TPR) motifs that are arranged tandemly, each consisting of a 34-residue degenerate consensus sequence. The  N-terminal sequence is rich in positive and hydroxylated amino acid residues.","NM_001331364|NM_100172|NP_001320623|NP_171790",839350,"3702.AT1G02910.1",NA,"262104_at",1,1.23418168608373,1.62357674512241,1.19829698093777,1.19719006871902,1.79465030446428,1.53413427860899,0.886716896137513,0.945568171806062,1.57613698925337,0.971952531385416,0.85026552873036,1.16606383667297,1.22564453804504,1.32608489397708,1.05275736638021,1.3450578755831,1.05116953504807,1.37606436127725,2.22988745405338,1.53222394407269,1.34664165434191,1.09772902773784,1.11054775250777,1.13005449902804
"AT1G02930|AT1G02920",NA,NA,NA,NA,NA,NA,"262119_s_at",2,3.78267017787787,4.01192253515079,1.54989806503989,5.8657587531244,1.83416608001506,3.86610030392995,3.11326394128607,4.51259520821329,2.62592861984196,2.48740942808641,2.43342180135207,2.21762137593083,6.28509586980841,6.18128591089778,6.53069540203824,5.97171655724469,6.92805347312319,6.40585602122375,6.98693801432695,6.38054904619501,6.48423442068281,7.01887592224024,6.20074346665363,6.93164458131379
"AT1G02940","ATGSTF5|GSTF5","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","NM_001331365|NM_001331366|NM_001331367|NM_100175|NP_001322017|NP_001322018|NP_001322019|NP_171793",839479,"3702.AT1G02940.1","GO:0016740|GO:0005488|GO:0003824|GO:0033218|GO:0042277|GO:0043167|GO:0043168|GO:0016765|GO:0005737|GO:0110165|GO:0005622","262103_at",1,1.01079740903684,1.12302506614752,0.980574279766651,1.02582956965505,0.653818705718497,0.898117476052185,0.780163813913322,0.828708736368415,1.20605340533118,1.15910177056344,1.20149416697511,1.12253479795183,0.709112964512005,0.67333372691797,0.868859558289145,0.876106000034738,0.708282893245007,0.802800956002613,0.931432601093828,0.758332823795488,0.866657049875709,0.676407650886315,0.659592648346581,0.737545986524634
"AT1G02950","ATGSTF4|GST31|GSTF4","Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).","NM_001035860|NM_001123749|NM_001331368|NM_100176|NM_179250|NP_001030937|NP_001117221|NP_001320441|NP_563670|NP_849581",838240,"3702.AT1G02950.2","GO:0016740|GO:0005488|GO:0003824|GO:0033218|GO:0042277|GO:0043167|GO:0043168|GO:0016765|GO:0005737|GO:0110165|GO:0005622","262120_at",1,1.29232030042356,1.33721451236258,1.38105611573284,1.13600146926756,1.3877794980829,1.79506690551783,1.33328117314725,1.06576007391805,1.59303853196955,1.55958360652963,1.34594354565831,1.06577998634142,1.28030454706229,1.35267613733039,1.44052099783254,0.995294018196749,0.765477903954203,0.893753290216864,1.14348575295376,0.958641595011914,0.915844894990979,0.951207420871644,1.00547306329479,0.938863994852609
"AT1G02960",NA,NA,"NM_001035861|NM_001331369|NM_001331370|NM_001331371|NM_100177|NM_179251|NP_001030938|NP_001321862|NP_001321863|NP_001321864|NP_563671|NP_849582",839363,"3702.AT1G02960.2",NA,"262111_at",1,1.13363076134531,1.70386178046138,0.88042543766395,0.93421205645913,1.05456105207832,1.33637888518889,1.24609948455902,1.33424704260278,0.883357981833885,1.18269683549293,1.3048829540609,1.34545736230429,1.3622343392687,1.72742831708906,1.4580018978837,1.71957370479987,1.41527192522701,1.66737353910655,1.11966313366361,1.0669649194029,1.93072412773183,1.37407190590275,1.17333605077542,1.41889531881691
"AT1G02970","ATWEE1|WEE1","Protein kinase that negatively regulates the entry into mitosis.","NM_100178|NP_171796",839453,"3702.AT1G02970.1","GO:0016740|GO:0016773|GO:0003824|GO:0004674|GO:0016772|GO:0140096|GO:0016301|GO:0004672|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","262106_at",1,1.06247944535546,1.13164777401162,1.08607294019906,0.977679218472101,0.827918249235844,0.938362846236711,1.01447136069644,0.884183141003157,1.24940950585997,1.08150100647307,1.61478875726321,1.03300429468959,1.17308330412818,0.808758420040155,0.939064907205485,0.833046221291636,0.877135132566513,0.879367814157021,1.04288157840225,1.33329975489843,0.997697534632203,0.918317157552222,1.05239888937852,0.840091624745942
