"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col0_sl_noHeat_noAnox_Rep2","Atha_Col0_sl_Heat_noAnox_Rep1","Atha_Col0_sl_Heat_noAnox_Rep2","Atha_Col0_sl_noHeat_Anox_Rep1","Atha_Col0_sl_noHeat_Anox_Rep2","Atha_Col0_sl_Heat_Anox_Rep1","Atha_Col0_sl_Heat_Anox_Rep2","Atha_Col0_sl_noHeat_noAnox_Rep1"
"AT1G08090","ACH1|ATNRT2.1|ATNRT2:1|LIN1|NRT2|NRT2.1|NRT2:1|NRT2;1AT","High-affinity nitrate transporter. Up-regulated by nitrate. Functions as a repressor of lateral root initiation independently of nitrate uptake.","NM_100684|NP_172288",837327,"3702.AT1G08090.1","GO:0051716|GO:0010035|GO:0070887|GO:1901700|GO:0006811|GO:0006810|GO:0071705|GO:0009987|GO:1901699|GO:1901698|GO:0051179|GO:0050896|GO:1901701|GO:0051234|GO:0042221|GO:0006820|GO:0015698|GO:0015318|GO:0008509|GO:0015075|GO:0022857|GO:0015103|GO:0005215|GO:0015112|GO:0098588|GO:0043231|GO:0005774|GO:0005773|GO:0031090|GO:0009705|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0098805|GO:0005737|GO:0005622|GO:0043227|GO:0000325|GO:0005886","260623_at",1,5.07911978072391,5.5863290519492,5.91596665044258,5.11603000172244,5.38942001909863,5.26057935073036,5.77679327801467,4.81109445212144
"AT1G08100","ACH2|ATNRT2.2|NRT2.2|NRT2;2AT","Encodes a high-affinity nitrate transporter.","NM_100685|NP_172289",837328,"3702.AT1G08100.1","GO:0051716|GO:0010035|GO:0070887|GO:1901700|GO:0006811|GO:0006810|GO:0071705|GO:0009987|GO:1901699|GO:1901698|GO:0051179|GO:0050896|GO:1901701|GO:0051234|GO:0042221|GO:0006820|GO:0015698|GO:0015318|GO:0008509|GO:0015075|GO:0022857|GO:0015103|GO:0005215|GO:0015112|GO:0098588|GO:0043231|GO:0005774|GO:0005773|GO:0031090|GO:0009705|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0098805|GO:0005737|GO:0005622|GO:0043227|GO:0000325|GO:0005886","260624_at",1,4.35847181014216,4.69622068280934,4.90469220770677,4.36306753393376,4.77519356412807,4.39737829242282,4.64121916871543,3.93175285043116
"AT1G08110","AtGLYI2|GLXI:3",NA,"NM_001035918|NM_001035919|NM_100687|NM_179278|NP_001030995|NP_001030996|NP_172291|NP_849609",837330,"3702.AT1G08110.4",NA,"260619_at",1,10.2825140685481,10.4638825604811,10.4772205440327,10.4270145472251,10.6829814342639,10.3522422992906,10.2704590012827,10.2076938417063
"AT1G08130","ATLIG1|LIG1","Encodes the Arabidopsis DNA ligase 1 that provides the major DNA ligase activity in cells and plays a key role in both DNA replication and excision repair pathways.  Indispensable for cell viability. AtLIG1 expresses one major and two minor mRNA transcripts differing only in the length of the 5' untranslated leader sequences preceding a common ORF. Translation from the first in-frame start codon produces an AtLIG1 isoform that is targeted exclusively to the mitochondria. Translation initiation from the second in-frame start codon produces an AtLIG1 isoform targeted only to the nucleus.","NM_100689|NP_172293",837333,"3702.AT1G08130.1","GO:0006281|GO:0006725|GO:0046700|GO:0016070|GO:0044260|GO:0009058|GO:0006139|GO:0044270|GO:1901360|GO:0006807|GO:0044271|GO:0009056|GO:0006401|GO:1901575|GO:0071704|GO:0008152|GO:0044248|GO:0046483|GO:0009057|GO:0034645|GO:0051716|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:0006261|GO:0006974|GO:0034641|GO:1901576|GO:1901362|GO:0009987|GO:0018130|GO:0044238|GO:0050896|GO:0090304|GO:0019439|GO:0006950|GO:0034654|GO:0071897|GO:1901361|GO:0019438|GO:0034655|GO:0033554|GO:0006260|GO:0044265|GO:0006271|GO:0006259|GO:0016874|GO:0140097|GO:0003824|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0005739|GO:0043226|GO:0043229","261810_at",1,7.36723815763551,7.27066078624662,7.03702046557058,7.63012150318007,7.37724314437436,6.98737856638894,6.97770833843796,7.23864694301364
"AT1G08135","ATCHX6B|CHX6B",NA,"NM_179279|NP_849610",837334,"3702.AT1G08135.1","GO:0051179|GO:0098771|GO:0006885|GO:0015672|GO:0051234|GO:0050801|GO:0065008|GO:0006811|GO:0006810|GO:0065007|GO:0042592|GO:0055080|GO:0006812|GO:0055067|GO:0048878|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0043227|GO:0005773|GO:0071944|GO:0110165|GO:0016020|GO:0043226|GO:0043229|GO:0005886","261816_at",1,4.3188521112507,4.60667335526402,5.34085196299221,4.51477896947118,4.50456544726598,4.38865100899802,4.48755815050688,4.25750983449221
"AT1G08170","HTB8",NA,"NM_100691|NP_172295",837338,"3702.AT1G08170.1","GO:0071824|GO:0022607|GO:0044085|GO:0034728|GO:0034622|GO:0006333|GO:0006334|GO:0065003|GO:0016043|GO:0031497|GO:0009987|GO:0065004|GO:0071840|GO:0071103|GO:0006323|GO:0051276|GO:0006996|GO:0006325|GO:0043933|GO:0003676|GO:1901363|GO:0005488|GO:0097159|GO:0003677","261755_at",1,4.80971889658715,4.97007013591265,5.16572489992955,5.00577627920429,5.27259224075646,4.81638799059632,4.83577962338233,4.7059436435996
"AT1G08180","SMR2",NA,"NM_100692|NP_172296",837339,"3702.AT1G08180.1","GO:0007088|GO:0048519|GO:0051783|GO:0045786|GO:0000280|GO:0033043|GO:0045839|GO:0022402|GO:0051128|GO:0045930|GO:0016043|GO:0010948|GO:0009987|GO:0051784|GO:1903047|GO:0010564|GO:0050789|GO:0071840|GO:0000278|GO:0006996|GO:0050794|GO:0010639|GO:0065007|GO:0007049|GO:0048285|GO:0140014|GO:0051726|GO:0051129|GO:0048523|GO:0007346|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","261817_at",1,5.68287207055621,4.33371855074954,4.75899297187062,5.35534243910043,5.20655825228008,4.46224985243207,4.76550345920919,5.85885963459612
"AT1G08190","ATVAM2|ATVPS41|VAM2|VPS41|ZIP2","Might be involved in protein sorting to the vacuole.","NM_100693|NP_172297",837340,"3702.AT1G08190.1","GO:0006906|GO:0051641|GO:0016236|GO:0033036|GO:0006623|GO:0061024|GO:0034613|GO:0090174|GO:0006810|GO:0071705|GO:0009991|GO:0045184|GO:0042886|GO:0061919|GO:0071702|GO:0009267|GO:0051234|GO:0009056|GO:0016050|GO:0033365|GO:0031668|GO:0048284|GO:0044248|GO:0008152|GO:0072666|GO:0051716|GO:0007034|GO:0072665|GO:0006605|GO:0016192|GO:0044237|GO:0072594|GO:0007154|GO:0016043|GO:0031667|GO:0009987|GO:0015833|GO:0008104|GO:0051179|GO:0071840|GO:0009605|GO:0050896|GO:0070727|GO:0006950|GO:0061025|GO:0006996|GO:0031669|GO:0042594|GO:0015031|GO:0071496|GO:0006886|GO:0051649|GO:0046907|GO:0033554|GO:0006914|GO:0051020|GO:0019899|GO:0005515|GO:0017016|GO:0031267|GO:0005488|GO:0017137|GO:0098796|GO:0005768|GO:0097708|GO:0043231|GO:0099023|GO:0005773|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0005737|GO:0032991|GO:0012505|GO:0005622|GO:0043227|GO:0031410|GO:0005770|GO:0005886","261783_at",1,9.1914581733823,9.2845131484047,9.26648021385888,8.96106890479891,8.92586326263732,8.93506873868119,9.14245549076567,9.0586855126174
"AT1G08210",NA,NA,"NM_001331758|NM_001331759|NM_001331760|NM_100695|NP_001318953|NP_001320253|NP_001320254|NP_563808",837342,"3702.AT1G08210.1",NA,"261757_at",1,7.7632601554914,8.31274920996344,7.99504312752129,7.48194093981057,7.73225342995149,7.64813718460308,8.43696743521198,7.89276136093709
"AT1G08220",NA,NA,"NM_001084017|NM_100696|NP_001077486|NP_172300",837343,"3702.AT1G08220.1","GO:0071840|GO:0022607|GO:0044085|GO:0034622|GO:0006996|GO:0065003|GO:0033615|GO:0016043|GO:0007005|GO:0009987|GO:0043933|GO:0031975|GO:0031966|GO:0005743|GO:0043231|GO:0032592|GO:0019866|GO:0031090|GO:0005739|GO:0110165|GO:0043226|GO:0016021|GO:0016020|GO:0031967|GO:0043229|GO:0031301|GO:0005737|GO:0031300|GO:0031224|GO:0098573|GO:0005622|GO:0005740|GO:0043227","261784_at",1,6.53020825573377,6.36337946325275,6.07329044744987,6.93638491320643,6.15233425016269,6.11054769931965,6.39284212735237,6.42295227792033
"AT1G08230",NA,NA,"NM_001084018|NM_001331761|NM_001331762|NM_001331763|NM_001331764|NP_001077487|NP_001320799|NP_001320800|NP_001320801|NP_001320802",837344,"3702.AT1G08230.2","GO:0071944|GO:0110165|GO:0016020|GO:0005886","261785_at",1,5.8096087926985,4.72449514603061,5.13800783326363,5.62368748641586,5.81252364916626,4.98517247599521,5.28675889352422,5.98046822888821
"AT1G08250","ADT6|AtADT6","Encodes a plastid-localized arogenate dehydratase involved in phenylalanine biosynthesis. Although this enzyme has sequence similarity to prephenate dehydratases, it is 98 times more active with arogenate than prephenate in enzymatic assays.","NM_100698|NP_563809",837345,"3702.AT1G08250.1","GO:0016053|GO:0006725|GO:0043436|GO:0009073|GO:0008652|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:1901576|GO:0009058|GO:1901362|GO:0009987|GO:0006082|GO:0046394|GO:0044238|GO:1901360|GO:0009072|GO:0006807|GO:1901605|GO:0019438|GO:0006520|GO:0044283|GO:0019752|GO:0008152|GO:0071704|GO:0044281|GO:0016829|GO:0016835|GO:0016836|GO:0003824|GO:0005737|GO:0110165|GO:0005622","261758_at",1,7.87469381060156,6.03126926741335,6.45889938777575,7.00429783366604,7.88295912689176,6.15618974009174,7.16994103376503,8.28028401392227
"AT1G08260","ABO4|EMB142|EMB2284|EMB529|ESD7|POL2A|TIL1","Similar to POL2A, DNA polymerase epsilon catalytic subunit. Essential for Arabidopsis growth. Null homozygotes are embryo lethal, partial loss of function alleles show embryo patterning defects such as root pole displacement. Delayed progression through cell cycle results in embryos with smaller numbers of larger cells.","NM_001331765|NM_100699|NP_001322767|NP_172303",837346,"3702.AT1G08260.1","GO:0006281|GO:0006725|GO:0046700|GO:0016070|GO:0000280|GO:0044260|GO:0022402|GO:0009058|GO:0006139|GO:1903047|GO:0044270|GO:0000278|GO:1901360|GO:0006807|GO:0044271|GO:0009056|GO:0140014|GO:0006401|GO:1901575|GO:0044248|GO:0071704|GO:0008152|GO:0006289|GO:0046483|GO:0009057|GO:0034645|GO:0051716|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:0006284|GO:0006261|GO:0016043|GO:0006974|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0044238|GO:0018130|GO:0071840|GO:0050896|GO:0090304|GO:0034654|GO:0006950|GO:0019439|GO:0006996|GO:0071897|GO:1901361|GO:0007049|GO:0019438|GO:0048285|GO:0034655|GO:0044265|GO:0033554|GO:0006260|GO:0006271|GO:0006259|GO:0008296|GO:0016788|GO:0003676|GO:0003887|GO:0004518|GO:0005488|GO:0003824|GO:0016796|GO:0016779|GO:0016772|GO:0004527|GO:0004536|GO:0016740|GO:0097159|GO:0003677|GO:0016787|GO:0004529|GO:0140097|GO:1901363|GO:0008408|GO:0034061|GO:0016895|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:1902494|GO:1990234|GO:0008622|GO:0070013|GO:0110165|GO:0043226|GO:0043229|GO:0000228|GO:0061695|GO:0042575|GO:0043232|GO:0043228|GO:0032991|GO:0005622|GO:0005694|GO:0043227|GO:0031981","261811_at",1,4.56283648521408,4.40046495293011,4.26460954769197,4.53063848028133,4.58862086873158,4.24685596286488,4.02863715388383,4.62346522005315
"AT1G08270",NA,NA,"NM_100700|NM_202063|NP_172304|NP_973792",837347,"3702.AT1G08270.2","GO:0016197|GO:0051641|GO:0006810|GO:0000226|GO:0016192|GO:0016043|GO:0009987|GO:0051179|GO:0071840|GO:0007033|GO:0051234|GO:0007017|GO:0006996|GO:0097435|GO:0007010|GO:0051649|GO:0046907|GO:0031122|GO:0016462|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0017111|GO:0140096|GO:0016887|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","261812_at",1,3.85735466872977,4.25898449883558,4.37993418332542,3.9117701369143,3.78027290547111,4.11730864817198,4.43721262956756,3.79680442419536
"AT1G08280","GALT29A",NA,"NM_100701|NP_172305",837348,"3702.AT1G08280.1",NA,"261813_at",1,7.8402401306639,5.64493231377227,5.21932655057562,4.99002030521436,5.13037064564693,5.1323602823938,5.27132636160799,7.84342037317928
"AT1G08310",NA,NA,"NM_001084019|NM_001331768|NM_100704|NP_001077488|NP_001323356|NP_172308",837351,"3702.AT1G08310.2",NA,"261814_at",1,8.42343416451509,8.76700345543958,8.56280772810437,8.4994606265117,9.17965802225447,8.90698650216495,9.41151455098901,8.69460642241828
"AT1G08315",NA,NA,"NM_179282|NP_849613",837352,"3702.AT1G08315.1","GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","261756_at",1,7.09926584921188,7.45642148090886,6.70702513728625,7.57500177855079,7.47332641638197,7.9719818961708,8.13200381117834,7.62308995424845
"AT1G08320","bZIP21|TGA9",NA,"NM_001035921|NM_001035922|NM_001331769|NM_001331770|NM_100705|NP_001030998|NP_001030999|NP_001318954|NP_001321503|NP_563810",837353,"3702.AT1G08320.3",NA,"261815_at",1,7.52266918566972,7.66008731534992,7.89170286880104,7.89685222079031,7.80530872059203,7.45259407533521,7.27807751721889,7.71344356603317
"AT1G08340",NA,NA,"NM_100707|NP_172310",837354,"3702.AT1G08340.1",NA,"261809_at",1,4.97210428078858,5.68032747004229,5.76207542147879,5.35647080222582,4.66844142869137,5.60990025388457,4.98178692852999,5.84843454941284
"AT1G08350",NA,NA,"NM_001084020|NM_001331771|NM_001331772|NM_100708|NP_001077489|NP_001323140|NP_001323141|NP_563812",837355,"3702.AT1G08350.2","GO:0051179|GO:0051641|GO:0070727|GO:0033036|GO:0034613|GO:0072657|GO:0009987|GO:0008104|GO:0110165|GO:0016020","261747_at",1,7.23015946877277,6.40432509584477,5.74264586675107,6.37968491100401,6.60527951564626,6.37968491100401,6.13166230910453,7.13243230101122
"AT1G08360",NA,NA,"NM_100709|NP_563813",837356,"3702.AT1G08360.1","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0042273|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0000470|GO:0008152|GO:0071704|GO:0003676|GO:0003723|GO:1901363|GO:0005488|GO:0097159|GO:0043232|GO:0005737|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0022625|GO:0005622|GO:0015934|GO:0005829|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","261694_at",1,11.8147232705169,11.5368118968178,11.0521793509474,12.0886768413249,11.2003275519126,11.0259415923888,10.6498905612001,12.0282764217192
"AT1G08370","ATDCP1|DCP1","Encodes DCP1 involved in mRNA decapping.  DCP1 forms a mRNA decapping complex with DCP2 (At5g13570) and VCS (VARICOSE) (At3g13300). However, unlike DCP2, DCP1 itself does not have mRNA decapping activity in vitro.  DCP1, DCP2 and VCS colocalize in cytoplasmic loci, which are putative Arabidopsis mRNA processing bodies.  Null mutants of DCP1, DCP2, and VCS accumulate capped mRNAs with a reduced degradation rate. These mutants also share a similar lethal phenotype at the seedling cotyledon stage, with disorganized veins, swollen root hairs, and altered epidermal cell morphology. The protein was shown by immunoprecipitation not to interact with DCP2.","NM_100710|NP_563814",837357,"3702.AT1G08370.1","GO:0010629|GO:0006725|GO:0000288|GO:0048519|GO:0046700|GO:0016070|GO:0044260|GO:0010467|GO:0000290|GO:0006139|GO:0044270|GO:0050789|GO:0016071|GO:1901360|GO:0006402|GO:0006807|GO:0009056|GO:0006401|GO:1901575|GO:0010468|GO:0008152|GO:0071704|GO:0044248|GO:0046483|GO:0009057|GO:0043170|GO:0044237|GO:0000956|GO:0009892|GO:0034641|GO:0009987|GO:0044238|GO:0090304|GO:0019439|GO:0090305|GO:0060255|GO:0010605|GO:0065007|GO:1901361|GO:0034655|GO:0044265|GO:0019222|GO:0003676|GO:0003723|GO:0005488|GO:0003824|GO:0097159|GO:0098772|GO:1901363|GO:0003729|GO:0030234|GO:0043232|GO:0099080|GO:0005737|GO:0043228|GO:0035770|GO:0000932|GO:0005622|GO:0110165|GO:0043226|GO:0043229|GO:0036464","261693_at",1,8.42898691303806,8.60199785015507,8.48294072111966,8.71720279234697,8.33892197048004,8.53078737390523,8.20615128583389,8.74502783839607
"AT1G08380","PSAO","Encodes subunit O of photosystem I.","NM_100711|NP_563815",837358,"3702.AT1G08380.1",NA,"261746_at",1,12.0500782512423,12.8689423956325,12.5537777891343,12.8426039033789,12.4676562127216,12.0397689081175,11.6087518584368,12.6731614971516
"AT1G08390","RMI2",NA,"NM_001331773|NM_100712|NP_001320532|NP_172315",837359,"3702.AT1G08390.1","GO:0006281|GO:2001021|GO:2000779|GO:2001020|GO:0051983|GO:0051171|GO:0051128|GO:0006139|GO:0007059|GO:0050789|GO:0080135|GO:0006807|GO:0000725|GO:0051053|GO:0071704|GO:0098813|GO:0000819|GO:0043170|GO:0033043|GO:0044237|GO:0009892|GO:0016043|GO:0006974|GO:0034641|GO:0000724|GO:0006310|GO:0051172|GO:0044238|GO:0010564|GO:0048583|GO:0071840|GO:0006950|GO:0051276|GO:0050794|GO:0045934|GO:2000042|GO:0033554|GO:0019222|GO:0031323|GO:0006725|GO:0031324|GO:0048519|GO:0006302|GO:0051052|GO:0044260|GO:0045738|GO:0022402|GO:0006282|GO:0010569|GO:1901360|GO:0045910|GO:0048523|GO:0008152|GO:0033044|GO:0046483|GO:0051716|GO:0048585|GO:0080134|GO:0009987|GO:0080090|GO:0050896|GO:0090304|GO:0060255|GO:0006996|GO:2000780|GO:0019219|GO:0010605|GO:0065007|GO:0007049|GO:0051726|GO:0033045|GO:0000018|GO:0006259|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0005654|GO:0070013|GO:0005829|GO:0110165|GO:0016607|GO:0043226|GO:0016604|GO:0043229|GO:0005737|GO:0005622|GO:0043227|GO:0031981","261742_at",1,5.17474679579236,6.14202251003844,5.77056198130419,5.44032354551185,5.27012423685218,5.29498491018232,5.40625373698268,5.54960907582766
"AT1G08410","DIG6|LSG1-2",NA,"NM_100714|NP_172317",837361,"3702.AT1G08410.1","GO:0016787|GO:0003924|GO:0016462|GO:0016818|GO:0016817|GO:0017111|GO:0003824|GO:0005737|GO:0005829|GO:0110165|GO:0005622","245227_s_at",1,5.0427353554698,6.29028398669568,5.77141392428766,5.32475026526011,5.1087388632412,5.27619316985917,5.94737950283153,4.76620080935293
"AT1G08420|AT2G27210",NA,NA,NA,NA,NA,NA,"261743_s_at",2,6.95610387859203,6.52599192527656,6.99856927464211,5.93634417369655,6.79163332385486,6.63337249181575,7.1345483044278,6.01549181645996
"AT1G08430","ALMT1|ATALMT1","Encodes a Al-activated malate efflux transporter. Is essential for aluminum tolerance but does not represent the major Al tolerance QTL. Staurosporine and calyculin A both block all changes  in AtALMT1 gene expression (as a result malate release  is totally inhibited).","NM_100716|NP_172319",837363,"3702.AT1G08430.1","GO:0005737|GO:0098588|GO:0043231|GO:0005622|GO:0005774|GO:0043227|GO:0005773|GO:0031090|GO:0009705|GO:0000325|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0098805","257481_at",1,7.1729009724908,5.70550472094952,5.46633084676288,6.14151364520763,6.13874210568906,5.75702600423044,5.56494528604811,7.66970673522515
"AT1G08450","AtCRT3|CRT3|EBS2|PSL1","Encodes one of three Arabidopsis calreticulins.   In CRT-deficient mouse fibroblasts, this protein restores ER Ca2+ levels. Non-receptor component required for EFR-mediated immunity. Mutants show de-repressed anthocyanin accumulation in the  presence of elf18, and EFR accumulation and signalling.","NM_001198007|NM_100718|NM_202064|NP_001184936|NP_563816|NP_973793",837365,"3702.AT1G08450.1","GO:0010033|GO:0051716|GO:0007165|GO:0030968|GO:0034976|GO:0070887|GO:0071310|GO:0007154|GO:0009987|GO:0035967|GO:0050789|GO:0050896|GO:0006950|GO:0042221|GO:0050794|GO:0006457|GO:0034620|GO:0035966|GO:0006986|GO:0065007|GO:0033554|GO:0023052|GO:0043169|GO:0046872|GO:0005509|GO:0043167|GO:0005488|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0042175|GO:0005773|GO:0043227|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886|GO:0005789","261692_at",1,9.32764288334284,8.82784299444954,8.78118385665667,9.08274061776708,8.95353748447516,8.77933809715698,8.75984022034823,8.78153134550385
"AT1G08460","ATHDA8|HDA08|HDA8",NA,"NM_001331774|NM_100719|NP_001320319|NP_563817",837366,"3702.AT1G08460.1",NA,"261720_at",1,8.53639427877376,9.50346398943057,9.45932476390795,8.75593241789533,8.8457307095113,9.20882760960624,9.15460884266602,8.91502988465421
"AT1G08470","SSL3","Although this enzyme is predicted to encode a strictosidine synthase (SS), it lacks a conserved catalytic glutamate residue found in active SS enzymes and it is not expected to have SS activity.","NM_100720|NP_563818",837368,"3702.AT1G08470.1",NA,"261696_at",1,7.66189702508087,7.07395015550195,7.15979073927312,7.85947219865503,7.9916051879827,6.61399868363203,7.07740030371229,7.83550081497297
"AT1G08480","SDH6",NA,"NM_100721|NP_563819",837369,"3702.AT1G08480.1","GO:0031975|GO:0098798|GO:0098796|GO:0098803|GO:0031966|GO:0005743|GO:0043231|GO:1902494|GO:1990204|GO:0019866|GO:0031090|GO:0110165|GO:0005739|GO:0043226|GO:0016020|GO:0031967|GO:0043229|GO:0005737|GO:0070469|GO:0045273|GO:0032991|GO:0005622|GO:0005740|GO:0098800|GO:0005746|GO:0043227","261721_at",1,10.5233486487766,10.7506331656678,10.4688112345602,11.0887454068834,10.5943582028843,10.3002891842021,10.0778467825113,10.9325475505296
"AT1G08490","ATCPNIFS|ATNFS2|ATSUFS|CPNIFS|SUFS","Chloroplastic NifS-like protein that can catalyze the conversion of cysteine into alanine and elemental  sulfur (S(0)) and of selenocysteine into alanine and elemental Se (Se(0)). Overexpression enhances selenium tolerance and accumulation.","NM_100722|NP_172325",837370,"3702.AT1G08490.1",NA,"261744_at",1,7.43464921033755,7.90958167997529,7.66007218216081,7.62635628498297,7.54147109796054,7.52531976048731,7.64607564539239,7.58251596094231
"AT1G08500","AtENODL18|ENODL18",NA,"NM_100723|NP_563820",837371,"3702.AT1G08500.1","GO:0046658|GO:0031224|GO:0031226|GO:0110165|GO:0071944|GO:0031225|GO:0016020|GO:0005886","261745_at",1,9.76411392407367,8.54461238618847,8.63206811025765,9.19817577899964,9.58440100353766,8.47303757640643,8.96029887137301,9.75016920277953
"AT1G08510","FATB","Encodes an acyl-acyl carrier protein thioesterase. Hydrolyzes primarily saturated acyl-ACPs with chain lengths that vary between 8 and 18 carbons. Involved in saturated fatty acid synthesis. Nuclear-encoded, plastid-targeted globular protein that is functional as dimer.","NM_100724|NP_172327",837372,"3702.AT1G08510.1","GO:0016747|GO:0016746|GO:0016788|GO:0016740|GO:0036094|GO:0005488|GO:0003824|GO:0016790|GO:0016787","261722_at",1,10.2289796256976,9.35460341925482,9.54008013701842,9.14388410219014,10.075166628728,9.79942854842971,9.81828672468634,10.1004859964837
"AT1G08520","ALB-1V|ALB1|CHLD|PDE166|V157","Encodes the CHLD subunit of the Mg-chelatase enzyme involved in chlorophyll biosynthesis. Lines carrying recessive mutations of this locus are white and seedling lethal.","NM_100725|NP_563821",837374,"3702.AT1G08520.1",NA,"261695_at",1,9.88604325758292,9.83612310370047,9.62331912079633,9.97487361728408,9.64914551890923,8.61169198381382,9.06412968990303,9.71626545166496
"AT1G08540","ABC1|ATSIG1|ATSIG2|SIG1|SIG2|SIGA|SIGB","Enodes a subunit of chloroplast RNA polymerase, confers the ability to recognize promoter sequences on the core enzyme. SIG1 is induced by red and blue light.","NM_100727|NP_172330",837376,"3702.AT1G08540.1",NA,"264781_at",1,8.60828833776372,8.36348615675877,8.39997425174942,8.59588875815191,8.34101299528294,7.26345491235918,7.77301138931617,8.21915029682824
"AT1G08550","AVDE1|NPQ1","Violaxanthin deepoxidase involved in xanthophyll cycle.Two major consequences of the npq1 mutation are the absence of zeaxanthin formation in strong light and the partial inhibition of the quenching of singlet excited chlorophylls in the photosystem II light-harvesting complex","NM_001035923|NM_001331777|NM_100728|NP_001031000|NP_001321301|NP_172331",837377,"3702.AT1G08550.1","GO:0016491|GO:0003824","264799_at",1,7.46157693937175,7.74466793720688,7.32282452180726,7.51142125499197,6.98407943616503,7.38743421426981,7.94631764083372,7.41034284105205
"AT1G08560","ATSYP111|KN|SYP111","member of SYP11 syntaxin Gene Family","NM_100729|NP_172332",837378,"3702.AT1G08560.1","GO:0006906|GO:0051641|GO:0051640|GO:0033036|GO:0061024|GO:0034613|GO:0090174|GO:0006810|GO:0071705|GO:0045184|GO:0042886|GO:0071702|GO:0051234|GO:0046903|GO:0016050|GO:0032940|GO:0048284|GO:0099500|GO:0016192|GO:0016043|GO:0009987|GO:0015833|GO:0140029|GO:0008104|GO:0051179|GO:0071840|GO:0061025|GO:0070727|GO:0006887|GO:0006996|GO:0015031|GO:0006886|GO:0051649|GO:0046907|GO:0140352|GO:0060090|GO:0005515|GO:0005488|GO:0000149|GO:0030674|GO:0098796|GO:0043231|GO:0031201|GO:0005773|GO:0071944|GO:0110165|GO:0043226|GO:0016021|GO:0016020|GO:0043229|GO:0005737|GO:0031224|GO:0032991|GO:0012505|GO:0005622|GO:0043227|GO:0005886","264802_at",1,8.10619358260425,7.62178266926276,7.70450572760874,8.37034806066631,8.35550282517674,6.96601834066801,7.10555275842691,8.35139363912533
"AT1G08570","ACHT4","Encodes a member of the thioredoxin family protein.  Located in the chloroplast.  Shows high activity towards the chloroplast 2-Cys peroxiredoxin A, and poor activity towards the chloroplast NADP-malate   dehydrogenase.","NM_001084022|NM_001123776|NM_001123777|NM_100730|NP_001077491|NP_001117248|NP_001117249|NP_172333",837379,"3702.AT1G08570.1",NA,"264779_at",1,7.88138057038218,10.391790130458,10.6424603052977,8.23473337685845,8.66359025231331,10.6834849373266,10.5997932660757,7.96261418816144
"AT1G08580",NA,NA,"NM_100731|NP_172334",837380,"3702.AT1G08580.1",NA,"264803_at",1,8.36806743490811,7.66827966511513,7.11058453223465,8.86270988815346,7.84390364701822,7.09902023897445,6.95249893190172,8.40516347249865
"AT1G08590","ATPXL1|PXL1","similar to CLV1-like leucine rich repeat transmembrane receptor-like protein kinase (Ipomoea nil) (U77888)","NM_100732|NP_172335",837381,"3702.AT1G08590.1",NA,"264804_at",1,7.83781770622206,6.93344162912042,6.60393876697868,6.46950636038765,6.29942760976311,5.94442954496084,6.32823986200091,7.54081414118633
"AT1G08600","ATRX|CHR20",NA,"NM_001198008|NM_001198009|NM_001198010|NM_100733|NP_001184937|NP_001184938|NP_001184939|NP_172336",837382,"3702.AT1G08600.4","GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","264805_at",1,6.21286987235382,6.06690326585012,5.89817393346066,6.28299004256851,6.345112946516,5.85075075922632,6.37581944662382,6.04538797457609
